distrito,nacionales,extranjeros,total,date,month,year
moratalaz,86760,7770,94530.0,2017-09-01,9,2017
puente_vallecas,193519,35912,229431.0,2017-09-01,9,2017
retiro,110767,8007,118774.0,2017-09-01,9,2017
salamanca,127111,17073,144184.0,2017-09-01,9,2017
san_blas,139310,16530,155840.0,2017-09-01,9,2017
tetuan,127923,27212,155135.0,2017-09-01,9,2017
usera,109193,27168,136361.0,2017-09-01,9,2017
vicalvaro,62906,7914,70820.0,2017-09-01,9,2017
villaverde,119595,25260,144855.0,2017-09-01,9,2017
villa_vallecas,95100,11754,106854.0,2017-09-01,9,2017
madrid,2802588,406906,3209494.0,2017-09-01,9,2017
arganzuela,138401,14331,152732.0,2017-10-01,10,2017
barajas,43573,4187,47760.0,2017-10-01,10,2017
carabanchel,204538,43019,247557.0,2017-10-01,10,2017
centro,103611,28424,132035.0,2017-10-01,10,2017
chamartin,131990,12960,144950.0,2017-10-01,10,2017
chamberi,123811,14439,138250.0,2017-10-01,10,2017
ciudad_lineal,187009,27749,214758.0,2017-10-01,10,2017
fuencarral,223724,18731,242455.0,2017-10-01,10,2017
hortaleza,166639,16637,183276.0,2017-10-01,10,2017
latina,202400,33282,235682.0,2017-10-01,10,2017
moncloa,106192,11475,117667.0,2017-10-01,10,2017
moratalaz,86815,7831,94646.0,2017-10-01,10,2017
puente_vallecas,193700,36401,230101.0,2017-10-01,10,2017
retiro,110829,8136,118965.0,2017-10-01,10,2017
salamanca,127236,17515,144751.0,2017-10-01,10,2017
san_blas,139449,16802,156251.0,2017-10-01,10,2017
tetuan,128054,27512,155566.0,2017-10-01,10,2017
usera,109343,27488,136831.0,2017-10-01,10,2017
vicalvaro,62945,8011,70956.0,2017-10-01,10,2017
villaverde,119763,25594,145357.0,2017-10-01,10,2017
villa_vallecas,95290,11896,107186.0,2017-10-01,10,2017
madrid,2805312,412420,3217732.0,2017-10-01,10,2017
arganzuela,138604,14556,153160.0,2017-11-01,11,2017
barajas,43555,4205,47760.0,2017-11-01,11,2017
carabanchel,204722,43676,248398.0,2017-11-01,11,2017
centro,103724,29020,132744.0,2017-11-01,11,2017
chamartin,132095,13146,145241.0,2017-11-01,11,2017
chamberi,123928,14769,138697.0,2017-11-01,11,2017
ciudad_lineal,187096,28163,215259.0,2017-11-01,11,2017
fuencarral,224065,19092,243157.0,2017-11-01,11,2017
hortaleza,166766,16897,183663.0,2017-11-01,11,2017
latina,202407,33712,236119.0,2017-11-01,11,2017
moncloa,106312,11743,118055.0,2017-11-01,11,2017
moratalaz,86746,7888,94634.0,2017-11-01,11,2017
puente_vallecas,193764,37073,230837.0,2017-11-01,11,2017
retiro,110910,8299,119209.0,2017-11-01,11,2017
salamanca,127338,18083,145421.0,2017-11-01,11,2017
san_blas,139455,17114,156569.0,2017-11-01,11,2017
tetuan,128250,27985,156235.0,2017-11-01,11,2017
usera,109352,27806,137158.0,2017-11-01,11,2017
vicalvaro,62959,8150,71109.0,2017-11-01,11,2017
villaverde,119870,25921,145791.0,2017-11-01,11,2017
villa_vallecas,95496,12058,107554.0,2017-11-01,11,2017
madrid,2807414,419356,3226770.0,2017-11-01,11,2017
arganzuela,138508,14532,153040.0,2017-12-01,12,2017
barajas,43633,4228,47861.0,2017-12-01,12,2017
carabanchel,204533,43898,248431.0,2017-12-01,12,2017
centro,103553,29066,132619.0,2017-12-01,12,2017
chamartin,132037,13172,145209.0,2017-12-01,12,2017
chamberi,123863,14805,138668.0,2017-12-01,12,2017
ciudad_lineal,186792,28181,214973.0,2017-12-01,12,2017
fuencarral,224036,19225,243261.0,2017-12-01,12,2017
hortaleza,166886,16990,183876.0,2017-12-01,12,2017
latina,202167,33882,236049.0,2017-12-01,12,2017
moncloa,106422,11772,118194.0,2017-12-01,12,2017
moratalaz,86621,7940,94561.0,2017-12-01,12,2017
puente_vallecas,193599,37205,230804.0,2017-12-01,12,2017
retiro,110822,8376,119198.0,2017-12-01,12,2017
salamanca,127351,18213,145564.0,2017-12-01,12,2017
san_blas,139276,17131,156407.0,2017-12-01,12,2017
tetuan,128142,28073,156215.0,2017-12-01,12,2017
usera,109100,27974,137074.0,2017-12-01,12,2017
vicalvaro,62965,8132,71097.0,2017-12-01,12,2017
villaverde,119662,26130,145792.0,2017-12-01,12,2017
villa_vallecas,95561,12054,107615.0,2017-12-01,12,2017
madrid,2805529,420979,3226508.0,2017-12-01,12,2017
arganzuela,138728,14619,153347.0,2018-01-01,1,2018
barajas,43673,4246,47919.0,2018-01-01,1,2018
carabanchel,204610,44331,248941.0,2018-01-01,1,2018
centro,103591,29190,132781.0,2018-01-01,1,2018
chamartin,132134,13210,145344.0,2018-01-01,1,2018
chamberi,123992,14850,138842.0,2018-01-01,1,2018
ciudad_lineal,186751,28349,215100.0,2018-01-01,1,2018
fuencarral,224227,19325,243552.0,2018-01-01,1,2018
hortaleza,167175,17159,184334.0,2018-01-01,1,2018
latina,202234,34218,236452.0,2018-01-01,1,2018
moncloa,106475,11748,118223.0,2018-01-01,1,2018
moratalaz,86561,7960,94521.0,2018-01-01,1,2018
puente_vallecas,193655,37520,231175.0,2018-01-01,1,2018
retiro,110931,8418,119349.0,2018-01-01,1,2018
salamanca,127459,18233,145692.0,2018-01-01,1,2018
san_blas,139247,17388,156635.0,2018-01-01,1,2018
tetuan,128223,28247,156470.0,2018-01-01,1,2018
usera,109143,28269,137412.0,2018-01-01,1,2018
vicalvaro,62966,8154,71120.0,2018-01-01,1,2018
villaverde,119632,26361,145993.0,2018-01-01,1,2018
villa_vallecas,95697,12163,107860.0,2018-01-01,1,2018
madrid,2807104,423958,3231062.0,2018-01-01,1,2018
arganzuela,138860,14578,153438.0,2018-02-01,2,2018
barajas,43791,4287,48078.0,2018-02-01,2,2018
carabanchel,204717,44761,249478.0,2018-02-01,2,2018
centro,103619,29189,132808.0,2018-02-01,2,2018
chamartin,132314,13250,145564.0,2018-02-01,2,2018
chamberi,124195,14861,139056.0,2018-02-01,2,2018
ciudad_lineal,186857,28535,215392.0,2018-02-01,2,2018
fuencarral,224592,19538,244130.0,2018-02-01,2,2018
hortaleza,167535,17321,184856.0,2018-02-01,2,2018
latina,202381,34535,236916.0,2018-02-01,2,2018
moncloa,106745,11686,118431.0,2018-02-01,2,2018
moratalaz,86605,7965,94570.0,2018-02-01,2,2018
puente_vallecas,193661,37863,231524.0,2018-02-01,2,2018
retiro,111022,8492,119514.0,2018-02-01,2,2018
salamanca,127621,18194,145815.0,2018-02-01,2,2018
san_blas,139358,17625,156983.0,2018-02-01,2,2018
tetuan,128382,28283,156665.0,2018-02-01,2,2018
usera,109171,28440,137611.0,2018-02-01,2,2018
vicalvaro,62999,8231,71230.0,2018-02-01,2,2018
villaverde,119681,26537,146218.0,2018-02-01,2,2018
villa_vallecas,95842,12285,108127.0,2018-02-01,2,2018
madrid,2809948,426456,3236404.0,2018-02-01,2,2018
arganzuela,138901,14630,153531.0,2018-03-01,3,2018
barajas,43878,4318,48196.0,2018-03-01,3,2018
carabanchel,204743,45200,249943.0,2018-03-01,3,2018
centro,103608,29280,132888.0,2018-03-01,3,2018
chamartin,132308,13256,145564.0,2018-03-01,3,2018
chamberi,124243,14869,139112.0,2018-03-01,3,2018
ciudad_lineal,186803,28760,215563.0,2018-03-01,3,2018
fuencarral,224782,19685,244467.0,2018-03-01,3,2018
hortaleza,167742,17409,185151.0,2018-03-01,3,2018
latina,202291,34819,237110.0,2018-03-01,3,2018
moncloa,106789,11712,118501.0,2018-03-01,3,2018
moratalaz,86588,8060,94648.0,2018-03-01,3,2018
puente_vallecas,193779,38325,232104.0,2018-03-01,3,2018
retiro,111005,8511,119516.0,2018-03-01,3,2018
salamanca,127605,18288,145893.0,2018-03-01,3,2018
san_blas,139431,17788,157219.0,2018-03-01,3,2018
tetuan,128421,28448,156869.0,2018-03-01,3,2018
usera,109205,28746,137951.0,2018-03-01,3,2018
vicalvaro,63007,8298,71305.0,2018-03-01,3,2018
villaverde,119888,26943,146831.0,2018-03-01,3,2018
villa_vallecas,95970,12384,108354.0,2018-03-01,3,2018
madrid,2810987,429729,3240716.0,2018-03-01,3,2018
arganzuela,138721,14619,153340.0,2018-04-01,4,2018
barajas,43946,4365,48311.0,2018-04-01,4,2018
carabanchel,204358,45315,249673.0,2018-04-01,4,2018
centro,103193,29091,132284.0,2018-04-01,4,2018
chamartin,132208,13172,145380.0,2018-04-01,4,2018
chamberi,124050,14827,138877.0,2018-04-01,4,2018
ciudad_lineal,186632,28888,215520.0,2018-04-01,4,2018
fuencarral,224721,19756,244477.0,2018-04-01,4,2018
hortaleza,167860,17415,185275.0,2018-04-01,4,2018
latina,201940,34858,236798.0,2018-04-01,4,2018
moncloa,106699,11696,118395.0,2018-04-01,4,2018
moratalaz,86481,8150,94631.0,2018-04-01,4,2018
puente_vallecas,193388,38427,231815.0,2018-04-01,4,2018
retiro,110837,8538,119375.0,2018-04-01,4,2018
salamanca,127352,18119,145471.0,2018-04-01,4,2018
san_blas,139327,17832,157159.0,2018-04-01,4,2018
tetuan,128132,28464,156596.0,2018-04-01,4,2018
usera,109029,28809,137838.0,2018-04-01,4,2018
vicalvaro,62976,8286,71262.0,2018-04-01,4,2018
villaverde,119798,27066,146864.0,2018-04-01,4,2018
villa_vallecas,96050,12456,108506.0,2018-04-01,4,2018
madrid,2807698,430149,3237847.0,2018-04-01,4,2018
arganzuela,138912,14795,153707.0,2018-05-01,5,2018
barajas,44077,4405,48482.0,2018-05-01,5,2018
carabanchel,204641,45966,250607.0,2018-05-01,5,2018
centro,103187,29343,132530.0,2018-05-01,5,2018
chamartin,132347,13281,145628.0,2018-05-01,5,2018
chamberi,124141,14934,139075.0,2018-05-01,5,2018
ciudad_lineal,186673,29219,215892.0,2018-05-01,5,2018
fuencarral,225079,19864,244943.0,2018-05-01,5,2018
hortaleza,168272,17630,185902.0,2018-05-01,5,2018
latina,202125,35249,237374.0,2018-05-01,5,2018
moncloa,106838,11760,118598.0,2018-05-01,5,2018
moratalaz,86537,8244,94781.0,2018-05-01,5,2018
puente_vallecas,193712,39051,232763.0,2018-05-01,5,2018
retiro,110813,8642,119455.0,2018-05-01,5,2018
salamanca,127409,18269,145678.0,2018-05-01,5,2018
san_blas,139581,18134,157715.0,2018-05-01,5,2018
tetuan,128230,28710,156940.0,2018-05-01,5,2018
usera,109107,29218,138325.0,2018-05-01,5,2018
vicalvaro,63113,8356,71469.0,2018-05-01,5,2018
villaverde,120087,27366,147453.0,2018-05-01,5,2018
villa_vallecas,96308,12590,108898.0,2018-05-01,5,2018
madrid,2811189,435026,3246215.0,2018-05-01,5,2018
arganzuela,138670,14755,153425.0,2018-06-01,6,2018
barajas,44106,4440,48546.0,2018-06-01,6,2018
carabanchel,204413,46139,250552.0,2018-06-01,6,2018
centro,102953,29237,132190.0,2018-06-01,6,2018
chamartin,132260,13310,145570.0,2018-06-01,6,2018
chamberi,123986,14895,138881.0,2018-06-01,6,2018
ciudad_lineal,186524,29335,215859.0,2018-06-01,6,2018
fuencarral,224944,19939,244883.0,2018-06-01,6,2018
hortaleza,168328,17703,186031.0,2018-06-01,6,2018
latina,201860,35347,237207.0,2018-06-01,6,2018
moncloa,106772,11833,118605.0,2018-06-01,6,2018
moratalaz,86444,8365,94809.0,2018-06-01,6,2018
puente_vallecas,193496,39330,232826.0,2018-06-01,6,2018
retiro,110676,8657,119333.0,2018-06-01,6,2018
salamanca,127276,18194,145470.0,2018-06-01,6,2018
san_blas,139365,18235,157600.0,2018-06-01,6,2018
tetuan,128062,28672,156734.0,2018-06-01,6,2018
usera,109002,29364,138366.0,2018-06-01,6,2018
vicalvaro,63141,8346,71487.0,2018-06-01,6,2018
villaverde,119994,27474,147468.0,2018-06-01,6,2018
villa_vallecas,96298,12738,109036.0,2018-06-01,6,2018
madrid,2808570,436308,3244878.0,2018-06-01,6,2018
arganzuela,138635,14780,153415.0,2018-07-01,7,2018
barajas,44075,4422,48497.0,2018-07-01,7,2018
carabanchel,204355,46316,250671.0,2018-07-01,7,2018
centro,102764,29120,131884.0,2018-07-01,7,2018
chamartin,132149,13281,145430.0,2018-07-01,7,2018
chamberi,123880,14833,138713.0,2018-07-01,7,2018
ciudad_lineal,186359,29325,215684.0,2018-07-01,7,2018
fuencarral,225029,19964,244993.0,2018-07-01,7,2018
hortaleza,168347,17749,186096.0,2018-07-01,7,2018
latina,201669,35414,237083.0,2018-07-01,7,2018
moncloa,106862,11830,118692.0,2018-07-01,7,2018
moratalaz,86334,8352,94686.0,2018-07-01,7,2018
puente_vallecas,193438,39466,232904.0,2018-07-01,7,2018
retiro,110605,8656,119261.0,2018-07-01,7,2018
salamanca,127225,18079,145304.0,2018-07-01,7,2018
san_blas,139253,18288,157541.0,2018-07-01,7,2018
tetuan,127973,28730,156703.0,2018-07-01,7,2018
usera,109010,29494,138504.0,2018-07-01,7,2018
vicalvaro,63118,8299,71417.0,2018-07-01,7,2018
villaverde,120020,27546,147566.0,2018-07-01,7,2018
villa_vallecas,96387,12772,109159.0,2018-07-01,7,2018
madrid,2807487,436716,3244203.0,2018-07-01,7,2018
arganzuela,138687,14831,153518.0,2018-08-01,8,2018
barajas,44178,4433,48611.0,2018-08-01,8,2018
carabanchel,204416,46671,251087.0,2018-08-01,8,2018
centro,102730,29234,131964.0,2018-08-01,8,2018
chamartin,132216,13348,145564.0,2018-08-01,8,2018
chamberi,123955,14882,138837.0,2018-08-01,8,2018
ciudad_lineal,186424,29485,215909.0,2018-08-01,8,2018
fuencarral,225341,20164,245505.0,2018-08-01,8,2018
hortaleza,168594,17863,186457.0,2018-08-01,8,2018
latina,201670,35672,237342.0,2018-08-01,8,2018
moncloa,106889,11872,118761.0,2018-08-01,8,2018
moratalaz,86294,8396,94690.0,2018-08-01,8,2018
puente_vallecas,193528,39852,233380.0,2018-08-01,8,2018
retiro,110530,8683,119213.0,2018-08-01,8,2018
salamanca,127277,18151,145428.0,2018-08-01,8,2018
san_blas,139318,18487,157805.0,2018-08-01,8,2018
tetuan,128086,28883,156969.0,2018-08-01,8,2018
usera,108993,29642,138635.0,2018-08-01,8,2018
vicalvaro,63111,8337,71448.0,2018-08-01,8,2018
villaverde,120028,27770,147798.0,2018-08-01,8,2018
villa_vallecas,96481,12904,109385.0,2018-08-01,8,2018
madrid,2808746,439560,3248306.0,2018-08-01,8,2018
arganzuela,138629,14932,153561.0,2018-09-01,9,2018
barajas,44213,4486,48699.0,2018-09-01,9,2018
carabanchel,204572,47176,251748.0,2018-09-01,9,2018
centro,102831,29413,132244.0,2018-09-01,9,2018
chamartin,132194,13421,145615.0,2018-09-01,9,2018
chamberi,123986,14936,138922.0,2018-09-01,9,2018
ciudad_lineal,186430,29775,216205.0,2018-09-01,9,2018
fuencarral,225439,20266,245705.0,2018-09-01,9,2018
hortaleza,168773,18155,186928.0,2018-09-01,9,2018
latina,201621,36009,237630.0,2018-09-01,9,2018
moncloa,106806,11942,118748.0,2018-09-01,9,2018
moratalaz,86243,8455,94698.0,2018-09-01,9,2018
puente_vallecas,193580,40217,233797.0,2018-09-01,9,2018
retiro,110509,8778,119287.0,2018-09-01,9,2018
salamanca,127309,18321,145630.0,2018-09-01,9,2018
san_blas,139264,18707,157971.0,2018-09-01,9,2018
tetuan,128133,29053,157186.0,2018-09-01,9,2018
usera,108991,29899,138890.0,2018-09-01,9,2018
vicalvaro,63205,8468,71673.0,2018-09-01,9,2018
villaverde,120068,28003,148071.0,2018-09-01,9,2018
villa_vallecas,96661,13049,109710.0,2018-09-01,9,2018
madrid,2809457,443461,3252918.0,2018-09-01,9,2018
arganzuela,138715,14928,153643.0,2018-10-01,10,2018
barajas,44297,4499,48796.0,2018-10-01,10,2018
carabanchel,204817,47399,252216.0,2018-10-01,10,2018
centro,102948,29553,132501.0,2018-10-01,10,2018
chamartin,132288,13474,145762.0,2018-10-01,10,2018
chamberi,124105,15147,139252.0,2018-10-01,10,2018
ciudad_lineal,186342,29857,216199.0,2018-10-01,10,2018
fuencarral,225719,20345,246064.0,2018-10-01,10,2018
hortaleza,169035,18376,187411.0,2018-10-01,10,2018
latina,201603,36152,237755.0,2018-10-01,10,2018
moncloa,106886,12051,118937.0,2018-10-01,10,2018
moratalaz,86202,8465,94667.0,2018-10-01,10,2018
puente_vallecas,193625,40619,234244.0,2018-10-01,10,2018
retiro,110594,8879,119473.0,2018-10-01,10,2018
salamanca,127342,18551,145893.0,2018-10-01,10,2018
san_blas,139288,18864,158152.0,2018-10-01,10,2018
tetuan,128182,29136,157318.0,2018-10-01,10,2018
usera,109041,29972,139013.0,2018-10-01,10,2018
vicalvaro,63254,8487,71741.0,2018-10-01,10,2018
villaverde,120192,28108,148300.0,2018-10-01,10,2018
villa_vallecas,96807,13128,109935.0,2018-10-01,10,2018
madrid,2811282,445990,3257272.0,2018-10-01,10,2018
arganzuela,138681,15099,153780.0,2018-11-01,11,2018
barajas,44351,4534,48885.0,2018-11-01,11,2018
carabanchel,204605,48068,252673.0,2018-11-01,11,2018
centro,103266,30195,133461.0,2018-11-01,11,2018
chamartin,132266,13665,145931.0,2018-11-01,11,2018
chamberi,124058,15505,139563.0,2018-11-01,11,2018
ciudad_lineal,186255,30186,216441.0,2018-11-01,11,2018
fuencarral,225753,20604,246357.0,2018-11-01,11,2018
hortaleza,169145,18740,187885.0,2018-11-01,11,2018
latina,201461,36567,238028.0,2018-11-01,11,2018
moncloa,107018,12332,119350.0,2018-11-01,11,2018
moratalaz,86091,8664,94755.0,2018-11-01,11,2018
puente_vallecas,193305,41177,234482.0,2018-11-01,11,2018
retiro,110550,9050,119600.0,2018-11-01,11,2018
salamanca,127281,19094,146375.0,2018-11-01,11,2018
san_blas,139166,19091,158257.0,2018-11-01,11,2018
tetuan,128087,29565,157652.0,2018-11-01,11,2018
usera,109012,30301,139313.0,2018-11-01,11,2018
vicalvaro,63260,8625,71885.0,2018-11-01,11,2018
villaverde,120047,28302,148349.0,2018-11-01,11,2018
villa_vallecas,96830,13258,110088.0,2018-11-01,11,2018
madrid,2810488,452622,3263110.0,2018-11-01,11,2018
arganzuela,138841,15363,154204.0,2018-12-01,12,2018
barajas,44432,4639,49071.0,2018-12-01,12,2018
carabanchel,204608,48825,253433.0,2018-12-01,12,2018
centro,103920,30822,134742.0,2018-12-01,12,2018
chamartin,132312,13866,146178.0,2018-12-01,12,2018
chamberi,124071,15849,139920.0,2018-12-01,12,2018
ciudad_lineal,186189,30627,216816.0,2018-12-01,12,2018
fuencarral,225786,20911,246697.0,2018-12-01,12,2018
hortaleza,169419,19107,188526.0,2018-12-01,12,2018
latina,201559,37067,238626.0,2018-12-01,12,2018
moncloa,107114,12576,119690.0,2018-12-01,12,2018
moratalaz,86045,8809,94854.0,2018-12-01,12,2018
puente_vallecas,193252,41855,235107.0,2018-12-01,12,2018
retiro,110489,9215,119704.0,2018-12-01,12,2018
salamanca,127213,19507,146720.0,2018-12-01,12,2018
san_blas,139148,19423,158571.0,2018-12-01,12,2018
tetuan,128239,30090,158329.0,2018-12-01,12,2018
usera,109043,30717,139760.0,2018-12-01,12,2018
vicalvaro,63357,8755,72112.0,2018-12-01,12,2018
villaverde,120157,28847,149004.0,2018-12-01,12,2018
villa_vallecas,96965,13493,110458.0,2018-12-01,12,2018
madrid,2812159,460363,3272522.0,2018-12-01,12,2018
arganzuela,138899,15365,154264.0,2019-01-01,1,2019
barajas,44433,4637,49070.0,2019-01-01,1,2019
carabanchel,204630,49167,253797.0,2019-01-01,1,2019
centro,104397,30917,135314.0,2019-01-01,1,2019
chamartin,132381,13850,146231.0,2019-01-01,1,2019
chamberi,124063,15851,139914.0,2019-01-01,1,2019
ciudad_lineal,186081,30780,216861.0,2019-01-01,1,2019
fuencarral,225683,20957,246640.0,2019-01-01,1,2019
hortaleza,169521,19173,188694.0,2019-01-01,1,2019
latina,201559,37342,238901.0,2019-01-01,1,2019
moncloa,107179,12610,119789.0,2019-01-01,1,2019
moratalaz,85945,8873,94818.0,2019-01-01,1,2019
puente_vallecas,193240,42178,235418.0,2019-01-01,1,2019
retiro,110408,9279,119687.0,2019-01-01,1,2019
salamanca,127151,19427,146578.0,2019-01-01,1,2019
san_blas,139096,19506,158602.0,2019-01-01,1,2019
tetuan,128342,30152,158494.0,2019-01-01,1,2019
usera,109025,30884,139909.0,2019-01-01,1,2019
vicalvaro,63522,8772,72294.0,2019-01-01,1,2019
villaverde,120159,29118,149277.0,2019-01-01,1,2019
villa_vallecas,97052,13591,110643.0,2019-01-01,1,2019
madrid,2812766,462429,3275195.0,2019-01-01,1,2019
arganzuela,139052,15324,154376.0,2019-02-01,2,2019
barajas,44506,4661,49167.0,2019-02-01,2,2019
carabanchel,204557,49316,253873.0,2019-02-01,2,2019
centro,104917,30901,135818.0,2019-02-01,2,2019
chamartin,132411,13906,146317.0,2019-02-01,2,2019
chamberi,124038,15759,139797.0,2019-02-01,2,2019
ciudad_lineal,186077,30983,217060.0,2019-02-01,2,2019
fuencarral,225821,21001,246822.0,2019-02-01,2,2019
hortaleza,169739,19329,189068.0,2019-02-01,2,2019
latina,201322,37384,238706.0,2019-02-01,2,2019
moncloa,107273,12503,119776.0,2019-02-01,2,2019
moratalaz,85921,8979,94900.0,2019-02-01,2,2019
puente_vallecas,193225,42420,235645.0,2019-02-01,2,2019
retiro,110461,9292,119753.0,2019-02-01,2,2019
salamanca,127154,19329,146483.0,2019-02-01,2,2019
san_blas,139026,19611,158637.0,2019-02-01,2,2019
tetuan,128193,30174,158367.0,2019-02-01,2,2019
usera,108855,30954,139809.0,2019-02-01,2,2019
vicalvaro,63721,8867,72588.0,2019-02-01,2,2019
villaverde,120193,29285,149478.0,2019-02-01,2,2019
villa_vallecas,97211,13739,110950.0,2019-02-01,2,2019
madrid,2813673,463717,3277390.0,2019-02-01,2,2019
arganzuela,139055,15343,154398.0,2019-03-01,3,2019
barajas,44498,4661,49159.0,2019-03-01,3,2019
carabanchel,204389,49664,254053.0,2019-03-01,3,2019
centro,105285,31085,136370.0,2019-03-01,3,2019
chamartin,132408,13958,146366.0,2019-03-01,3,2019
chamberi,123943,15777,139720.0,2019-03-01,3,2019
ciudad_lineal,185983,31074,217057.0,2019-03-01,3,2019
fuencarral,225746,21075,246821.0,2019-03-01,3,2019
hortaleza,169777,19409,189186.0,2019-03-01,3,2019
latina,201295,37532,238827.0,2019-03-01,3,2019
moncloa,107306,12462,119768.0,2019-03-01,3,2019
moratalaz,85912,9077,94989.0,2019-03-01,3,2019
puente_vallecas,193190,42815,236005.0,2019-03-01,3,2019
retiro,110481,9314,119795.0,2019-03-01,3,2019
salamanca,127076,19425,146501.0,2019-03-01,3,2019
san_blas,138891,19691,158582.0,2019-03-01,3,2019
tetuan,128065,30208,158273.0,2019-03-01,3,2019
usera,108794,31119,139913.0,2019-03-01,3,2019
vicalvaro,63725,8947,72672.0,2019-03-01,3,2019
villaverde,120298,29487,149785.0,2019-03-01,3,2019
villa_vallecas,97307,13841,111148.0,2019-03-01,3,2019
madrid,2813424,465964,3279388.0,2019-03-01,3,2019
arganzuela,139029,15395,154424.0,2019-04-01,4,2019
barajas,44578,4695,49273.0,2019-04-01,4,2019
carabanchel,204429,50046,254475.0,2019-04-01,4,2019
centro,105569,31120,136689.0,2019-04-01,4,2019
chamartin,132530,14015,146545.0,2019-04-01,4,2019
chamberi,123985,15814,139799.0,2019-04-01,4,2019
ciudad_lineal,185942,31207,217149.0,2019-04-01,4,2019
fuencarral,225794,21211,247005.0,2019-04-01,4,2019
hortaleza,170047,19545,189592.0,2019-04-01,4,2019
latina,201210,37749,238959.0,2019-04-01,4,2019
moncloa,107339,12530,119869.0,2019-04-01,4,2019
moratalaz,85857,9156,95013.0,2019-04-01,4,2019
puente_vallecas,193258,43066,236324.0,2019-04-01,4,2019
retiro,110475,9384,119859.0,2019-04-01,4,2019
salamanca,127051,19534,146585.0,2019-04-01,4,2019
san_blas,138860,19781,158641.0,2019-04-01,4,2019
tetuan,128170,30318,158488.0,2019-04-01,4,2019
usera,108835,31341,140176.0,2019-04-01,4,2019
vicalvaro,63786,9053,72839.0,2019-04-01,4,2019
villaverde,120326,29715,150041.0,2019-04-01,4,2019
villa_vallecas,97441,13925,111366.0,2019-04-01,4,2019
madrid,2814511,468600,3283111.0,2019-04-01,4,2019
arganzuela,139099,15496,154595.0,2019-05-01,5,2019
barajas,44646,4747,49393.0,2019-05-01,5,2019
carabanchel,204612,50614,255226.0,2019-05-01,5,2019
centro,105755,31381,137136.0,2019-05-01,5,2019
chamartin,132675,14086,146761.0,2019-05-01,5,2019
chamberi,123964,15897,139861.0,2019-05-01,5,2019
ciudad_lineal,186058,31584,217642.0,2019-05-01,5,2019
fuencarral,226031,21382,247413.0,2019-05-01,5,2019
hortaleza,170378,19752,190130.0,2019-05-01,5,2019
latina,201428,38150,239578.0,2019-05-01,5,2019
moncloa,107379,12646,120025.0,2019-05-01,5,2019
moratalaz,85901,9276,95177.0,2019-05-01,5,2019
puente_vallecas,193371,43646,237017.0,2019-05-01,5,2019
retiro,110486,9440,119926.0,2019-05-01,5,2019
salamanca,127019,19648,146667.0,2019-05-01,5,2019
san_blas,138965,19994,158959.0,2019-05-01,5,2019
tetuan,128338,30618,158956.0,2019-05-01,5,2019
usera,108910,31800,140710.0,2019-05-01,5,2019
vicalvaro,63860,9104,72964.0,2019-05-01,5,2019
villaverde,120502,30061,150563.0,2019-05-01,5,2019
villa_vallecas,97620,14029,111649.0,2019-05-01,5,2019
madrid,2816997,473351,3290348.0,2019-05-01,5,2019
arganzuela,139246,15601,154847.0,2019-06-01,6,2019
barajas,44720,4806,49526.0,2019-06-01,6,2019
carabanchel,204976,51230,256206.0,2019-06-01,6,2019
centro,106122,31738,137860.0,2019-06-01,6,2019
chamartin,132821,14240,147061.0,2019-06-01,6,2019
chamberi,123983,15988,139971.0,2019-06-01,6,2019
ciudad_lineal,186257,31855,218112.0,2019-06-01,6,2019
fuencarral,226399,21565,247964.0,2019-06-01,6,2019
hortaleza,170773,19894,190667.0,2019-06-01,6,2019
latina,201543,38703,240246.0,2019-06-01,6,2019
moncloa,107454,12780,120234.0,2019-06-01,6,2019
moratalaz,85942,9346,95288.0,2019-06-01,6,2019
puente_vallecas,193592,44174,237766.0,2019-06-01,6,2019
retiro,110563,9535,120098.0,2019-06-01,6,2019
salamanca,127018,19811,146829.0,2019-06-01,6,2019
san_blas,139158,20290,159448.0,2019-06-01,6,2019
tetuan,128483,30784,159267.0,2019-06-01,6,2019
usera,108994,32157,141151.0,2019-06-01,6,2019
vicalvaro,63924,9167,73091.0,2019-06-01,6,2019
villaverde,120813,30466,151279.0,2019-06-01,6,2019
villa_vallecas,97866,14238,112104.0,2019-06-01,6,2019
madrid,2820647,478368,3299015.0,2019-06-01,6,2019
arganzuela,139418,15734,155152.0,2019-07-01,7,2019
barajas,44803,4844,49647.0,2019-07-01,7,2019
carabanchel,205276,51841,257117.0,2019-07-01,7,2019
centro,106532,32020,138552.0,2019-07-01,7,2019
chamartin,132918,14324,147242.0,2019-07-01,7,2019
chamberi,124115,16017,140132.0,2019-07-01,7,2019
ciudad_lineal,186490,32232,218722.0,2019-07-01,7,2019
fuencarral,226779,21805,248584.0,2019-07-01,7,2019
hortaleza,171237,20094,191331.0,2019-07-01,7,2019
latina,201692,39122,240814.0,2019-07-01,7,2019
moncloa,107667,12881,120548.0,2019-07-01,7,2019
moratalaz,86033,9504,95537.0,2019-07-01,7,2019
puente_vallecas,193789,44783,238572.0,2019-07-01,7,2019
retiro,110562,9595,120157.0,2019-07-01,7,2019
salamanca,127121,19895,147016.0,2019-07-01,7,2019
san_blas,139399,20561,159960.0,2019-07-01,7,2019
tetuan,128770,31082,159852.0,2019-07-01,7,2019
usera,109136,32510,141646.0,2019-07-01,7,2019
