distrito,nacionales,extranjeros,total,date,month,year
centro,104794,36207,141001.0,2021-06-01,6,2021
chamartin,130597,14584,145181.0,2021-06-01,6,2021
chamberi,120896,16726,137622.0,2021-06-01,6,2021
ciudad_lineal,182603,33012,215615.0,2021-06-01,6,2021
fuencarral,225461,21705,247166.0,2021-06-01,6,2021
hortaleza,172071,21242,193313.0,2021-06-01,6,2021
latina,197519,41152,238671.0,2021-06-01,6,2021
moncloa,107319,13424,120743.0,2021-06-01,6,2021
moratalaz,83627,9676,93303.0,2021-06-01,6,2021
puente_vallecas,189820,47442,237262.0,2021-06-01,6,2021
retiro,108003,10033,118036.0,2021-06-01,6,2021
salamanca,123848,21393,145241.0,2021-06-01,6,2021
san_blas,137624,22421,160045.0,2021-06-01,6,2021
tetuan,126796,31535,158331.0,2021-06-01,6,2021
usera,107696,33842,141538.0,2021-06-01,6,2021
vicalvaro,66829,10057,76886.0,2021-06-01,6,2021
villaverde,121351,32912,154263.0,2021-06-01,6,2021
villa_vallecas,98821,15797,114618.0,2021-06-01,6,2021
madrid,2790780,508637,3299417.0,2021-06-01,6,2021
arganzuela,137646,16205,153851.0,2021-07-01,7,2021
barajas,45198,4987,50185.0,2021-07-01,7,2021
carabanchel,202660,54690,257350.0,2021-07-01,7,2021
centro,104804,36519,141323.0,2021-07-01,7,2021
chamartin,130623,14628,145251.0,2021-07-01,7,2021
chamberi,120855,16866,137721.0,2021-07-01,7,2021
ciudad_lineal,182650,33140,215790.0,2021-07-01,7,2021
fuencarral,225669,21786,247455.0,2021-07-01,7,2021
hortaleza,172352,21343,193695.0,2021-07-01,7,2021
latina,197678,41271,238949.0,2021-07-01,7,2021
moncloa,107509,13523,121032.0,2021-07-01,7,2021
moratalaz,83499,9733,93232.0,2021-07-01,7,2021
puente_vallecas,189975,47465,237440.0,2021-07-01,7,2021
retiro,108100,10183,118283.0,2021-07-01,7,2021
salamanca,124069,21642,145711.0,2021-07-01,7,2021
san_blas,137542,22490,160032.0,2021-07-01,7,2021
tetuan,126882,31692,158574.0,2021-07-01,7,2021
usera,107709,33980,141689.0,2021-07-01,7,2021
vicalvaro,67323,10103,77426.0,2021-07-01,7,2021
villaverde,121489,33026,154515.0,2021-07-01,7,2021
villa_vallecas,98972,15867,114839.0,2021-07-01,7,2021
madrid,2793204,511139,3304343.0,2021-07-01,7,2021
arganzuela,137557,16240,153797.0,2021-08-01,8,2021
barajas,45183,4975,50158.0,2021-08-01,8,2021
carabanchel,202550,54620,257170.0,2021-08-01,8,2021
centro,104665,36805,141470.0,2021-08-01,8,2021
chamartin,130404,14645,145049.0,2021-08-01,8,2021
chamberi,120846,16947,137793.0,2021-08-01,8,2021
ciudad_lineal,182453,33104,215557.0,2021-08-01,8,2021
fuencarral,225530,21859,247389.0,2021-08-01,8,2021
hortaleza,172338,21404,193742.0,2021-08-01,8,2021
latina,197524,41345,238869.0,2021-08-01,8,2021
moncloa,107509,13549,121058.0,2021-08-01,8,2021
moratalaz,83346,9695,93041.0,2021-08-01,8,2021
puente_vallecas,189772,47458,237230.0,2021-08-01,8,2021
retiro,108025,10221,118246.0,2021-08-01,8,2021
salamanca,124025,21750,145775.0,2021-08-01,8,2021
san_blas,137359,22436,159795.0,2021-08-01,8,2021
tetuan,126862,31686,158548.0,2021-08-01,8,2021
usera,107701,33883,141584.0,2021-08-01,8,2021
vicalvaro,67569,10161,77730.0,2021-08-01,8,2021
villaverde,121474,32992,154466.0,2021-08-01,8,2021
villa_vallecas,98937,15961,114898.0,2021-08-01,8,2021
madrid,2791629,511736,3303365.0,2021-08-01,8,2021
arganzuela,137562,16324,153886.0,2021-09-01,9,2021
barajas,45268,4992,50260.0,2021-09-01,9,2021
carabanchel,202595,54774,257369.0,2021-09-01,9,2021
centro,104653,36962,141615.0,2021-09-01,9,2021
chamartin,130351,14662,145013.0,2021-09-01,9,2021
chamberi,120835,17056,137891.0,2021-09-01,9,2021
ciudad_lineal,182389,33183,215572.0,2021-09-01,9,2021
fuencarral,225380,21914,247294.0,2021-09-01,9,2021
hortaleza,172349,21560,193909.0,2021-09-01,9,2021
latina,197466,41391,238857.0,2021-09-01,9,2021
moncloa,107495,13579,121074.0,2021-09-01,9,2021
moratalaz,83295,9759,93054.0,2021-09-01,9,2021
puente_vallecas,189864,47580,237444.0,2021-09-01,9,2021
retiro,108045,10272,118317.0,2021-09-01,9,2021
salamanca,124034,21918,145952.0,2021-09-01,9,2021
san_blas,137355,22519,159874.0,2021-09-01,9,2021
tetuan,126822,31800,158622.0,2021-09-01,9,2021
usera,107726,33935,141661.0,2021-09-01,9,2021
vicalvaro,67861,10273,78134.0,2021-09-01,9,2021
villaverde,121477,33077,154554.0,2021-09-01,9,2021
villa_vallecas,99013,16074,115087.0,2021-09-01,9,2021
madrid,2791835,513604,3305439.0,2021-09-01,9,2021
arganzuela,137420,16272,153692.0,2021-10-01,10,2021
barajas,45292,4983,50275.0,2021-10-01,10,2021
carabanchel,202329,54677,257006.0,2021-10-01,10,2021
centro,104409,37103,141512.0,2021-10-01,10,2021
chamartin,130381,14697,145078.0,2021-10-01,10,2021
chamberi,120879,17207,138086.0,2021-10-01,10,2021
ciudad_lineal,182161,33123,215284.0,2021-10-01,10,2021
fuencarral,225352,21891,247243.0,2021-10-01,10,2021
hortaleza,172431,21686,194117.0,2021-10-01,10,2021
latina,197379,41267,238646.0,2021-10-01,10,2021
moncloa,107428,13645,121073.0,2021-10-01,10,2021
moratalaz,83149,9756,92905.0,2021-10-01,10,2021
puente_vallecas,189632,47528,237160.0,2021-10-01,10,2021
retiro,108042,10259,118301.0,2021-10-01,10,2021
salamanca,124022,22353,146375.0,2021-10-01,10,2021
san_blas,137117,22460,159577.0,2021-10-01,10,2021
tetuan,126843,31662,158505.0,2021-10-01,10,2021
usera,107775,33847,141622.0,2021-10-01,10,2021
vicalvaro,68112,10297,78409.0,2021-10-01,10,2021
villaverde,121500,33160,154660.0,2021-10-01,10,2021
villa_vallecas,99029,16146,115175.0,2021-10-01,10,2021
madrid,2790682,514019,3304701.0,2021-10-01,10,2021
arganzuela,137293,16432,153725.0,2021-11-01,11,2021
barajas,45226,5017,50243.0,2021-11-01,11,2021
carabanchel,201949,54932,256881.0,2021-11-01,11,2021
centro,104196,37763,141959.0,2021-11-01,11,2021
chamartin,130342,14933,145275.0,2021-11-01,11,2021
chamberi,120796,17560,138356.0,2021-11-01,11,2021
ciudad_lineal,181845,33270,215115.0,2021-11-01,11,2021
fuencarral,225232,22074,247306.0,2021-11-01,11,2021
hortaleza,172280,21883,194163.0,2021-11-01,11,2021
latina,196989,41575,238564.0,2021-11-01,11,2021
moncloa,107298,13780,121078.0,2021-11-01,11,2021
moratalaz,83007,9815,92822.0,2021-11-01,11,2021
puente_vallecas,189130,47664,236794.0,2021-11-01,11,2021
retiro,107955,10431,118386.0,2021-11-01,11,2021
salamanca,123859,22933,146792.0,2021-11-01,11,2021
san_blas,136979,22674,159653.0,2021-11-01,11,2021
tetuan,126629,31981,158610.0,2021-11-01,11,2021
usera,107599,33864,141463.0,2021-11-01,11,2021
vicalvaro,68373,10445,78818.0,2021-11-01,11,2021
villaverde,121298,33259,154557.0,2021-11-01,11,2021
villa_vallecas,98936,16285,115221.0,2021-11-01,11,2021
madrid,2787211,518570,3305781.0,2021-11-01,11,2021
arganzuela,137294,16688,153982.0,2021-12-01,12,2021
barajas,45249,5110,50359.0,2021-12-01,12,2021
carabanchel,201932,55700,257632.0,2021-12-01,12,2021
centro,104150,38286,142436.0,2021-12-01,12,2021
chamartin,130342,15135,145477.0,2021-12-01,12,2021
chamberi,120865,17918,138783.0,2021-12-01,12,2021
ciudad_lineal,181769,33772,215541.0,2021-12-01,12,2021
fuencarral,225388,22413,247801.0,2021-12-01,12,2021
hortaleza,172370,22198,194568.0,2021-12-01,12,2021
latina,196944,42041,238985.0,2021-12-01,12,2021
moncloa,107357,13955,121312.0,2021-12-01,12,2021
moratalaz,83000,9966,92966.0,2021-12-01,12,2021
puente_vallecas,189225,48287,237512.0,2021-12-01,12,2021
retiro,107972,10574,118546.0,2021-12-01,12,2021
salamanca,123848,23358,147206.0,2021-12-01,12,2021
san_blas,136966,23019,159985.0,2021-12-01,12,2021
tetuan,126640,32413,159053.0,2021-12-01,12,2021
usera,107731,34306,142037.0,2021-12-01,12,2021
vicalvaro,68769,10666,79435.0,2021-12-01,12,2021
villaverde,121382,33665,155047.0,2021-12-01,12,2021
villa_vallecas,98957,16516,115473.0,2021-12-01,12,2021
madrid,2788150,525986,3314136.0,2021-12-01,12,2021
arganzuela,136646,16381,153027.0,2022-01-01,1,2022
barajas,45144,5072,50216.0,2022-01-01,1,2022
carabanchel,201045,55238,256283.0,2022-01-01,1,2022
centro,102797,37386,140183.0,2022-01-01,1,2022
chamartin,129755,14915,144670.0,2022-01-01,1,2022
chamberi,120113,17616,137729.0,2022-01-01,1,2022
ciudad_lineal,181044,33569,214613.0,2022-01-01,1,2022
fuencarral,224624,22235,246859.0,2022-01-01,1,2022
hortaleza,171798,21999,193797.0,2022-01-01,1,2022
latina,196080,41700,237780.0,2022-01-01,1,2022
moncloa,107019,13727,120746.0,2022-01-01,1,2022
moratalaz,82720,9939,92659.0,2022-01-01,1,2022
puente_vallecas,188398,47938,236336.0,2022-01-01,1,2022
retiro,107540,10432,117972.0,2022-01-01,1,2022
salamanca,123138,22803,145941.0,2022-01-01,1,2022
san_blas,136432,22859,159291.0,2022-01-01,1,2022
tetuan,125829,32027,157856.0,2022-01-01,1,2022
usera,107345,33875,141220.0,2022-01-01,1,2022
vicalvaro,68823,10619,79442.0,2022-01-01,1,2022
villaverde,120868,33437,154305.0,2022-01-01,1,2022
villa_vallecas,98635,16473,115108.0,2022-01-01,1,2022
madrid,2775793,520240,3296033.0,2022-01-01,1,2022
arganzuela,136978,16455,153433.0,2022-02-01,2,2022
barajas,45140,5112,50252.0,2022-02-01,2,2022
carabanchel,201405,55809,257214.0,2022-02-01,2,2022
centro,102995,37539,140534.0,2022-02-01,2,2022
chamartin,130000,14940,144940.0,2022-02-01,2,2022
chamberi,120334,17595,137929.0,2022-02-01,2,2022
ciudad_lineal,181259,33893,215152.0,2022-02-01,2,2022
fuencarral,224857,22420,247277.0,2022-02-01,2,2022
hortaleza,172038,22170,194208.0,2022-02-01,2,2022
latina,196301,42016,238317.0,2022-02-01,2,2022
moncloa,107116,13661,120777.0,2022-02-01,2,2022
moratalaz,82770,9996,92766.0,2022-02-01,2,2022
puente_vallecas,188681,48381,237062.0,2022-02-01,2,2022
retiro,107671,10467,118138.0,2022-02-01,2,2022
salamanca,123345,22828,146173.0,2022-02-01,2,2022
san_blas,136520,23173,159693.0,2022-02-01,2,2022
tetuan,126085,32254,158339.0,2022-02-01,2,2022
usera,107494,34116,141610.0,2022-02-01,2,2022
vicalvaro,69071,10750,79821.0,2022-02-01,2,2022
villaverde,121060,33740,154800.0,2022-02-01,2,2022
villa_vallecas,98772,16707,115479.0,2022-02-01,2,2022
madrid,2779892,524022,3303914.0,2022-02-01,2,2022
arganzuela,136894,16495,153389.0,2022-03-01,3,2022
barajas,43652,4971,48623.0,2022-03-01,3,2022
carabanchel,201129,56224,257353.0,2022-03-01,3,2022
centro,102850,37509,140359.0,2022-03-01,3,2022
chamartin,129948,15029,144977.0,2022-03-01,3,2022
chamberi,120270,17644,137914.0,2022-03-01,3,2022
ciudad_lineal,181083,34231,215314.0,2022-03-01,3,2022
fuencarral,224782,22526,247308.0,2022-03-01,3,2022
hortaleza,173476,22518,195994.0,2022-03-01,3,2022
latina,196122,42409,238531.0,2022-03-01,3,2022
moncloa,107100,13613,120713.0,2022-03-01,3,2022
moratalaz,82670,10055,92725.0,2022-03-01,3,2022
puente_vallecas,188625,48835,237460.0,2022-03-01,3,2022
retiro,107596,10514,118110.0,2022-03-01,3,2022
salamanca,123125,22899,146024.0,2022-03-01,3,2022
san_blas,136460,23555,160015.0,2022-03-01,3,2022
tetuan,126002,32453,158455.0,2022-03-01,3,2022
usera,107382,34273,141655.0,2022-03-01,3,2022
vicalvaro,69374,10984,80358.0,2022-03-01,3,2022
villaverde,121089,34146,155235.0,2022-03-01,3,2022
villa_vallecas,98770,16890,115660.0,2022-03-01,3,2022
madrid,2778399,527773,3306172.0,2022-03-01,3,2022
arganzuela,136919,16599,153518.0,2022-04-01,4,2022
barajas,43642,5060,48702.0,2022-04-01,4,2022
carabanchel,201271,57587,258858.0,2022-04-01,4,2022
centro,102693,37802,140495.0,2022-04-01,4,2022
chamartin,129868,15160,145028.0,2022-04-01,4,2022
chamberi,120316,17918,138234.0,2022-04-01,4,2022
ciudad_lineal,181083,34990,216073.0,2022-04-01,4,2022
fuencarral,224924,23049,247973.0,2022-04-01,4,2022
hortaleza,173876,22975,196851.0,2022-04-01,4,2022
latina,196239,43372,239611.0,2022-04-01,4,2022
moncloa,107174,13818,120992.0,2022-04-01,4,2022
moratalaz,82628,10289,92917.0,2022-04-01,4,2022
puente_vallecas,188677,50061,238738.0,2022-04-01,4,2022
retiro,107662,10644,118306.0,2022-04-01,4,2022
salamanca,122918,23097,146015.0,2022-04-01,4,2022
san_blas,136507,24081,160588.0,2022-04-01,4,2022
tetuan,126137,32846,158983.0,2022-04-01,4,2022
usera,107463,34868,142331.0,2022-04-01,4,2022
vicalvaro,69722,11336,81058.0,2022-04-01,4,2022
villaverde,121213,35006,156219.0,2022-04-01,4,2022
villa_vallecas,98973,17226,116199.0,2022-04-01,4,2022
madrid,2779905,537784,3317689.0,2022-04-01,4,2022
arganzuela,136945,16794,153739.0,2022-05-01,5,2022
barajas,43723,5127,48850.0,2022-05-01,5,2022
carabanchel,201461,58556,260017.0,2022-05-01,5,2022
centro,102632,38046,140678.0,2022-05-01,5,2022
chamartin,129869,15341,145210.0,2022-05-01,5,2022
chamberi,120286,18091,138377.0,2022-05-01,5,2022
ciudad_lineal,181314,35494,216808.0,2022-05-01,5,2022
fuencarral,225188,23416,248604.0,2022-05-01,5,2022
hortaleza,174091,23171,197262.0,2022-05-01,5,2022
latina,196469,44014,240483.0,2022-05-01,5,2022
moncloa,107268,13950,121218.0,2022-05-01,5,2022
moratalaz,82636,10487,93123.0,2022-05-01,5,2022
puente_vallecas,188788,50807,239595.0,2022-05-01,5,2022
retiro,107663,10753,118416.0,2022-05-01,5,2022
salamanca,122940,23272,146212.0,2022-05-01,5,2022
san_blas,136513,24474,160987.0,2022-05-01,5,2022
tetuan,126251,33254,159505.0,2022-05-01,5,2022
usera,107522,35356,142878.0,2022-05-01,5,2022
vicalvaro,70067,11521,81588.0,2022-05-01,5,2022
villaverde,121335,35644,156979.0,2022-05-01,5,2022
villa_vallecas,99036,17440,116476.0,2022-05-01,5,2022
madrid,2781997,545008,3327005.0,2022-05-01,5,2022
arganzuela,137002,16935,153937.0,2022-06-01,6,2022
barajas,43708,5131,48839.0,2022-06-01,6,2022
carabanchel,201746,59571,261317.0,2022-06-01,6,2022
centro,102701,38300,141001.0,2022-06-01,6,2022
chamartin,129765,15420,145185.0,2022-06-01,6,2022
chamberi,120278,18236,138514.0,2022-06-01,6,2022
ciudad_lineal,181341,35954,217295.0,2022-06-01,6,2022
fuencarral,225213,23559,248772.0,2022-06-01,6,2022
hortaleza,174274,23519,197793.0,2022-06-01,6,2022
latina,196589,44640,241229.0,2022-06-01,6,2022
moncloa,107353,14069,121422.0,2022-06-01,6,2022
moratalaz,82619,10707,93326.0,2022-06-01,6,2022
puente_vallecas,188771,51572,240343.0,2022-06-01,6,2022
retiro,107639,10880,118519.0,2022-06-01,6,2022
salamanca,122868,23400,146268.0,2022-06-01,6,2022
san_blas,136602,24961,161563.0,2022-06-01,6,2022
tetuan,126335,33542,159877.0,2022-06-01,6,2022
usera,107562,35776,143338.0,2022-06-01,6,2022
vicalvaro,70253,11774,82027.0,2022-06-01,6,2022
villaverde,121477,36142,157619.0,2022-06-01,6,2022
villa_vallecas,99067,17640,116707.0,2022-06-01,6,2022
madrid,2783163,551728,3334891.0,2022-06-01,6,2022
arganzuela,137201,16872,154073.0,2022-07-01,7,2022
barajas,43770,5101,48871.0,2022-07-01,7,2022
carabanchel,201934,59820,261754.0,2022-07-01,7,2022
centro,102714,38139,140853.0,2022-07-01,7,2022
chamartin,129918,15380,145298.0,2022-07-01,7,2022
chamberi,120452,18204,138656.0,2022-07-01,7,2022
ciudad_lineal,182216,36043,218259.0,2022-07-01,7,2022
fuencarral,225433,23662,249095.0,2022-07-01,7,2022
hortaleza,174527,23709,198236.0,2022-07-01,7,2022
latina,196717,44784,241501.0,2022-07-01,7,2022
moncloa,107564,14016,121580.0,2022-07-01,7,2022
moratalaz,82646,10703,93349.0,2022-07-01,7,2022
puente_vallecas,188884,51775,240659.0,2022-07-01,7,2022
retiro,107707,10843,118550.0,2022-07-01,7,2022
salamanca,122831,23277,146108.0,2022-07-01,7,2022
san_blas,136658,25144,161802.0,2022-07-01,7,2022
tetuan,126504,33605,160109.0,2022-07-01,7,2022
usera,107573,35933,143506.0,2022-07-01,7,2022
vicalvaro,70570,11768,82338.0,2022-07-01,7,2022
villaverde,121628,36184,157812.0,2022-07-01,7,2022
villa_vallecas,99209,17677,116886.0,2022-07-01,7,2022
madrid,2786656,552639,3339295.0,2022-07-01,7,2022
arganzuela,137198,17002,154200.0,2022-08-01,8,2022
barajas,43725,5121,48846.0,2022-08-01,8,2022
carabanchel,201999,60497,262496.0,2022-08-01,8,2022
centro,102712,38431,141143.0,2022-08-01,8,2022
chamartin,129881,15502,145383.0,2022-08-01,8,2022
chamberi,120394,18364,138758.0,2022-08-01,8,2022
ciudad_lineal,182331,36517,218848.0,2022-08-01,8,2022
fuencarral,225503,23884,249387.0,2022-08-01,8,2022
hortaleza,174636,23929,198565.0,2022-08-01,8,2022
latina,196765,45104,241869.0,2022-08-01,8,2022
moncloa,107669,14200,121869.0,2022-08-01,8,2022
moratalaz,82589,10805,93394.0,2022-08-01,8,2022
puente_vallecas,188936,52372,241308.0,2022-08-01,8,2022
retiro,107612,10933,118545.0,2022-08-01,8,2022
salamanca,122777,23447,146224.0,2022-08-01,8,2022
san_blas,136590,25367,161957.0,2022-08-01,8,2022
tetuan,126573,33876,160449.0,2022-08-01,8,2022
usera,107589,36106,143695.0,2022-08-01,8,2022
vicalvaro,70750,11827,82577.0,2022-08-01,8,2022
villaverde,121803,36555,158358.0,2022-08-01,8,2022
villa_vallecas,99316,17824,117140.0,2022-08-01,8,2022
madrid,2787348,557663,3345011.0,2022-08-01,8,2022
arganzuela,136794,16931,153725.0,2022-09-01,9,2022
barajas,43631,5103,48734.0,2022-09-01,9,2022
carabanchel,201365,60672,262037.0,2022-09-01,9,2022
centro,101994,38030,140024.0,2022-09-01,9,2022
chamartin,129404,15398,144802.0,2022-09-01,9,2022
chamberi,119870,18325,138195.0,2022-09-01,9,2022
ciudad_lineal,181901,36665,218566.0,2022-09-01,9,2022
fuencarral,225005,23868,248873.0,2022-09-01,9,2022
hortaleza,174375,23975,198350.0,2022-09-01,9,2022
latina,196195,45272,241467.0,2022-09-01,9,2022
moncloa,107463,14163,121626.0,2022-09-01,9,2022
moratalaz,82405,10889,93294.0,2022-09-01,9,2022
puente_vallecas,188507,52595,241102.0,2022-09-01,9,2022
retiro,107360,10903,118263.0,2022-09-01,9,2022
salamanca,122229,23269,145498.0,2022-09-01,9,2022
san_blas,136169,25544,161713.0,2022-09-01,9,2022
tetuan,126013,33914,159927.0,2022-09-01,9,2022
usera,107255,36159,143414.0,2022-09-01,9,2022
vicalvaro,70855,11815,82670.0,2022-09-01,9,2022
villaverde,121523,36730,158253.0,2022-09-01,9,2022
villa_vallecas,99119,17910,117029.0,2022-09-01,9,2022
madrid,2779437,558130,3337567.0,2022-09-01,9,2022
arganzuela,137072,17046,154118.0,2022-10-01,10,2022
barajas,43679,5129,48808.0,2022-10-01,10,2022
carabanchel,201742,61228,262970.0,2022-10-01,10,2022
centro,102320,38403,140723.0,2022-10-01,10,2022
chamartin,129709,15659,145368.0,2022-10-01,10,2022
chamberi,120143,18738,138881.0,2022-10-01,10,2022
ciudad_lineal,182324,37060,219384.0,2022-10-01,10,2022
fuencarral,225184,24104,249288.0,2022-10-01,10,2022
hortaleza,174609,24317,198926.0,2022-10-01,10,2022
latina,196379,45599,241978.0,2022-10-01,10,2022
moncloa,107666,14431,122097.0,2022-10-01,10,2022
moratalaz,82387,11012,93399.0,2022-10-01,10,2022
puente_vallecas,188677,53186,241863.0,2022-10-01,10,2022
retiro,107394,11050,118444.0,2022-10-01,10,2022
salamanca,122523,23924,146447.0,2022-10-01,10,2022
san_blas,136263,25739,162002.0,2022-10-01,10,2022
tetuan,126470,34256,160726.0,2022-10-01,10,2022
usera,107333,36302,143635.0,2022-10-01,10,2022
vicalvaro,71165,11864,83029.0,2022-10-01,10,2022
villaverde,121768,37102,158870.0,2022-10-01,10,2022
villa_vallecas,99322,18093,117415.0,2022-10-01,10,2022
madrid,2784134,564242,3348376.0,2022-10-01,10,2022
arganzuela,137143,17228,154371.0,2022-11-01,11,2022
barajas,43719,5161,48880.0,2022-11-01,11,2022
carabanchel,201767,61772,263539.0,2022-11-01,11,2022
centro,102401,39004,141405.0,2022-11-01,11,2022
chamartin,129773,15857,145630.0,2022-11-01,11,2022
chamberi,120283,19091,139374.0,2022-11-01,11,2022
ciudad_lineal,182377,37469,219846.0,2022-11-01,11,2022
fuencarral,225221,24380,249601.0,2022-11-01,11,2022
hortaleza,174631,24510,199141.0,2022-11-01,11,2022
latina,196330,45952,242282.0,2022-11-01,11,2022
moncloa,107723,14637,122360.0,2022-11-01,11,2022
moratalaz,82290,11156,93446.0,2022-11-01,11,2022
puente_vallecas,188791,53740,242531.0,2022-11-01,11,2022
retiro,107352,11287,118639.0,2022-11-01,11,2022
salamanca,122602,24453,147055.0,2022-11-01,11,2022
san_blas,136249,25892,162141.0,2022-11-01,11,2022
tetuan,126649,34514,161163.0,2022-11-01,11,2022
usera,107271,36532,143803.0,2022-11-01,11,2022
vicalvaro,71407,11984,83391.0,2022-11-01,11,2022
villaverde,121898,37400,159298.0,2022-11-01,11,2022
villa_vallecas,99381,18293,117674.0,2022-11-01,11,2022
madrid,2785263,570312,3355575.0,2022-11-01,11,2022
arganzuela,136621,17111,153732.0,2022-12-01,12,2022
barajas,43591,5137,48728.0,2022-12-01,12,2022
carabanchel,201028,61320,262348.0,2022-12-01,12,2022
centro,101458,38466,139924.0,2022-12-01,12,2022
chamartin,129218,15812,145030.0,2022-12-01,12,2022
chamberi,119669,18989,138658.0,2022-12-01,12,2022
ciudad_lineal,182564,37399,219963.0,2022-12-01,12,2022
fuencarral,224519,24234,248753.0,2022-12-01,12,2022
hortaleza,174129,24348,198477.0,2022-12-01,12,2022
latina,196054,45684,241738.0,2022-12-01,12,2022
moncloa,107450,14574,122024.0,2022-12-01,12,2022
moratalaz,81980,11089,93069.0,2022-12-01,12,2022
puente_vallecas,187900,53336,241236.0,2022-12-01,12,2022
retiro,106946,11240,118186.0,2022-12-01,12,2022
salamanca,121843,24190,146033.0,2022-12-01,12,2022
san_blas,135626,25737,161363.0,2022-12-01,12,2022
tetuan,125989,34177,160166.0,2022-12-01,12,2022
usera,106703,36096,142799.0,2022-12-01,12,2022
vicalvaro,71508,11990,83498.0,2022-12-01,12,2022
villaverde,121514,37399,158913.0,2022-12-01,12,2022
villa_vallecas,99127,18265,117392.0,2022-12-01,12,2022
madrid,2775442,566593,3342035.0,2022-12-01,12,2022
