,distrito,Nacionales,Extranjeros,nacionales,extranjeros,total,mes
20,villa_vallecas,96308.0,12590.0,96308,12590,108898.0,01/05/18
21,madrid,2811189.0,435026.0,2811189,435026,3246215.0,01/05/18
0,arganzuela          ,138670.0,14755.0,138670,14755,153425.0,01/06/18
1,barajas             ,44106.0,4440.0,44106,4440,48546.0,01/06/18
2,carabanchel         ,204413.0,46139.0,204413,46139,250552.0,01/06/18
3,centro              ,102953.0,29237.0,102953,29237,132190.0,01/06/18
4,chamartin           ,132260.0,13310.0,132260,13310,145570.0,01/06/18
5,chamberi            ,123986.0,14895.0,123986,14895,138881.0,01/06/18
6,ciudad_lineal,186524.0,29335.0,186524,29335,215859.0,01/06/18
7,fuencarral,224944.0,19939.0,224944,19939,244883.0,01/06/18
8,hortaleza           ,168328.0,17703.0,168328,17703,186031.0,01/06/18
9,latina              ,201860.0,35347.0,201860,35347,237207.0,01/06/18
10,moncloa,106772.0,11833.0,106772,11833,118605.0,01/06/18
11,moratalaz           ,86444.0,8365.0,86444,8365,94809.0,01/06/18
12,puente_vallecas,193496.0,39330.0,193496,39330,232826.0,01/06/18
13,retiro              ,110676.0,8657.0,110676,8657,119333.0,01/06/18
14,salamanca           ,127276.0,18194.0,127276,18194,145470.0,01/06/18
15,san:blas,139365.0,18235.0,139365,18235,157600.0,01/06/18
16,tetuan              ,128062.0,28672.0,128062,28672,156734.0,01/06/18
17,usera               ,109002.0,29364.0,109002,29364,138366.0,01/06/18
18,vicalvaro           ,63141.0,8346.0,63141,8346,71487.0,01/06/18
19,villaverde          ,119994.0,27474.0,119994,27474,147468.0,01/06/18
20,villa_vallecas,96298.0,12738.0,96298,12738,109036.0,01/06/18
21,madrid,2808570.0,436308.0,2808570,436308,3244878.0,01/06/18
0,arganzuela          ,138635.0,14780.0,138635,14780,153415.0,01/07/18
1,barajas             ,44075.0,4422.0,44075,4422,48497.0,01/07/18
2,carabanchel         ,204355.0,46316.0,204355,46316,250671.0,01/07/18
3,centro              ,102764.0,29120.0,102764,29120,131884.0,01/07/18
4,chamartin           ,132149.0,13281.0,132149,13281,145430.0,01/07/18
5,chamberi            ,123880.0,14833.0,123880,14833,138713.0,01/07/18
6,ciudad_lineal,186359.0,29325.0,186359,29325,215684.0,01/07/18
7,fuencarral,225029.0,19964.0,225029,19964,244993.0,01/07/18
8,hortaleza           ,168347.0,17749.0,168347,17749,186096.0,01/07/18
9,latina              ,201669.0,35414.0,201669,35414,237083.0,01/07/18
10,moncloa,106862.0,11830.0,106862,11830,118692.0,01/07/18
11,moratalaz           ,86334.0,8352.0,86334,8352,94686.0,01/07/18
12,puente_vallecas,193438.0,39466.0,193438,39466,232904.0,01/07/18
13,retiro              ,110605.0,8656.0,110605,8656,119261.0,01/07/18
14,salamanca           ,127225.0,18079.0,127225,18079,145304.0,01/07/18
15,san:blas,139253.0,18288.0,139253,18288,157541.0,01/07/18
16,tetuan              ,127973.0,28730.0,127973,28730,156703.0,01/07/18
17,usera               ,109010.0,29494.0,109010,29494,138504.0,01/07/18
18,vicalvaro           ,63118.0,8299.0,63118,8299,71417.0,01/07/18
19,villaverde          ,120020.0,27546.0,120020,27546,147566.0,01/07/18
20,villa_vallecas,96387.0,12772.0,96387,12772,109159.0,01/07/18
21,madrid,2807487.0,436716.0,2807487,436716,3244203.0,01/07/18
0,arganzuela          ,138687.0,14831.0,138687,14831,153518.0,01/08/18
1,barajas             ,44178.0,4433.0,44178,4433,48611.0,01/08/18
2,carabanchel         ,204416.0,46671.0,204416,46671,251087.0,01/08/18
3,centro              ,102730.0,29234.0,102730,29234,131964.0,01/08/18
4,chamartin           ,132216.0,13348.0,132216,13348,145564.0,01/08/18
5,chamberi            ,123955.0,14882.0,123955,14882,138837.0,01/08/18
6,ciudad_lineal,186424.0,29485.0,186424,29485,215909.0,01/08/18
7,fuencarral,225341.0,20164.0,225341,20164,245505.0,01/08/18
8,hortaleza           ,168594.0,17863.0,168594,17863,186457.0,01/08/18
9,latina              ,201670.0,35672.0,201670,35672,237342.0,01/08/18
10,moncloa,106889.0,11872.0,106889,11872,118761.0,01/08/18
11,moratalaz           ,86294.0,8396.0,86294,8396,94690.0,01/08/18
12,puente_vallecas,193528.0,39852.0,193528,39852,233380.0,01/08/18
13,retiro              ,110530.0,8683.0,110530,8683,119213.0,01/08/18
14,salamanca           ,127277.0,18151.0,127277,18151,145428.0,01/08/18
15,san:blas,139318.0,18487.0,139318,18487,157805.0,01/08/18
16,tetuan              ,128086.0,28883.0,128086,28883,156969.0,01/08/18
17,usera               ,108993.0,29642.0,108993,29642,138635.0,01/08/18
18,vicalvaro           ,63111.0,8337.0,63111,8337,71448.0,01/08/18
19,villaverde          ,120028.0,27770.0,120028,27770,147798.0,01/08/18
20,villa_vallecas,96481.0,12904.0,96481,12904,109385.0,01/08/18
21,madrid,2808746.0,439560.0,2808746,439560,3248306.0,01/08/18
0,arganzuela          ,138629.0,14932.0,138629,14932,153561.0,01/09/18
1,barajas             ,44213.0,4486.0,44213,4486,48699.0,01/09/18
2,carabanchel         ,204572.0,47176.0,204572,47176,251748.0,01/09/18
3,centro              ,102831.0,29413.0,102831,29413,132244.0,01/09/18
4,chamartin           ,132194.0,13421.0,132194,13421,145615.0,01/09/18
5,chamberi            ,123986.0,14936.0,123986,14936,138922.0,01/09/18
6,ciudad_lineal,186430.0,29775.0,186430,29775,216205.0,01/09/18
7,fuencarral,225439.0,20266.0,225439,20266,245705.0,01/09/18
8,hortaleza           ,168773.0,18155.0,168773,18155,186928.0,01/09/18
9,latina              ,201621.0,36009.0,201621,36009,237630.0,01/09/18
10,moncloa,106806.0,11942.0,106806,11942,118748.0,01/09/18
11,moratalaz           ,86243.0,8455.0,86243,8455,94698.0,01/09/18
12,puente_vallecas,193580.0,40217.0,193580,40217,233797.0,01/09/18
13,retiro              ,110509.0,8778.0,110509,8778,119287.0,01/09/18
14,salamanca           ,127309.0,18321.0,127309,18321,145630.0,01/09/18
15,san:blas,139264.0,18707.0,139264,18707,157971.0,01/09/18
16,tetuan              ,128133.0,29053.0,128133,29053,157186.0,01/09/18
17,usera               ,108991.0,29899.0,108991,29899,138890.0,01/09/18
18,vicalvaro           ,63205.0,8468.0,63205,8468,71673.0,01/09/18
19,villaverde          ,120068.0,28003.0,120068,28003,148071.0,01/09/18
20,villa_vallecas,96661.0,13049.0,96661,13049,109710.0,01/09/18
21,madrid,2809457.0,443461.0,2809457,443461,3252918.0,01/09/18
0,arganzuela          ,138715.0,14928.0,138715,14928,153643.0,01/10/18
1,barajas             ,44297.0,4499.0,44297,4499,48796.0,01/10/18
2,carabanchel         ,204817.0,47399.0,204817,47399,252216.0,01/10/18
3,centro              ,102948.0,29553.0,102948,29553,132501.0,01/10/18
4,chamartin           ,132288.0,13474.0,132288,13474,145762.0,01/10/18
5,chamberi            ,124105.0,15147.0,124105,15147,139252.0,01/10/18
6,ciudad_lineal,186342.0,29857.0,186342,29857,216199.0,01/10/18
7,fuencarral,225719.0,20345.0,225719,20345,246064.0,01/10/18
8,hortaleza           ,169035.0,18376.0,169035,18376,187411.0,01/10/18
9,latina              ,201603.0,36152.0,201603,36152,237755.0,01/10/18
10,moncloa,106886.0,12051.0,106886,12051,118937.0,01/10/18
11,moratalaz           ,86202.0,8465.0,86202,8465,94667.0,01/10/18
12,puente_vallecas,193625.0,40619.0,193625,40619,234244.0,01/10/18
13,retiro              ,110594.0,8879.0,110594,8879,119473.0,01/10/18
14,salamanca           ,127342.0,18551.0,127342,18551,145893.0,01/10/18
15,san:blas,139288.0,18864.0,139288,18864,158152.0,01/10/18
16,tetuan              ,128182.0,29136.0,128182,29136,157318.0,01/10/18
17,usera               ,109041.0,29972.0,109041,29972,139013.0,01/10/18
18,vicalvaro           ,63254.0,8487.0,63254,8487,71741.0,01/10/18
19,villaverde          ,120192.0,28108.0,120192,28108,148300.0,01/10/18
20,villa_vallecas,96807.0,13128.0,96807,13128,109935.0,01/10/18
21,madrid,2811282.0,445990.0,2811282,445990,3257272.0,01/10/18
0,arganzuela          ,138681.0,15099.0,138681,15099,153780.0,01/11/18
1,barajas             ,44351.0,4534.0,44351,4534,48885.0,01/11/18
2,carabanchel         ,204605.0,48068.0,204605,48068,252673.0,01/11/18
3,centro              ,103266.0,30195.0,103266,30195,133461.0,01/11/18
4,chamartin           ,132266.0,13665.0,132266,13665,145931.0,01/11/18
5,chamberi            ,124058.0,15505.0,124058,15505,139563.0,01/11/18
6,ciudad_lineal,186255.0,30186.0,186255,30186,216441.0,01/11/18
7,fuencarral,225753.0,20604.0,225753,20604,246357.0,01/11/18
8,hortaleza           ,169145.0,18740.0,169145,18740,187885.0,01/11/18
9,latina              ,201461.0,36567.0,201461,36567,238028.0,01/11/18
10,moncloa,107018.0,12332.0,107018,12332,119350.0,01/11/18
11,moratalaz           ,86091.0,8664.0,86091,8664,94755.0,01/11/18
12,puente_vallecas,193305.0,41177.0,193305,41177,234482.0,01/11/18
13,retiro              ,110550.0,9050.0,110550,9050,119600.0,01/11/18
14,salamanca           ,127281.0,19094.0,127281,19094,146375.0,01/11/18
15,san:blas,139166.0,19091.0,139166,19091,158257.0,01/11/18
16,tetuan              ,128087.0,29565.0,128087,29565,157652.0,01/11/18
17,usera               ,109012.0,30301.0,109012,30301,139313.0,01/11/18
18,vicalvaro           ,63260.0,8625.0,63260,8625,71885.0,01/11/18
19,villaverde          ,120047.0,28302.0,120047,28302,148349.0,01/11/18
20,villa_vallecas,96830.0,13258.0,96830,13258,110088.0,01/11/18
21,madrid,2810488.0,452622.0,2810488,452622,3263110.0,01/11/18
0,arganzuela          ,138841.0,15363.0,138841,15363,154204.0,01/12/18
1,barajas             ,44432.0,4639.0,44432,4639,49071.0,01/12/18
2,carabanchel         ,204608.0,48825.0,204608,48825,253433.0,01/12/18
3,centro              ,103920.0,30822.0,103920,30822,134742.0,01/12/18
4,chamartin           ,132312.0,13866.0,132312,13866,146178.0,01/12/18
5,chamberi            ,124071.0,15849.0,124071,15849,139920.0,01/12/18
6,ciudad_lineal,186189.0,30627.0,186189,30627,216816.0,01/12/18
7,fuencarral,225786.0,20911.0,225786,20911,246697.0,01/12/18
8,hortaleza           ,169419.0,19107.0,169419,19107,188526.0,01/12/18
9,latina              ,201559.0,37067.0,201559,37067,238626.0,01/12/18
10,moncloa,107114.0,12576.0,107114,12576,119690.0,01/12/18
11,moratalaz           ,86045.0,8809.0,86045,8809,94854.0,01/12/18
12,puente_vallecas,193252.0,41855.0,193252,41855,235107.0,01/12/18
13,retiro              ,110489.0,9215.0,110489,9215,119704.0,01/12/18
14,salamanca           ,127213.0,19507.0,127213,19507,146720.0,01/12/18
15,san:blas,139148.0,19423.0,139148,19423,158571.0,01/12/18
16,tetuan              ,128239.0,30090.0,128239,30090,158329.0,01/12/18
17,usera               ,109043.0,30717.0,109043,30717,139760.0,01/12/18
18,vicalvaro           ,63357.0,8755.0,63357,8755,72112.0,01/12/18
19,villaverde          ,120157.0,28847.0,120157,28847,149004.0,01/12/18
20,villa_vallecas,96965.0,13493.0,96965,13493,110458.0,01/12/18
21,madrid,2812159.0,460363.0,2812159,460363,3272522.0,01/12/18
0,arganzuela          ,138899.0,15365.0,138899,15365,154264.0,01/01/19
1,barajas             ,44433.0,4637.0,44433,4637,49070.0,01/01/19
2,carabanchel         ,204630.0,49167.0,204630,49167,253797.0,01/01/19
3,centro              ,104397.0,30917.0,104397,30917,135314.0,01/01/19
4,chamartin           ,132381.0,13850.0,132381,13850,146231.0,01/01/19
5,chamberi            ,124063.0,15851.0,124063,15851,139914.0,01/01/19
6,ciudad_lineal,186081.0,30780.0,186081,30780,216861.0,01/01/19
7,fuencarral,225683.0,20957.0,225683,20957,246640.0,01/01/19
8,hortaleza           ,169521.0,19173.0,169521,19173,188694.0,01/01/19
9,latina              ,201559.0,37342.0,201559,37342,238901.0,01/01/19
10,moncloa,107179.0,12610.0,107179,12610,119789.0,01/01/19
11,moratalaz           ,85945.0,8873.0,85945,8873,94818.0,01/01/19
12,puente_vallecas,193240.0,42178.0,193240,42178,235418.0,01/01/19
13,retiro              ,110408.0,9279.0,110408,9279,119687.0,01/01/19
14,salamanca           ,127151.0,19427.0,127151,19427,146578.0,01/01/19
15,san:blas,139096.0,19506.0,139096,19506,158602.0,01/01/19
16,tetuan              ,128342.0,30152.0,128342,30152,158494.0,01/01/19
17,usera               ,109025.0,30884.0,109025,30884,139909.0,01/01/19
18,vicalvaro           ,63522.0,8772.0,63522,8772,72294.0,01/01/19
19,villaverde          ,120159.0,29118.0,120159,29118,149277.0,01/01/19
20,villa_vallecas,97052.0,13591.0,97052,13591,110643.0,01/01/19
21,madrid,2812766.0,462429.0,2812766,462429,3275195.0,01/01/19
0,arganzuela          ,139052.0,15324.0,139052,15324,154376.0,01/02/19
1,barajas             ,44506.0,4661.0,44506,4661,49167.0,01/02/19
2,carabanchel         ,204557.0,49316.0,204557,49316,253873.0,01/02/19
3,centro              ,104917.0,30901.0,104917,30901,135818.0,01/02/19
4,chamartin           ,132411.0,13906.0,132411,13906,146317.0,01/02/19
5,chamberi            ,124038.0,15759.0,124038,15759,139797.0,01/02/19
6,ciudad_lineal,186077.0,30983.0,186077,30983,217060.0,01/02/19
7,fuencarral,225821.0,21001.0,225821,21001,246822.0,01/02/19
8,hortaleza           ,169739.0,19329.0,169739,19329,189068.0,01/02/19
9,latina              ,201322.0,37384.0,201322,37384,238706.0,01/02/19
10,moncloa,107273.0,12503.0,107273,12503,119776.0,01/02/19
11,moratalaz           ,85921.0,8979.0,85921,8979,94900.0,01/02/19
12,puente_vallecas,193225.0,42420.0,193225,42420,235645.0,01/02/19
13,retiro              ,110461.0,9292.0,110461,9292,119753.0,01/02/19
14,salamanca           ,127154.0,19329.0,127154,19329,146483.0,01/02/19
15,san:blas,139026.0,19611.0,139026,19611,158637.0,01/02/19
16,tetuan              ,128193.0,30174.0,128193,30174,158367.0,01/02/19
17,usera               ,108855.0,30954.0,108855,30954,139809.0,01/02/19
18,vicalvaro           ,63721.0,8867.0,63721,8867,72588.0,01/02/19
19,villaverde          ,120193.0,29285.0,120193,29285,149478.0,01/02/19
20,villa_vallecas,97211.0,13739.0,97211,13739,110950.0,01/02/19
21,madrid,2813673.0,463717.0,2813673,463717,3277390.0,01/02/19
0,arganzuela          ,139055.0,15343.0,139055,15343,154398.0,01/03/19
1,barajas             ,44498.0,4661.0,44498,4661,49159.0,01/03/19
2,carabanchel         ,204389.0,49664.0,204389,49664,254053.0,01/03/19
3,centro              ,105285.0,31085.0,105285,31085,136370.0,01/03/19
4,chamartin           ,132408.0,13958.0,132408,13958,146366.0,01/03/19
5,chamberi            ,123943.0,15777.0,123943,15777,139720.0,01/03/19
6,ciudad_lineal,185983.0,31074.0,185983,31074,217057.0,01/03/19
7,fuencarral,225746.0,21075.0,225746,21075,246821.0,01/03/19
8,hortaleza           ,169777.0,19409.0,169777,19409,189186.0,01/03/19
9,latina              ,201295.0,37532.0,201295,37532,238827.0,01/03/19
10,moncloa,107306.0,12462.0,107306,12462,119768.0,01/03/19
11,moratalaz           ,85912.0,9077.0,85912,9077,94989.0,01/03/19
12,puente_vallecas,193190.0,42815.0,193190,42815,236005.0,01/03/19
13,retiro              ,110481.0,9314.0,110481,9314,119795.0,01/03/19
14,salamanca           ,127076.0,19425.0,127076,19425,146501.0,01/03/19
15,san:blas,138891.0,19691.0,138891,19691,158582.0,01/03/19
16,tetuan              ,128065.0,30208.0,128065,30208,158273.0,01/03/19
17,usera               ,108794.0,31119.0,108794,31119,139913.0,01/03/19
18,vicalvaro           ,63725.0,8947.0,63725,8947,72672.0,01/03/19
19,villaverde          ,120298.0,29487.0,120298,29487,149785.0,01/03/19
20,villa_vallecas,97307.0,13841.0,97307,13841,111148.0,01/03/19
21,madrid,2813424.0,465964.0,2813424,465964,3279388.0,01/03/19
0,arganzuela          ,139029.0,15395.0,139029,15395,154424.0,01/04/19
1,barajas             ,44578.0,4695.0,44578,4695,49273.0,01/04/19
2,carabanchel         ,204429.0,50046.0,204429,50046,254475.0,01/04/19
3,centro              ,105569.0,31120.0,105569,31120,136689.0,01/04/19
4,chamartin           ,132530.0,14015.0,132530,14015,146545.0,01/04/19
5,chamberi            ,123985.0,15814.0,123985,15814,139799.0,01/04/19
6,ciudad_lineal,185942.0,31207.0,185942,31207,217149.0,01/04/19
7,fuencarral,225794.0,21211.0,225794,21211,247005.0,01/04/19
8,hortaleza           ,170047.0,19545.0,170047,19545,189592.0,01/04/19
9,latina              ,201210.0,37749.0,201210,37749,238959.0,01/04/19
10,moncloa,107339.0,12530.0,107339,12530,119869.0,01/04/19
11,moratalaz           ,85857.0,9156.0,85857,9156,95013.0,01/04/19
12,puente_vallecas,193258.0,43066.0,193258,43066,236324.0,01/04/19
13,retiro              ,110475.0,9384.0,110475,9384,119859.0,01/04/19
14,salamanca           ,127051.0,19534.0,127051,19534,146585.0,01/04/19
15,san:blas,138860.0,19781.0,138860,19781,158641.0,01/04/19
16,tetuan              ,128170.0,30318.0,128170,30318,158488.0,01/04/19
17,usera               ,108835.0,31341.0,108835,31341,140176.0,01/04/19
18,vicalvaro           ,63786.0,9053.0,63786,9053,72839.0,01/04/19
19,villaverde          ,120326.0,29715.0,120326,29715,150041.0,01/04/19
20,villa_vallecas,97441.0,13925.0,97441,13925,111366.0,01/04/19
21,madrid,2814511.0,468600.0,2814511,468600,3283111.0,01/04/19
0,arganzuela          ,139099.0,15496.0,139099,15496,154595.0,01/05/19
1,barajas             ,44646.0,4747.0,44646,4747,49393.0,01/05/19
2,carabanchel         ,204612.0,50614.0,204612,50614,255226.0,01/05/19
3,centro              ,105755.0,31381.0,105755,31381,137136.0,01/05/19
4,chamartin           ,132675.0,14086.0,132675,14086,146761.0,01/05/19
5,chamberi            ,123964.0,15897.0,123964,15897,139861.0,01/05/19
6,ciudad_lineal,186058.0,31584.0,186058,31584,217642.0,01/05/19
7,fuencarral,226031.0,21382.0,226031,21382,247413.0,01/05/19
8,hortaleza           ,170378.0,19752.0,170378,19752,190130.0,01/05/19
9,latina              ,201428.0,38150.0,201428,38150,239578.0,01/05/19
10,moncloa,107379.0,12646.0,107379,12646,120025.0,01/05/19
11,moratalaz           ,85901.0,9276.0,85901,9276,95177.0,01/05/19
12,puente_vallecas,193371.0,43646.0,193371,43646,237017.0,01/05/19
13,retiro              ,110486.0,9440.0,110486,9440,119926.0,01/05/19
14,salamanca           ,127019.0,19648.0,127019,19648,146667.0,01/05/19
15,san:blas,138965.0,19994.0,138965,19994,158959.0,01/05/19
16,tetuan              ,128338.0,30618.0,128338,30618,158956.0,01/05/19
17,usera               ,108910.0,31800.0,108910,31800,140710.0,01/05/19
18,vicalvaro           ,63860.0,9104.0,63860,9104,72964.0,01/05/19
19,villaverde          ,120502.0,30061.0,120502,30061,150563.0,01/05/19
20,villa_vallecas,97620.0,14029.0,97620,14029,111649.0,01/05/19
21,madrid,2816997.0,473351.0,2816997,473351,3290348.0,01/05/19
0,arganzuela          ,139246.0,15601.0,139246,15601,154847.0,01/06/19
1,barajas             ,44720.0,4806.0,44720,4806,49526.0,01/06/19
2,carabanchel         ,204976.0,51230.0,204976,51230,256206.0,01/06/19
3,centro              ,106122.0,31738.0,106122,31738,137860.0,01/06/19
4,chamartin           ,132821.0,14240.0,132821,14240,147061.0,01/06/19
5,chamberi            ,123983.0,15988.0,123983,15988,139971.0,01/06/19
6,ciudad_lineal,186257.0,31855.0,186257,31855,218112.0,01/06/19
7,fuencarral,226399.0,21565.0,226399,21565,247964.0,01/06/19
8,hortaleza           ,170773.0,19894.0,170773,19894,190667.0,01/06/19
9,latina              ,201543.0,38703.0,201543,38703,240246.0,01/06/19
10,moncloa,107454.0,12780.0,107454,12780,120234.0,01/06/19
11,moratalaz           ,85942.0,9346.0,85942,9346,95288.0,01/06/19
12,puente_vallecas,193592.0,44174.0,193592,44174,237766.0,01/06/19
13,retiro              ,110563.0,9535.0,110563,9535,120098.0,01/06/19
14,salamanca           ,127018.0,19811.0,127018,19811,146829.0,01/06/19
15,san:blas,139158.0,20290.0,139158,20290,159448.0,01/06/19
16,tetuan              ,128483.0,30784.0,128483,30784,159267.0,01/06/19
17,usera               ,108994.0,32157.0,108994,32157,141151.0,01/06/19
18,vicalvaro           ,63924.0,9167.0,63924,9167,73091.0,01/06/19
19,villaverde          ,120813.0,30466.0,120813,30466,151279.0,01/06/19
20,villa_vallecas,97866.0,14238.0,97866,14238,112104.0,01/06/19
21,madrid,2820647.0,478368.0,2820647,478368,3299015.0,01/06/19
0,arganzuela          ,139418.0,15734.0,139418,15734,155152.0,01/07/19
1,barajas             ,44803.0,4844.0,44803,4844,49647.0,01/07/19
2,carabanchel         ,205276.0,51841.0,205276,51841,257117.0,01/07/19
3,centro              ,106532.0,32020.0,106532,32020,138552.0,01/07/19
4,chamartin           ,132918.0,14324.0,132918,14324,147242.0,01/07/19
5,chamberi            ,124115.0,16017.0,124115,16017,140132.0,01/07/19
6,ciudad_lineal,186490.0,32232.0,186490,32232,218722.0,01/07/19
7,fuencarral,226779.0,21805.0,226779,21805,248584.0,01/07/19
8,hortaleza           ,171237.0,20094.0,171237,20094,191331.0,01/07/19
9,latina              ,201692.0,39122.0,201692,39122,240814.0,01/07/19
10,moncloa,107667.0,12881.0,107667,12881,120548.0,01/07/19
11,moratalaz           ,86033.0,9504.0,86033,9504,95537.0,01/07/19
12,puente_vallecas,193789.0,44783.0,193789,44783,238572.0,01/07/19
13,retiro              ,110562.0,9595.0,110562,9595,120157.0,01/07/19
14,salamanca           ,127121.0,19895.0,127121,19895,147016.0,01/07/19
15,san:blas,139399.0,20561.0,139399,20561,159960.0,01/07/19
16,tetuan              ,128770.0,31082.0,128770,31082,159852.0,01/07/19
17,usera               ,109136.0,32510.0,109136,32510,141646.0,01/07/19
18,vicalvaro           ,64077.0,9221.0,64077,9221,73298.0,01/07/19
19,villaverde          ,121034.0,30825.0,121034,30825,151859.0,01/07/19
20,villa_vallecas,98277.0,14453.0,98277,14453,112730.0,01/07/19
21,madrid,2825125.0,483343.0,2825125,483343,3308468.0,01/07/19
0,arganzuela          ,139550.0,15827.0,139550,15827,155377.0,01/08/19
1,barajas             ,44848.0,4916.0,44848,4916,49764.0,01/08/19
2,carabanchel         ,205457.0,52360.0,205457,52360,257817.0,01/08/19
3,centro              ,106628.0,32409.0,106628,32409,139037.0,01/08/19
4,chamartin           ,132978.0,14457.0,132978,14457,147435.0,01/08/19
5,chamberi            ,124159.0,16130.0,124159,16130,140289.0,01/08/19
6,ciudad_lineal,186587.0,32573.0,186587,32573,219160.0,01/08/19
7,fuencarral,227085.0,22074.0,227085,22074,249159.0,01/08/19
8,hortaleza           ,171719.0,20297.0,171719,20297,192016.0,01/08/19
9,latina              ,201647.0,39518.0,201647,39518,241165.0,01/08/19
10,moncloa,107849.0,13000.0,107849,13000,120849.0,01/08/19
11,moratalaz           ,86051.0,9649.0,86051,9649,95700.0,01/08/19
12,puente_vallecas,193929.0,45329.0,193929,45329,239258.0,01/08/19
13,retiro              ,110583.0,9656.0,110583,9656,120239.0,01/08/19
14,salamanca           ,127155.0,20118.0,127155,20118,147273.0,01/08/19
15,san:blas,139529.0,20853.0,139529,20853,160382.0,01/08/19
16,tetuan              ,129027.0,31394.0,129027,31394,160421.0,01/08/19
17,usera               ,109149.0,32795.0,109149,32795,141944.0,01/08/19
18,vicalvaro           ,64172.0,9333.0,64172,9333,73505.0,01/08/19
19,villaverde          ,121136.0,31179.0,121136,31179,152315.0,01/08/19
20,villa_vallecas,98481.0,14641.0,98481,14641,113122.0,01/08/19
21,madrid,2827719.0,488508.0,2827719,488508,3316227.0,01/08/19
0,arganzuela          ,139724.0,15920.0,139724,15920,155644.0,01/09/19
1,barajas             ,44876.0,4979.0,44876,4979,49855.0,01/09/19
2,carabanchel         ,205715.0,52981.0,205715,52981,258696.0,01/09/19
3,centro              ,106803.0,32774.0,106803,32774,139577.0,01/09/19
4,chamartin           ,133156.0,14498.0,133156,14498,147654.0,01/09/19
5,chamberi            ,124230.0,16280.0,124230,16280,140510.0,01/09/19
6,ciudad_lineal,186808.0,32874.0,186808,32874,219682.0,01/09/19
7,fuencarral,227242.0,22169.0,227242,22169,249411.0,01/09/19
8,hortaleza           ,172013.0,20534.0,172013,20534,192547.0,01/09/19
9,latina              ,201776.0,39976.0,201776,39976,241752.0,01/09/19
10,moncloa,107903.0,13129.0,107903,13129,121032.0,01/09/19
11,moratalaz           ,86084.0,9741.0,86084,9741,95825.0,01/09/19
12,puente_vallecas,194197.0,45882.0,194197,45882,240079.0,01/09/19
13,retiro              ,110670.0,9795.0,110670,9795,120465.0,01/09/19
14,salamanca           ,127286.0,20276.0,127286,20276,147562.0,01/09/19
15,san:blas,139616.0,21262.0,139616,21262,160878.0,01/09/19
16,tetuan              ,129290.0,31598.0,129290,31598,160888.0,01/09/19
17,usera               ,109323.0,33158.0,109323,33158,142481.0,01/09/19
18,vicalvaro           ,64294.0,9389.0,64294,9389,73683.0,01/09/19
19,villaverde          ,121422.0,31498.0,121422,31498,152920.0,01/09/19
20,villa_vallecas,98662.0,14818.0,98662,14818,113480.0,01/09/19
21,madrid,2831090.0,493531.0,2831090,493531,3324621.0,01/09/19
0,arganzuela          ,139540.0,15889.0,139540,15889,155429.0,01/10/19
1,barajas             ,44949.0,5017.0,44949,5017,49966.0,01/10/19
2,carabanchel         ,205403.0,52904.0,205403,52904,258307.0,01/10/19
3,centro              ,106336.0,32708.0,106336,32708,139044.0,01/10/19
4,chamartin           ,133049.0,14459.0,133049,14459,147508.0,01/10/19
5,chamberi            ,124176.0,16355.0,124176,16355,140531.0,01/10/19
6,ciudad_lineal,186519.0,32864.0,186519,32864,219383.0,01/10/19
7,fuencarral,227271.0,22249.0,227271,22249,249520.0,01/10/19
8,hortaleza           ,172213.0,20671.0,172213,20671,192884.0,01/10/19
9,latina              ,201437.0,40021.0,201437,40021,241458.0,01/10/19
10,moncloa,108011.0,13161.0,108011,13161,121172.0,01/10/19
11,moratalaz           ,85968.0,9793.0,85968,9793,95761.0,01/10/19
12,puente_vallecas,193761.0,45846.0,193761,45846,239607.0,01/10/19
13,retiro              ,110617.0,9820.0,110617,9820,120437.0,01/10/19
14,salamanca           ,127042.0,20320.0,127042,20320,147362.0,01/10/19
15,san:blas,139475.0,21429.0,139475,21429,160904.0,01/10/19
16,tetuan              ,129161.0,31628.0,129161,31628,160789.0,01/10/19
17,usera               ,109103.0,33043.0,109103,33043,142146.0,01/10/19
18,vicalvaro           ,64376.0,9424.0,64376,9424,73800.0,01/10/19
19,villaverde          ,121363.0,31510.0,121363,31510,152873.0,01/10/19
20,villa_vallecas,98727.0,14960.0,98727,14960,113687.0,01/10/19
21,madrid,2828497.0,494071.0,2828497,494071,3322568.0,01/10/19
0,arganzuela          ,139626.0,16226.0,139626,16226,155852.0,01/11/19
1,barajas             ,44985.0,5085.0,44985,5085,50070.0,01/11/19
2,carabanchel         ,205425.0,54119.0,205425,54119,259544.0,01/11/19
3,centro              ,106591.0,33702.0,106591,33702,140293.0,01/11/19
4,chamartin           ,133010.0,14806.0,133010,14806,147816.0,01/11/19
5,chamberi            ,124254.0,16874.0,124254,16874,141128.0,01/11/19
6,ciudad_lineal,186454.0,33307.0,186454,33307,219761.0,01/11/19
7,fuencarral,227425.0,22657.0,227425,22657,250082.0,01/11/19
8,hortaleza           ,172359.0,21030.0,172359,21030,193389.0,01/11/19
9,latina              ,201327.0,40727.0,201327,40727,242054.0,01/11/19
10,moncloa,108156.0,13586.0,108156,13586,121742.0,01/11/19
11,moratalaz           ,85870.0,9961.0,85870,9961,95831.0,01/11/19
12,puente_vallecas,193746.0,46780.0,193746,46780,240526.0,01/11/19
