,distrito,Nacionales,Extranjeros,nacionales,extranjeros,total,mes
21,madrid,2791544.0,394017.0,2791544,394017,3185561.0,01/11/16
0,arganzuela          ,138033.0,14416.0,138033,14416,152449.0,01/12/16
1,barajas             ,42966.0,4068.0,42966,4068,47034.0,01/12/16
2,carabanchel         ,204122.0,40659.0,204122,40659,244781.0,01/12/16
3,centro              ,104350.0,28301.0,104350,28301,132651.0,01/12/16
4,chamartin           ,131028.0,12810.0,131028,12810,143838.0,01/12/16
5,chamberi            ,123523.0,14433.0,123523,14433,137956.0,01/12/16
6,ciudad_lineal,186788.0,26576.0,186788,26576,213364.0,01/12/16
7,fuencarral,221375.0,17891.0,221375,17891,239266.0,01/12/16
8,hortaleza           ,164690.0,16105.0,164690,16105,180795.0,01/12/16
9,latina              ,202975.0,31791.0,202975,31791,234766.0,01/12/16
10,moncloa,105748.0,11737.0,105748,11737,117485.0,01/12/16
11,moratalaz           ,86998.0,7553.0,86998,7553,94551.0,01/12/16
12,puente_vallecas,194040.0,34437.0,194040,34437,228477.0,01/12/16
13,retiro              ,110933.0,8066.0,110933,8066,118999.0,01/12/16
14,salamanca           ,127106.0,17284.0,127106,17284,144390.0,01/12/16
15,san:blas,139134.0,15791.0,139134,15791,154925.0,01/12/16
16,tetuan              ,127552.0,26716.0,127552,26716,154268.0,01/12/16
17,usera               ,109354.0,25995.0,109354,25995,135349.0,01/12/16
18,vicalvaro           ,62387.0,7814.0,62387,7814,70201.0,01/12/16
19,villaverde          ,119101.0,23978.0,119101,23978,143079.0,01/12/16
20,villa_vallecas,93260.0,11250.0,93260,11250,104510.0,01/12/16
21,madrid,2795463.0,397671.0,2795463,397671,3193134.0,01/12/16
0,arganzuela          ,138022.0,14315.0,138022,14315,152337.0,01/01/17
1,barajas             ,42948.0,4052.0,42948,4052,47000.0,01/01/17
2,carabanchel         ,203913.0,40796.0,203913,40796,244709.0,01/01/17
3,centro              ,104222.0,28200.0,104222,28200,132422.0,01/01/17
4,chamartin           ,131049.0,12767.0,131049,12767,143816.0,01/01/17
5,chamberi            ,123554.0,14389.0,123554,14389,137943.0,01/01/17
6,ciudad_lineal,186561.0,26572.0,186561,26572,213133.0,01/01/17
7,fuencarral,221423.0,17802.0,221423,17802,239225.0,01/01/17
8,hortaleza           ,164843.0,16036.0,164843,16036,180879.0,01/01/17
9,latina              ,202740.0,31746.0,202740,31746,234486.0,01/01/17
10,moncloa,105735.0,11575.0,105735,11575,117310.0,01/01/17
11,moratalaz           ,86928.0,7567.0,86928,7567,94495.0,01/01/17
12,puente_vallecas,193839.0,34410.0,193839,34410,228249.0,01/01/17
13,retiro              ,110791.0,8053.0,110791,8053,118844.0,01/01/17
14,salamanca           ,127098.0,17151.0,127098,17151,144249.0,01/01/17
15,san:blas,139038.0,15744.0,139038,15744,154782.0,01/01/17
16,tetuan              ,127479.0,26743.0,127479,26743,154222.0,01/01/17
17,usera               ,109179.0,26010.0,109179,26010,135189.0,01/01/17
18,vicalvaro           ,62404.0,7799.0,62404,7799,70203.0,01/01/17
19,villaverde          ,119057.0,24002.0,119057,24002,143059.0,01/01/17
20,villa_vallecas,93329.0,11236.0,93329,11236,104565.0,01/01/17
21,madrid,2794152.0,396965.0,2794152,396965,3191117.0,01/01/17
0,arganzuela          ,138159.0,14198.0,138159,14198,152357.0,01/02/17
1,barajas             ,42975.0,4055.0,42975,4055,47030.0,01/02/17
2,carabanchel         ,204036.0,40940.0,204036,40940,244976.0,01/02/17
3,centro              ,104194.0,27984.0,104194,27984,132178.0,01/02/17
4,chamartin           ,131230.0,12708.0,131230,12708,143938.0,01/02/17
5,chamberi            ,123682.0,14187.0,123682,14187,137869.0,01/02/17
6,ciudad_lineal,186601.0,26567.0,186601,26567,213168.0,01/02/17
7,fuencarral,221654.0,17877.0,221654,17877,239531.0,01/02/17
8,hortaleza           ,165122.0,16112.0,165122,16112,181234.0,01/02/17
9,latina              ,202654.0,31826.0,202654,31826,234480.0,01/02/17
10,moncloa,105721.0,11416.0,105721,11416,117137.0,01/02/17
11,moratalaz           ,86909.0,7523.0,86909,7523,94432.0,01/02/17
12,puente_vallecas,193869.0,34503.0,193869,34503,228372.0,01/02/17
13,retiro              ,110845.0,8003.0,110845,8003,118848.0,01/02/17
14,salamanca           ,127141.0,17056.0,127141,17056,144197.0,01/02/17
15,san:blas,139182.0,15881.0,139182,15881,155063.0,01/02/17
16,tetuan              ,127654.0,26692.0,127654,26692,154346.0,01/02/17
17,usera               ,109231.0,26135.0,109231,26135,135366.0,01/02/17
18,vicalvaro           ,62488.0,7763.0,62488,7763,70251.0,01/02/17
19,villaverde          ,119129.0,24124.0,119129,24124,143253.0,01/02/17
20,villa_vallecas,93527.0,11253.0,93527,11253,104780.0,01/02/17
21,madrid,2796003.0,396803.0,2796003,396803,3192806.0,01/02/17
0,arganzuela          ,138413.0,14232.0,138413,14232,152645.0,01/03/17
1,barajas             ,43077.0,4059.0,43077,4059,47136.0,01/03/17
2,carabanchel         ,204213.0,41293.0,204213,41293,245506.0,01/03/17
3,centro              ,104362.0,28174.0,104362,28174,132536.0,01/03/17
4,chamartin           ,131384.0,12770.0,131384,12770,144154.0,01/03/17
5,chamberi            ,123788.0,14228.0,123788,14228,138016.0,01/03/17
6,ciudad_lineal,186788.0,26693.0,186788,26693,213481.0,01/03/17
7,fuencarral,222031.0,18058.0,222031,18058,240089.0,01/03/17
8,hortaleza           ,165327.0,16149.0,165327,16149,181476.0,01/03/17
9,latina              ,202838.0,32098.0,202838,32098,234936.0,01/03/17
10,moncloa,105843.0,11413.0,105843,11413,117256.0,01/03/17
11,moratalaz           ,86898.0,7528.0,86898,7528,94426.0,01/03/17
12,puente_vallecas,193930.0,34783.0,193930,34783,228713.0,01/03/17
13,retiro              ,110840.0,8071.0,110840,8071,118911.0,01/03/17
14,salamanca           ,127273.0,17178.0,127273,17178,144451.0,01/03/17
15,san:blas,139261.0,16062.0,139261,16062,155323.0,01/03/17
16,tetuan              ,127873.0,26912.0,127873,26912,154785.0,01/03/17
17,usera               ,109343.0,26387.0,109343,26387,135730.0,01/03/17
18,vicalvaro           ,62522.0,7822.0,62522,7822,70344.0,01/03/17
19,villaverde          ,119232.0,24353.0,119232,24353,143585.0,01/03/17
20,villa_vallecas,93741.0,11292.0,93741,11292,105033.0,01/03/17
21,madrid,2798977.0,399555.0,2798977,399555,3198532.0,01/03/17
0,arganzuela          ,138110.0,14064.0,138110,14064,152174.0,01/04/17
1,barajas             ,43124.0,4060.0,43124,4060,47184.0,01/04/17
2,carabanchel         ,203967.0,41244.0,203967,41244,245211.0,01/04/17
3,centro              ,103882.0,27870.0,103882,27870,131752.0,01/04/17
4,chamartin           ,131310.0,12652.0,131310,12652,143962.0,01/04/17
5,chamberi            ,123591.0,14047.0,123591,14047,137638.0,01/04/17
6,ciudad_lineal,186483.0,26740.0,186483,26740,213223.0,01/04/17
7,fuencarral,222064.0,17972.0,222064,17972,240036.0,01/04/17
8,hortaleza           ,165257.0,16055.0,165257,16055,181312.0,01/04/17
9,latina              ,202580.0,32116.0,202580,32116,234696.0,01/04/17
10,moncloa,105728.0,11319.0,105728,11319,117047.0,01/04/17
11,moratalaz           ,86854.0,7559.0,86854,7559,94413.0,01/04/17
12,puente_vallecas,193563.0,34707.0,193563,34707,228270.0,01/04/17
13,retiro              ,110618.0,7981.0,110618,7981,118599.0,01/04/17
14,salamanca           ,127033.0,16922.0,127033,16922,143955.0,01/04/17
15,san:blas,139141.0,16108.0,139141,16108,155249.0,01/04/17
16,tetuan              ,127524.0,26870.0,127524,26870,154394.0,01/04/17
17,usera               ,109077.0,26380.0,109077,26380,135457.0,01/04/17
18,vicalvaro           ,62565.0,7789.0,62565,7789,70354.0,01/04/17
19,villaverde          ,119055.0,24416.0,119055,24416,143471.0,01/04/17
20,villa_vallecas,93781.0,11318.0,93781,11318,105099.0,01/04/17
21,madrid,2795307.0,398189.0,2795307,398189,3193496.0,01/04/17
0,arganzuela          ,138131.0,14064.0,138131,14064,152195.0,01/05/17
1,barajas             ,43223.0,4082.0,43223,4082,47305.0,01/05/17
2,carabanchel         ,203953.0,41408.0,203953,41408,245361.0,01/05/17
3,centro              ,103659.0,27907.0,103659,27907,131566.0,01/05/17
4,chamartin           ,131361.0,12682.0,131361,12682,144043.0,01/05/17
5,chamberi            ,123563.0,14077.0,123563,14077,137640.0,01/05/17
6,ciudad_lineal,186521.0,26895.0,186521,26895,213416.0,01/05/17
7,fuencarral,222441.0,18128.0,222441,18128,240569.0,01/05/17
8,hortaleza           ,165565.0,16080.0,165565,16080,181645.0,01/05/17
9,latina              ,202457.0,32222.0,202457,32222,234679.0,01/05/17
10,moncloa,105758.0,11315.0,105758,11315,117073.0,01/05/17
11,moratalaz           ,86802.0,7578.0,86802,7578,94380.0,01/05/17
12,puente_vallecas,193486.0,34788.0,193486,34788,228274.0,01/05/17
13,retiro              ,110593.0,8025.0,110593,8025,118618.0,01/05/17
14,salamanca           ,127002.0,16918.0,127002,16918,143920.0,01/05/17
15,san:blas,139171.0,16195.0,139171,16195,155366.0,01/05/17
16,tetuan              ,127509.0,26836.0,127509,26836,154345.0,01/05/17
17,usera               ,109095.0,26563.0,109095,26563,135658.0,01/05/17
18,vicalvaro           ,62612.0,7839.0,62612,7839,70451.0,01/05/17
19,villaverde          ,119105.0,24577.0,119105,24577,143682.0,01/05/17
20,villa_vallecas,94108.0,11410.0,94108,11410,105518.0,01/05/17
21,madrid,2796115.0,399589.0,2796115,399589,3195704.0,01/05/17
0,arganzuela          ,138285.0,14153.0,138285,14153,152438.0,01/06/17
1,barajas             ,43350.0,4111.0,43350,4111,47461.0,01/06/17
2,carabanchel         ,204334.0,41841.0,204334,41841,246175.0,01/06/17
3,centro              ,103671.0,28074.0,103671,28074,131745.0,01/06/17
4,chamartin           ,131525.0,12751.0,131525,12751,144276.0,01/06/17
5,chamberi            ,123667.0,14153.0,123667,14153,137820.0,01/06/17
6,ciudad_lineal,186768.0,27153.0,186768,27153,213921.0,01/06/17
7,fuencarral,222814.0,18180.0,222814,18180,240994.0,01/06/17
8,hortaleza           ,165991.0,16185.0,165991,16185,182176.0,01/06/17
9,latina              ,202530.0,32464.0,202530,32464,234994.0,01/06/17
10,moncloa,105855.0,11358.0,105855,11358,117213.0,01/06/17
11,moratalaz           ,86761.0,7658.0,86761,7658,94419.0,01/06/17
12,puente_vallecas,193721.0,35195.0,193721,35195,228916.0,01/06/17
13,retiro              ,110680.0,8011.0,110680,8011,118691.0,01/06/17
14,salamanca           ,127120.0,17027.0,127120,17027,144147.0,01/06/17
15,san:blas,139249.0,16375.0,139249,16375,155624.0,01/06/17
16,tetuan              ,127757.0,27081.0,127757,27081,154838.0,01/06/17
17,usera               ,109175.0,26846.0,109175,26846,136021.0,01/06/17
18,vicalvaro           ,62769.0,7880.0,62769,7880,70649.0,01/06/17
19,villaverde          ,119364.0,24802.0,119364,24802,144166.0,01/06/17
20,villa_vallecas,94468.0,11528.0,94468,11528,105996.0,01/06/17
21,madrid,2799854.0,402826.0,2799854,402826,3202680.0,01/06/17
0,arganzuela,138382.0,14206.0,138382,14206,152588.0,01/07/17
1,barajas,43437.0,4149.0,43437,4149,47586.0,01/07/17
2,carabanchel,204569.0,42231.0,204569,42231,246800.0,01/07/17
3,centro,103782.0,28116.0,103782,28116,131898.0,01/07/17
4,chamartin,131693.0,12773.0,131693,12773,144466.0,01/07/17
5,chamberi,123744.0,14214.0,123744,14214,137958.0,01/07/17
6,ciudad_lineal,186953.0,27320.0,186953,27320,214273.0,01/07/17
7,fuencarral,223069.0,18315.0,223069,18315,241384.0,01/07/17
8,hortaleza,166131.0,16227.0,166131,16227,182358.0,01/07/17
9,latina,202547.0,32730.0,202547,32730,235277.0,01/07/17
10,moncloa,106023.0,11339.0,106023,11339,117362.0,01/07/17
11,moratalaz,86746.0,7722.0,86746,7722,94468.0,01/07/17
12,puente_vallecas,193809.0,35557.0,193809,35557,229366.0,01/07/17
13,retiro,110721.0,8036.0,110721,8036,118757.0,01/07/17
14,salamanca,127343.0,17081.0,127343,17081,144424.0,01/07/17
15,san:blas,139326.0,16516.0,139326,16516,155842.0,01/07/17
16,tetuan,127941.0,27240.0,127941,27240,155181.0,01/07/17
17,usera,109226.0,27061.0,109226,27061,136287.0,01/07/17
18,vicalvaro,62836.0,7875.0,62836,7875,70711.0,01/07/17
19,villaverde,119515.0,25014.0,119515,25014,144529.0,01/07/17
20,villa_vallecas,94744.0,11587.0,94744,11587,106331.0,01/07/17
21,madrid,2802537.0,405309.0,2802537,405309,3207846.0,01/07/17
0,arganzuela,138328.0,14212.0,138328,14212,152540.0,01/08/17
1,barajas,43460.0,4130.0,43460,4130,47590.0,01/08/17
2,carabanchel,204281.0,42235.0,204281,42235,246516.0,01/08/17
3,centro,103513.0,27984.0,103513,27984,131497.0,01/08/17
4,chamartin,131616.0,12706.0,131616,12706,144322.0,01/08/17
5,chamberi,123601.0,14178.0,123601,14178,137779.0,01/08/17
6,ciudad_lineal,186887.0,27370.0,186887,27370,214257.0,01/08/17
7,fuencarral,223224.0,18304.0,223224,18304,241528.0,01/08/17
8,hortaleza,166183.0,16254.0,166183,16254,182437.0,01/08/17
9,latina,202301.0,32794.0,202301,32794,235095.0,01/08/17
10,moncloa,105941.0,11295.0,105941,11295,117236.0,01/08/17
11,moratalaz,86726.0,7710.0,86726,7710,94436.0,01/08/17
12,puente_vallecas,193452.0,35614.0,193452,35614,229066.0,01/08/17
13,retiro,110640.0,8003.0,110640,8003,118643.0,01/08/17
14,salamanca,127054.0,16877.0,127054,16877,143931.0,01/08/17
15,san:blas,139226.0,16494.0,139226,16494,155720.0,01/08/17
16,tetuan,127790.0,27123.0,127790,27123,154913.0,01/08/17
17,usera,109109.0,27025.0,109109,27025,136134.0,01/08/17
18,vicalvaro,62820.0,7891.0,62820,7891,70711.0,01/08/17
19,villaverde,119445.0,25050.0,119445,25050,144495.0,01/08/17
20,villa_vallecas,94915.0,11629.0,94915,11629,106544.0,01/08/17
21,madrid,2800512.0,404878.0,2800512,404878,3205390.0,01/08/17
0,arganzuela,138306.0,14185.0,138306,14185,152491.0,01/09/17
1,barajas,43492.0,4132.0,43492,4132,47624.0,01/09/17
2,carabanchel,204406.0,42586.0,204406,42586,246992.0,01/09/17
3,centro,103472.0,27995.0,103472,27995,131467.0,01/09/17
4,chamartin,131729.0,12781.0,131729,12781,144510.0,01/09/17
5,chamberi,123710.0,14240.0,123710,14240,137950.0,01/09/17
6,ciudad_lineal,187024.0,27455.0,187024,27455,214479.0,01/09/17
7,fuencarral,223459.0,18395.0,223459,18395,241854.0,01/09/17
8,hortaleza,166388.0,16390.0,166388,16390,182778.0,01/09/17
9,latina,202376.0,32832.0,202376,32832,235208.0,01/09/17
10,moncloa,106042.0,11315.0,106042,11315,117357.0,01/09/17
11,moratalaz,86760.0,7770.0,86760,7770,94530.0,01/09/17
12,puente_vallecas,193519.0,35912.0,193519,35912,229431.0,01/09/17
13,retiro,110767.0,8007.0,110767,8007,118774.0,01/09/17
14,salamanca,127111.0,17073.0,127111,17073,144184.0,01/09/17
15,san:blas,139310.0,16530.0,139310,16530,155840.0,01/09/17
16,tetuan,127923.0,27212.0,127923,27212,155135.0,01/09/17
17,usera,109193.0,27168.0,109193,27168,136361.0,01/09/17
18,vicalvaro,62906.0,7914.0,62906,7914,70820.0,01/09/17
19,villaverde,119595.0,25260.0,119595,25260,144855.0,01/09/17
20,villa_vallecas,95100.0,11754.0,95100,11754,106854.0,01/09/17
21,madrid,2802588.0,406906.0,2802588,406906,3209494.0,01/09/17
0,arganzuela,138401.0,14331.0,138401,14331,152732.0,01/10/17
1,barajas,43573.0,4187.0,43573,4187,47760.0,01/10/17
2,carabanchel,204538.0,43019.0,204538,43019,247557.0,01/10/17
3,centro,103611.0,28424.0,103611,28424,132035.0,01/10/17
4,chamartin,131990.0,12960.0,131990,12960,144950.0,01/10/17
5,chamberi,123811.0,14439.0,123811,14439,138250.0,01/10/17
6,ciudad_lineal,187009.0,27749.0,187009,27749,214758.0,01/10/17
7,fuencarral,223724.0,18731.0,223724,18731,242455.0,01/10/17
8,hortaleza,166639.0,16637.0,166639,16637,183276.0,01/10/17
9,latina,202400.0,33282.0,202400,33282,235682.0,01/10/17
10,moncloa,106192.0,11475.0,106192,11475,117667.0,01/10/17
11,moratalaz,86815.0,7831.0,86815,7831,94646.0,01/10/17
12,puente_vallecas,193700.0,36401.0,193700,36401,230101.0,01/10/17
13,retiro,110829.0,8136.0,110829,8136,118965.0,01/10/17
14,salamanca,127236.0,17515.0,127236,17515,144751.0,01/10/17
15,san:blas,139449.0,16802.0,139449,16802,156251.0,01/10/17
16,tetuan,128054.0,27512.0,128054,27512,155566.0,01/10/17
17,usera,109343.0,27488.0,109343,27488,136831.0,01/10/17
18,vicalvaro,62945.0,8011.0,62945,8011,70956.0,01/10/17
19,villaverde,119763.0,25594.0,119763,25594,145357.0,01/10/17
20,villa_vallecas,95290.0,11896.0,95290,11896,107186.0,01/10/17
21,madrid,2805312.0,412420.0,2805312,412420,3217732.0,01/10/17
0,arganzuela,138604.0,14556.0,138604,14556,153160.0,01/11/17
1,barajas,43555.0,4205.0,43555,4205,47760.0,01/11/17
2,carabanchel,204722.0,43676.0,204722,43676,248398.0,01/11/17
3,centro,103724.0,29020.0,103724,29020,132744.0,01/11/17
4,chamartin,132095.0,13146.0,132095,13146,145241.0,01/11/17
5,chamberi,123928.0,14769.0,123928,14769,138697.0,01/11/17
6,ciudad_lineal,187096.0,28163.0,187096,28163,215259.0,01/11/17
7,fuencarral,224065.0,19092.0,224065,19092,243157.0,01/11/17
8,hortaleza,166766.0,16897.0,166766,16897,183663.0,01/11/17
9,latina,202407.0,33712.0,202407,33712,236119.0,01/11/17
10,moncloa,106312.0,11743.0,106312,11743,118055.0,01/11/17
11,moratalaz,86746.0,7888.0,86746,7888,94634.0,01/11/17
12,puente_vallecas,193764.0,37073.0,193764,37073,230837.0,01/11/17
13,retiro,110910.0,8299.0,110910,8299,119209.0,01/11/17
14,salamanca,127338.0,18083.0,127338,18083,145421.0,01/11/17
15,san:blas,139455.0,17114.0,139455,17114,156569.0,01/11/17
16,tetuan,128250.0,27985.0,128250,27985,156235.0,01/11/17
17,usera,109352.0,27806.0,109352,27806,137158.0,01/11/17
18,vicalvaro,62959.0,8150.0,62959,8150,71109.0,01/11/17
19,villaverde,119870.0,25921.0,119870,25921,145791.0,01/11/17
20,villa_vallecas,95496.0,12058.0,95496,12058,107554.0,01/11/17
21,madrid,2807414.0,419356.0,2807414,419356,3226770.0,01/11/17
0,arganzuela          ,138508.0,14532.0,138508,14532,153040.0,01/12/17
1,barajas             ,43633.0,4228.0,43633,4228,47861.0,01/12/17
2,carabanchel         ,204533.0,43898.0,204533,43898,248431.0,01/12/17
3,centro              ,103553.0,29066.0,103553,29066,132619.0,01/12/17
4,chamartin           ,132037.0,13172.0,132037,13172,145209.0,01/12/17
5,chamberi            ,123863.0,14805.0,123863,14805,138668.0,01/12/17
6,ciudad_lineal,186792.0,28181.0,186792,28181,214973.0,01/12/17
7,fuencarral,224036.0,19225.0,224036,19225,243261.0,01/12/17
8,hortaleza           ,166886.0,16990.0,166886,16990,183876.0,01/12/17
9,latina              ,202167.0,33882.0,202167,33882,236049.0,01/12/17
10,moncloa,106422.0,11772.0,106422,11772,118194.0,01/12/17
11,moratalaz           ,86621.0,7940.0,86621,7940,94561.0,01/12/17
12,puente_vallecas,193599.0,37205.0,193599,37205,230804.0,01/12/17
13,retiro              ,110822.0,8376.0,110822,8376,119198.0,01/12/17
14,salamanca           ,127351.0,18213.0,127351,18213,145564.0,01/12/17
15,san:blas,139276.0,17131.0,139276,17131,156407.0,01/12/17
16,tetuan              ,128142.0,28073.0,128142,28073,156215.0,01/12/17
17,usera               ,109100.0,27974.0,109100,27974,137074.0,01/12/17
18,vicalvaro           ,62965.0,8132.0,62965,8132,71097.0,01/12/17
19,villaverde          ,119662.0,26130.0,119662,26130,145792.0,01/12/17
20,villa_vallecas,95561.0,12054.0,95561,12054,107615.0,01/12/17
21,madrid,2805529.0,420979.0,2805529,420979,3226508.0,01/12/17
0,arganzuela,138728.0,14619.0,138728,14619,153347.0,01/01/18
1,barajas,43673.0,4246.0,43673,4246,47919.0,01/01/18
2,carabanchel,204610.0,44331.0,204610,44331,248941.0,01/01/18
3,centro,103591.0,29190.0,103591,29190,132781.0,01/01/18
4,chamartin,132134.0,13210.0,132134,13210,145344.0,01/01/18
5,chamberi,123992.0,14850.0,123992,14850,138842.0,01/01/18
6,ciudad_lineal,186751.0,28349.0,186751,28349,215100.0,01/01/18
7,fuencarral,224227.0,19325.0,224227,19325,243552.0,01/01/18
8,hortaleza,167175.0,17159.0,167175,17159,184334.0,01/01/18
9,latina,202234.0,34218.0,202234,34218,236452.0,01/01/18
10,moncloa,106475.0,11748.0,106475,11748,118223.0,01/01/18
11,moratalaz,86561.0,7960.0,86561,7960,94521.0,01/01/18
12,puente_vallecas,193655.0,37520.0,193655,37520,231175.0,01/01/18
13,retiro,110931.0,8418.0,110931,8418,119349.0,01/01/18
14,salamanca,127459.0,18233.0,127459,18233,145692.0,01/01/18
15,san:blas,139247.0,17388.0,139247,17388,156635.0,01/01/18
16,tetuan,128223.0,28247.0,128223,28247,156470.0,01/01/18
17,usera,109143.0,28269.0,109143,28269,137412.0,01/01/18
18,vicalvaro,62966.0,8154.0,62966,8154,71120.0,01/01/18
19,villaverde,119632.0,26361.0,119632,26361,145993.0,01/01/18
20,villa_vallecas,95697.0,12163.0,95697,12163,107860.0,01/01/18
21,madrid,2807104.0,423958.0,2807104,423958,3231062.0,01/01/18
0,arganzuela,138860.0,14578.0,138860,14578,153438.0,01/02/18
1,barajas,43791.0,4287.0,43791,4287,48078.0,01/02/18
2,carabanchel,204717.0,44761.0,204717,44761,249478.0,01/02/18
3,centro,103619.0,29189.0,103619,29189,132808.0,01/02/18
4,chamartin,132314.0,13250.0,132314,13250,145564.0,01/02/18
5,chamberi,124195.0,14861.0,124195,14861,139056.0,01/02/18
6,ciudad_lineal,186857.0,28535.0,186857,28535,215392.0,01/02/18
7,fuencarral,224592.0,19538.0,224592,19538,244130.0,01/02/18
8,hortaleza,167535.0,17321.0,167535,17321,184856.0,01/02/18
9,latina,202381.0,34535.0,202381,34535,236916.0,01/02/18
10,moncloa,106745.0,11686.0,106745,11686,118431.0,01/02/18
11,moratalaz,86605.0,7965.0,86605,7965,94570.0,01/02/18
12,puente_vallecas,193661.0,37863.0,193661,37863,231524.0,01/02/18
13,retiro,111022.0,8492.0,111022,8492,119514.0,01/02/18
14,salamanca,127621.0,18194.0,127621,18194,145815.0,01/02/18
15,san:blas,139358.0,17625.0,139358,17625,156983.0,01/02/18
16,tetuan,128382.0,28283.0,128382,28283,156665.0,01/02/18
17,usera,109171.0,28440.0,109171,28440,137611.0,01/02/18
18,vicalvaro,62999.0,8231.0,62999,8231,71230.0,01/02/18
19,villaverde,119681.0,26537.0,119681,26537,146218.0,01/02/18
20,villa_vallecas,95842.0,12285.0,95842,12285,108127.0,01/02/18
21,madrid,2809948.0,426456.0,2809948,426456,3236404.0,01/02/18
0,arganzuela          ,138901.0,14630.0,138901,14630,153531.0,01/03/18
1,barajas             ,43878.0,4318.0,43878,4318,48196.0,01/03/18
2,carabanchel         ,204743.0,45200.0,204743,45200,249943.0,01/03/18
3,centro              ,103608.0,29280.0,103608,29280,132888.0,01/03/18
4,chamartin           ,132308.0,13256.0,132308,13256,145564.0,01/03/18
5,chamberi            ,124243.0,14869.0,124243,14869,139112.0,01/03/18
6,ciudad_lineal,186803.0,28760.0,186803,28760,215563.0,01/03/18
7,fuencarral,224782.0,19685.0,224782,19685,244467.0,01/03/18
8,hortaleza           ,167742.0,17409.0,167742,17409,185151.0,01/03/18
9,latina              ,202291.0,34819.0,202291,34819,237110.0,01/03/18
10,moncloa,106789.0,11712.0,106789,11712,118501.0,01/03/18
11,moratalaz           ,86588.0,8060.0,86588,8060,94648.0,01/03/18
12,puente_vallecas,193779.0,38325.0,193779,38325,232104.0,01/03/18
13,retiro              ,111005.0,8511.0,111005,8511,119516.0,01/03/18
14,salamanca           ,127605.0,18288.0,127605,18288,145893.0,01/03/18
15,san:blas,139431.0,17788.0,139431,17788,157219.0,01/03/18
16,tetuan              ,128421.0,28448.0,128421,28448,156869.0,01/03/18
17,usera               ,109205.0,28746.0,109205,28746,137951.0,01/03/18
18,vicalvaro           ,63007.0,8298.0,63007,8298,71305.0,01/03/18
19,villaverde          ,119888.0,26943.0,119888,26943,146831.0,01/03/18
20,villa_vallecas,95970.0,12384.0,95970,12384,108354.0,01/03/18
21,madrid,2810987.0,429729.0,2810987,429729,3240716.0,01/03/18
0,arganzuela          ,138721.0,14619.0,138721,14619,153340.0,01/04/18
1,barajas             ,43946.0,4365.0,43946,4365,48311.0,01/04/18
2,carabanchel         ,204358.0,45315.0,204358,45315,249673.0,01/04/18
3,centro              ,103193.0,29091.0,103193,29091,132284.0,01/04/18
4,chamartin           ,132208.0,13172.0,132208,13172,145380.0,01/04/18
5,chamberi            ,124050.0,14827.0,124050,14827,138877.0,01/04/18
6,ciudad_lineal,186632.0,28888.0,186632,28888,215520.0,01/04/18
7,fuencarral,224721.0,19756.0,224721,19756,244477.0,01/04/18
8,hortaleza           ,167860.0,17415.0,167860,17415,185275.0,01/04/18
9,latina              ,201940.0,34858.0,201940,34858,236798.0,01/04/18
10,moncloa,106699.0,11696.0,106699,11696,118395.0,01/04/18
11,moratalaz           ,86481.0,8150.0,86481,8150,94631.0,01/04/18
12,puente_vallecas,193388.0,38427.0,193388,38427,231815.0,01/04/18
13,retiro              ,110837.0,8538.0,110837,8538,119375.0,01/04/18
14,salamanca           ,127352.0,18119.0,127352,18119,145471.0,01/04/18
15,san:blas,139327.0,17832.0,139327,17832,157159.0,01/04/18
16,tetuan              ,128132.0,28464.0,128132,28464,156596.0,01/04/18
17,usera               ,109029.0,28809.0,109029,28809,137838.0,01/04/18
18,vicalvaro           ,62976.0,8286.0,62976,8286,71262.0,01/04/18
19,villaverde          ,119798.0,27066.0,119798,27066,146864.0,01/04/18
20,villa_vallecas,96050.0,12456.0,96050,12456,108506.0,01/04/18
21,madrid,2807698.0,430149.0,2807698,430149,3237847.0,01/04/18
0,arganzuela          ,138912.0,14795.0,138912,14795,153707.0,01/05/18
1,barajas             ,44077.0,4405.0,44077,4405,48482.0,01/05/18
2,carabanchel         ,204641.0,45966.0,204641,45966,250607.0,01/05/18
3,centro              ,103187.0,29343.0,103187,29343,132530.0,01/05/18
4,chamartin           ,132347.0,13281.0,132347,13281,145628.0,01/05/18
5,chamberi            ,124141.0,14934.0,124141,14934,139075.0,01/05/18
6,ciudad_lineal,186673.0,29219.0,186673,29219,215892.0,01/05/18
7,fuencarral,225079.0,19864.0,225079,19864,244943.0,01/05/18
8,hortaleza           ,168272.0,17630.0,168272,17630,185902.0,01/05/18
9,latina              ,202125.0,35249.0,202125,35249,237374.0,01/05/18
10,moncloa,106838.0,11760.0,106838,11760,118598.0,01/05/18
11,moratalaz           ,86537.0,8244.0,86537,8244,94781.0,01/05/18
12,puente_vallecas,193712.0,39051.0,193712,39051,232763.0,01/05/18
13,retiro              ,110813.0,8642.0,110813,8642,119455.0,01/05/18
14,salamanca           ,127409.0,18269.0,127409,18269,145678.0,01/05/18
15,san:blas,139581.0,18134.0,139581,18134,157715.0,01/05/18
16,tetuan              ,128230.0,28710.0,128230,28710,156940.0,01/05/18
17,usera               ,109107.0,29218.0,109107,29218,138325.0,01/05/18
18,vicalvaro           ,63113.0,8356.0,63113,8356,71469.0,01/05/18
19,villaverde          ,120087.0,27366.0,120087,27366,147453.0,01/05/18
