Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/10/21,"14,5 €/m2","0,00 %","0,90 %","-6,10 %","14,5 €/m2","0,70 %","2,20 %","-3,30 %","11,5 €/m2","1,10 %","1,20 %","0,70 %","11,6 €/m2","1,00 %","2,00 %","-2,40 %","16,8 €/m2","1,30 %","4,70 %","-3,00 %","15,3 €/m2","1,30 %","1,90 %","-3,70 %","16,7 €/m2","1,50 %","3,10 %","-2,10 %","12,8 €/m2","0,70 %","0,90 %","-4,00 %","12,2 €/m2","1,10 %","1,00 %","-2,70 %","12,5 €/m2","0,50 %","-0,10 %","-1,00 %","11,8 €/m2","2,10 %","3,40 %","-4,10 %","14,3 €/m2","-0,50 %","1,00 %","-4,20 %","10,8 €/m2","0,60 %","-2,60 %","-4,40 %","12,0 €/m2","3,00 %","3,20 %","-2,50 %","14,9 €/m2","0,60 %","2,80 %","-4,80 %","17,3 €/m2","1,50 %","4,80 %","-1,40 %","11,2 €/m2","0,30 %","-0,80 %","-6,40 %","14,7 €/m2","0,90 %","3,10 %","-4,20 %","11,4 €/m2","1,30 %","5,60 %","-1,00 %","10,4 €/m2","0,10 %","4,10 %","2,00 %","11,1 €/m2","1,10 %","-0,20 %","-3,50 %","10,8 €/m2","2,10 %","4,10 %","-0,80 %"
01/09/21,"14,5 €/m2","0,60 %","1,10 %","-7,60 %","14,4 €/m2","1,20 %","1,70 %","-5,40 %","11,4 €/m2","0,50 %","-0,60 %","0,00 %","11,4 €/m2","0,70 %","0,20 %","-5,30 %","16,6 €/m2","2,40 %","3,90 %","-5,90 %","15,1 €/m2","0,60 %","0,60 %","-5,70 %","16,5 €/m2","1,20 %","2,20 %","-5,00 %","12,7 €/m2","1,30 %","0,80 %","-5,60 %","12,0 €/m2","-0,10 %","0,10 %","-5,00 %","12,4 €/m2","0,50 %","-0,20 %","-2,10 %","11,5 €/m2","1,80 %","0,30 %","-6,20 %","14,4 €/m2","-0,10 %","2,10 %","-4,70 %","10,8 €/m2","-1,80 %","-1,90 %","-5,60 %","11,6 €/m2","-0,20 %","1,00 %","-5,40 %","14,8 €/m2","1,80 %","1,20 %","-6,60 %","17,0 €/m2","2,00 %","3,70 %","-5,30 %","11,2 €/m2","-1,00 %","-2,40 %","-7,80 %","14,5 €/m2","1,20 %","2,40 %","-7,30 %","11,3 €/m2","3,10 %","4,30 %","-3,40 %","10,4 €/m2","1,10 %","2,60 %","-0,40 %","11,0 €/m2","-0,80 %","-0,60 %","-4,20 %","10,6 €/m2","1,90 %","1,30 %","-3,60 %"
01/08/21,"14,4 €/m2","0,30 %","0,70 %","-9,00 %","14,2 €/m2","0,30 %","0,50 %","-7,90 %","11,3 €/m2","-0,40 %","-1,60 %","-4,00 %","11,4 €/m2","0,40 %","-0,70 %","-6,60 %","16,3 €/m2","1,00 %","1,60 %","-8,70 %","15,0 €/m2","-0,10 %","-0,10 %","-7,30 %","16,3 €/m2","0,30 %","1,70 %","-7,20 %","12,5 €/m2","-1,10 %","-1,50 %","-7,40 %","12,1 €/m2","0,00 %","-0,10 %","-4,80 %","12,3 €/m2","-1,10 %","-0,10 %","-3,50 %","11,3 €/m2","-0,50 %","-0,80 %","-7,00 %","14,4 €/m2","1,60 %","3,40 %","-4,10 %","11,0 €/m2","-1,40 %","1,30 %","-5,30 %","11,7 €/m2","0,50 %","1,10 %","-5,10 %","14,6 €/m2","0,30 %","-1,10 %","-8,10 %","16,7 €/m2","1,20 %","1,60 %","-7,70 %","11,3 €/m2","-0,20 %","-1,40 %","-7,40 %","14,4 €/m2","0,90 %","0,90 %","-9,60 %","10,9 €/m2","1,10 %","-0,60 %","-6,50 %","10,3 €/m2","2,90 %","0,40 %","-0,90 %","11,1 €/m2","-0,40 %","-0,60 %","-6,40 %","10,4 €/m2","0,00 %","-0,90 %","-4,30 %"
01/07/21,"14,3 €/m2","0,20 %","0,00 %","-10,30 %","14,2 €/m2","0,20 %","-1,00 %","-8,90 %","11,4 €/m2","-0,70 %","0,30 %","-5,10 %","11,3 €/m2","-0,90 %","-0,80 %","-7,50 %","16,1 €/m2","0,50 %","0,60 %","-10,60 %","15,0 €/m2","0,00 %","0,00 %","-8,30 %","16,2 €/m2","0,70 %","0,70 %","-8,30 %","12,6 €/m2","0,60 %","-0,30 %","-7,00 %","12,0 €/m2","0,20 %","0,30 %","-5,60 %","12,5 €/m2","0,40 %","0,20 %","-2,20 %","11,4 €/m2","-0,90 %","0,50 %","-8,00 %","14,2 €/m2","0,60 %","1,70 %","-4,70 %","11,1 €/m2","1,30 %","1,90 %","-5,40 %","11,6 €/m2","0,70 %","-0,50 %","-6,10 %","14,5 €/m2","-0,90 %","-1,70 %","-10,80 %","16,5 €/m2","0,50 %","0,70 %","-9,90 %","11,3 €/m2","-1,20 %","-1,10 %","-8,00 %","14,2 €/m2","0,20 %","0,30 %","-11,00 %","10,8 €/m2","0,10 %","-2,80 %","-9,20 %","10,0 €/m2","-1,30 %","-1,70 %","-5,70 %","11,1 €/m2","0,60 %","0,30 %","-4,60 %","10,4 €/m2","-0,60 %","-0,40 %","-5,90 %"
01/06/21,"14,3 €/m2","0,20 %","-0,70 %","-12,00 %","14,2 €/m2","0,00 %","-0,80 %","-10,30 %","11,5 €/m2","-0,40 %","1,10 %","-2,70 %","11,4 €/m2","-0,20 %","0,20 %","-9,60 %","16,0 €/m2","0,00 %","-1,10 %","-13,50 %","15,0 €/m2","0,00 %","-0,80 %","-8,80 %","16,1 €/m2","0,70 %","-0,20 %","-10,50 %","12,6 €/m2","-0,90 %","-1,00 %","-7,90 %","12,0 €/m2","-0,30 %","-0,50 %","-5,30 %","12,4 €/m2","0,60 %","0,80 %","-1,70 %","11,5 €/m2","0,60 %","0,70 %","-9,30 %","14,1 €/m2","1,20 %","-0,10 %","-4,90 %","11,0 €/m2","1,40 %","1,50 %","-7,10 %","11,5 €/m2","-0,10 %","-1,60 %","-7,50 %","14,6 €/m2","-0,50 %","-0,70 %","-11,90 %","16,4 €/m2","-0,10 %","-0,30 %","-11,40 %","11,5 €/m2","0,00 %","-0,50 %","-7,30 %","14,2 €/m2","-0,20 %","-0,80 %","-12,20 %","10,8 €/m2","-1,80 %","-1,80 %","-11,10 %","10,1 €/m2","-1,10 %","-0,10 %","-7,20 %","11,1 €/m2","-0,80 %","0,10 %","-3,40 %","10,4 €/m2","-0,30 %","1,20 %","-8,60 %"
01/05/21,"14,3 €/m2","-0,40 %","-0,80 %","-12,40 %","14,2 €/m2","-1,10 %","0,00 %","-11,80 %","11,5 €/m2","1,40 %","1,90 %","-0,70 %","11,4 €/m2","0,30 %","0,80 %","-8,70 %","16,0 €/m2","0,00 %","-1,50 %","-16,80 %","15,0 €/m2","0,00 %","-1,70 %","-9,70 %","16,0 €/m2","-0,70 %","0,00 %","-12,70 %","12,7 €/m2","0,10 %","-0,20 %","-8,30 %","12,1 €/m2","0,40 %","-0,70 %","-6,00 %","12,4 €/m2","-0,70 %","0,20 %","-4,00 %","11,4 €/m2","0,80 %","-0,30 %","-10,90 %","13,9 €/m2","-0,10 %","-1,40 %","-6,70 %","10,8 €/m2","-0,80 %","0,60 %","-9,70 %","11,5 €/m2","-1,10 %","-1,20 %","-6,90 %","14,7 €/m2","-0,30 %","-0,50 %","-10,60 %","16,4 €/m2","0,20 %","-0,60 %","-12,10 %","11,5 €/m2","0,10 %","-1,40 %","-6,10 %","14,2 €/m2","0,30 %","-0,40 %","-13,10 %","11,0 €/m2","-1,10 %","-1,40 %","-9,90 %","10,2 €/m2","0,80 %","0,10 %","-5,20 %","11,2 €/m2","0,50 %","0,90 %","-2,10 %","10,5 €/m2","0,50 %","1,00 %","-9,70 %"
01/04/21,"14,3 €/m2","-0,50 %","-0,90 %","-9,80 %","14,3 €/m2","0,30 %","1,10 %","-8,80 %","11,4 €/m2","0,20 %","0,00 %","-3,20 %","11,4 €/m2","0,10 %","0,70 %","-7,50 %","16,0 €/m2","-1,20 %","-1,50 %","-16,40 %","15,0 €/m2","-0,80 %","-1,80 %","-9,10 %","16,1 €/m2","-0,20 %","-0,20 %","-11,30 %","12,7 €/m2","-0,20 %","-0,80 %","-7,30 %","12,0 €/m2","-0,70 %","-0,70 %","-7,00 %","12,4 €/m2","0,90 %","0,90 %","-3,10 %","11,3 €/m2","-0,70 %","-1,70 %","-9,20 %","13,9 €/m2","-1,20 %","-0,70 %","-6,40 %","10,9 €/m2","0,90 %","1,00 %","-10,10 %","11,7 €/m2","-0,40 %","-0,10 %","-5,10 %","14,8 €/m2","0,10 %","-0,90 %","-8,40 %","16,4 €/m2","-0,40 %","-1,80 %","-11,30 %","11,4 €/m2","-0,60 %","-1,70 %","-7,80 %","14,2 €/m2","-0,90 %","-1,60 %","-12,60 %","11,1 €/m2","1,10 %","-0,90 %","-9,00 %","10,2 €/m2","0,30 %","-0,40 %","-7,40 %","11,1 €/m2","0,40 %","-0,80 %","-3,60 %","10,4 €/m2","1,00 %","-1,00 %","-5,40 %"
01/03/21,"14,4 €/m2","0,00 %","-2,20 %","-8,20 %","14,3 €/m2","0,80 %","-0,90 %","-9,10 %","11,3 €/m2","0,30 %","0,90 %","-4,00 %","11,4 €/m2","0,40 %","-1,30 %","-6,30 %","16,2 €/m2","-0,40 %","-2,20 %","-14,80 %","15,1 €/m2","-0,90 %","-1,90 %","-7,50 %","16,1 €/m2","0,90 %","-1,40 %","-11,20 %","12,7 €/m2","-0,10 %","-1,70 %","-7,00 %","12,1 €/m2","-0,40 %","-1,10 %","-6,00 %","12,3 €/m2","0,00 %","-1,10 %","-3,10 %","11,4 €/m2","-0,30 %","-3,10 %","-6,00 %","14,1 €/m2","-0,10 %","-1,40 %","-3,30 %","10,8 €/m2","0,50 %","-0,80 %","-8,50 %","11,7 €/m2","0,30 %","-1,60 %","-6,30 %","14,7 €/m2","-0,30 %","-1,70 %","-7,10 %","16,4 €/m2","-0,40 %","-1,40 %","-10,40 %","11,5 €/m2","-1,00 %","-2,30 %","-6,40 %","14,3 €/m2","0,20 %","-2,40 %","-10,50 %","11,0 €/m2","-1,30 %","-2,80 %","-9,70 %","10,1 €/m2","-1,00 %","-1,00 %","-8,40 %","11,1 €/m2","-0,10 %","-2,80 %","-3,00 %","10,3 €/m2","-0,50 %","-2,70 %","-4,50 %"
01/02/21,"14,4 €/m2","-0,40 %","-4,10 %","-7,70 %","14,2 €/m2","-0,10 %","-4,10 %","-10,50 %","11,3 €/m2","-0,50 %","-0,20 %","-6,20 %","11,4 €/m2","0,10 %","-2,50 %","-6,00 %","16,2 €/m2","0,00 %","-4,40 %","-14,50 %","15,3 €/m2","-0,20 %","-2,40 %","-5,70 %","16,0 €/m2","-0,90 %","-4,70 %","-10,40 %","12,7 €/m2","-0,50 %","-3,10 %","-6,30 %","12,1 €/m2","0,50 %","-1,80 %","-4,50 %","12,3 €/m2","-0,10 %","-2,20 %","-1,30 %","11,5 €/m2","-0,70 %","-4,50 %","-5,60 %","14,1 €/m2","0,70 %","-3,50 %","-2,30 %","10,8 €/m2","-0,40 %","-4,70 %","-5,20 %","11,7 €/m2","0,00 %","-3,80 %","-6,40 %","14,8 €/m2","-0,70 %","-3,80 %","-6,30 %","16,5 €/m2","-1,00 %","-3,90 %","-9,40 %","11,6 €/m2","-0,10 %","-2,80 %","-5,10 %","14,3 €/m2","-0,90 %","-4,80 %","-9,70 %","11,1 €/m2","-0,60 %","-2,00 %","-7,30 %","10,2 €/m2","0,30 %","0,40 %","-5,50 %","11,1 €/m2","-1,10 %","-3,80 %","-0,80 %","10,4 €/m2","-1,50 %","-4,30 %","-4,20 %"
01/01/21,"14,5 €/m2","-1,80 %","-6,10 %","-6,70 %","14,2 €/m2","-1,70 %","-5,50 %","-9,00 %","11,4 €/m2","1,10 %","-0,80 %","-4,90 %","11,3 €/m2","-1,80 %","-4,20 %","-4,40 %","16,2 €/m2","-1,80 %","-6,40 %","-13,30 %","15,3 €/m2","-0,80 %","-3,70 %","-4,90 %","16,2 €/m2","-1,30 %","-5,50 %","-9,10 %","12,8 €/m2","-1,10 %","-3,80 %","-4,80 %","12,1 €/m2","-1,10 %","-3,30 %","-4,30 %","12,3 €/m2","-1,10 %","-2,00 %","0,90 %","11,5 €/m2","-2,10 %","-6,10 %","-3,80 %","14,0 €/m2","-2,00 %","-6,10 %","-2,80 %","10,8 €/m2","-0,90 %","-4,60 %","-3,80 %","11,7 €/m2","-1,90 %","-5,00 %","-5,60 %","14,9 €/m2","-0,70 %","-4,90 %","-7,20 %","16,7 €/m2","0,00 %","-4,80 %","-8,30 %","11,6 €/m2","-1,20 %","-3,00 %","-4,20 %","14,4 €/m2","-1,60 %","-5,80 %","-8,80 %","11,2 €/m2","-0,90 %","-2,70 %","-4,50 %","10,2 €/m2","-0,40 %","0,10 %","-6,10 %","11,2 €/m2","-1,70 %","-2,80 %","0,50 %","10,5 €/m2","-0,70 %","-3,30 %","-0,90 %"
01/12/20,"14,7 €/m2","-1,90 %","-5,90 %","-5,40 %","14,4 €/m2","-2,40 %","-5,20 %","-7,70 %","11,2 €/m2","-0,90 %","-1,40 %","-4,60 %","11,5 €/m2","-0,90 %","-4,40 %","-1,70 %","16,5 €/m2","-2,60 %","-6,40 %","-10,60 %","15,4 €/m2","-1,50 %","-3,70 %","-4,90 %","16,4 €/m2","-2,50 %","-5,70 %","-8,70 %","12,9 €/m2","-1,50 %","-3,80 %","-4,50 %","12,2 €/m2","-1,20 %","-3,60 %","-2,70 %","12,5 €/m2","-1,00 %","-1,50 %","1,90 %","11,8 €/m2","-1,70 %","-4,20 %","-2,50 %","14,3 €/m2","-2,30 %","-5,20 %","-1,20 %","10,9 €/m2","-3,50 %","-4,40 %","-3,00 %","11,9 €/m2","-2,00 %","-3,30 %","-3,20 %","15,0 €/m2","-2,50 %","-5,50 %","-7,00 %","16,7 €/m2","-2,90 %","-7,20 %","-9,10 %","11,8 €/m2","-1,50 %","-2,90 %","-1,80 %","14,7 €/m2","-2,30 %","-6,60 %","-7,90 %","11,3 €/m2","-0,50 %","-3,00 %","-2,90 %","10,2 €/m2","0,50 %","-1,80 %","-4,70 %","11,4 €/m2","-1,10 %","-0,90 %","0,00 %","10,6 €/m2","-2,10 %","-3,40 %","-0,10 %"
01/11/20,"15,0 €/m2","-2,50 %","-5,00 %","-4,50 %","14,8 €/m2","-1,50 %","-4,40 %","-5,50 %","11,3 €/m2","-1,00 %","-4,10 %","-5,00 %","11,7 €/m2","-1,60 %","-4,20 %","-1,40 %","17,0 €/m2","-2,10 %","-4,50 %","-8,80 %","15,6 €/m2","-1,50 %","-3,20 %","-3,90 %","16,8 €/m2","-1,80 %","-4,30 %","-6,90 %","13,1 €/m2","-1,30 %","-2,90 %","-3,50 %","12,4 €/m2","-1,10 %","-2,30 %","-1,80 %","12,6 €/m2","0,20 %","-1,40 %","2,70 %","12,0 €/m2","-2,40 %","-1,60 %","-0,70 %","14,6 €/m2","-2,00 %","-2,40 %","-0,30 %","11,3 €/m2","-0,30 %","-2,50 %","0,20 %","12,1 €/m2","-1,20 %","-1,30 %","-1,40 %","15,4 €/m2","-1,90 %","-2,90 %","-5,00 %","17,2 €/m2","-2,00 %","-5,00 %","-7,20 %","12,0 €/m2","-0,30 %","-2,00 %","-0,30 %","15,0 €/m2","-2,00 %","-5,60 %","-5,60 %","11,4 €/m2","-1,30 %","-2,70 %","-5,70 %","10,2 €/m2","0,00 %","-1,80 %","-5,30 %","11,5 €/m2","-0,10 %","-2,90 %","1,70 %","10,8 €/m2","-0,50 %","-0,10 %","0,80 %"
01/10/20,"15,4 €/m2","-1,60 %","-3,70 %","-3,10 %","15,0 €/m2","-1,40 %","-3,70 %","-4,50 %","11,4 €/m2","0,50 %","-4,60 %","-4,60 %","11,8 €/m2","-2,00 %","-3,30 %","0,10 %","17,4 €/m2","-1,80 %","-3,50 %","-6,60 %","15,9 €/m2","-0,80 %","-3,00 %","-3,20 %","17,1 €/m2","-1,50 %","-3,40 %","-6,40 %","13,3 €/m2","-1,00 %","-2,30 %","-2,00 %","12,5 €/m2","-1,30 %","-2,00 %","-1,60 %","12,6 €/m2","-0,60 %","-1,30 %","1,50 %","12,3 €/m2","-0,10 %","-0,80 %","1,20 %","14,9 €/m2","-1,00 %","0,50 %","-0,30 %","11,3 €/m2","-0,70 %","-3,70 %","1,50 %","12,3 €/m2","-0,20 %","-0,60 %","0,60 %","15,7 €/m2","-1,20 %","-3,60 %","-3,00 %","17,5 €/m2","-2,50 %","-4,30 %","-6,60 %","12,0 €/m2","-1,20 %","-2,50 %","0,20 %","15,3 €/m2","-2,40 %","-4,30 %","-3,00 %","11,5 €/m2","-1,10 %","-3,10 %","-4,60 %","10,2 €/m2","-2,20 %","-3,70 %","-5,50 %","11,5 €/m2","0,40 %","-1,30 %","1,10 %","10,9 €/m2","-0,80 %","-1,30 %","0,90 %"
01/09/20,"15,7 €/m2","-1,00 %","-3,70 %","-1,50 %","15,2 €/m2","-1,50 %","-3,70 %","-1,60 %","11,4 €/m2","-3,60 %","-3,30 %","-5,60 %","12,1 €/m2","-0,70 %","-4,40 %","0,70 %","17,7 €/m2","-0,60 %","-4,40 %","-4,10 %","16,0 €/m2","-1,00 %","-2,70 %","-2,50 %","17,3 €/m2","-1,10 %","-3,60 %","-4,50 %","13,4 €/m2","-0,60 %","-1,70 %","-1,20 %","12,7 €/m2","0,10 %","-0,20 %","0,90 %","12,7 €/m2","-1,00 %","0,10 %","1,50 %","12,3 €/m2","0,90 %","-3,00 %","1,40 %","15,1 €/m2","0,50 %","1,80 %","1,60 %","11,4 €/m2","-1,60 %","-3,50 %","0,80 %","12,3 €/m2","0,10 %","-1,20 %","1,30 %","15,9 €/m2","0,20 %","-4,50 %","-3,30 %","18,0 €/m2","-0,60 %","-2,90 %","-5,20 %","12,1 €/m2","-0,50 %","-1,80 %","2,00 %","15,7 €/m2","-1,30 %","-3,00 %","-0,60 %","11,7 €/m2","-0,30 %","-4,00 %","-1,20 %","10,4 €/m2","0,50 %","-4,40 %","-3,40 %","11,5 €/m2","-3,20 %","0,10 %","1,00 %","11,0 €/m2","1,20 %","-3,90 %","-0,70 %"
01/08/20,"15,8 €/m2","-1,10 %","-3,00 %","0,50 %","15,5 €/m2","-0,80 %","-3,80 %","0,70 %","11,8 €/m2","-1,60 %","1,80 %","-0,40 %","12,2 €/m2","-0,70 %","-3,00 %","2,80 %","17,8 €/m2","-1,20 %","-7,50 %","-2,90 %","16,2 €/m2","-1,20 %","-2,60 %","-1,40 %","17,5 €/m2","-0,80 %","-4,30 %","-2,50 %","13,5 €/m2","-0,60 %","-2,40 %","-0,60 %","12,7 €/m2","-0,80 %","-1,30 %","1,30 %","12,8 €/m2","0,30 %","-0,70 %","3,00 %","12,2 €/m2","-1,50 %","-5,00 %","1,70 %","15,0 €/m2","0,90 %","0,50 %","0,90 %","11,6 €/m2","-1,50 %","-3,40 %","4,50 %","12,3 €/m2","-0,50 %","-0,70 %","0,60 %","15,8 €/m2","-2,60 %","-3,80 %","-3,30 %","18,1 €/m2","-1,20 %","-3,20 %","-3,70 %","12,2 €/m2","-0,80 %","-0,10 %","4,00 %","15,9 €/m2","-0,60 %","-2,90 %","1,80 %","11,7 €/m2","-1,70 %","-4,30 %","-1,40 %","10,4 €/m2","-2,00 %","-4,00 %","-3,50 %","11,9 €/m2","1,50 %","3,90 %","5,70 %","10,9 €/m2","-1,70 %","-6,50 %","-1,10 %"
01/07/20,"16,0 €/m2","-1,60 %","0,60 %","2,40 %","15,6 €/m2","-1,30 %","-0,80 %","1,60 %","12,0 €/m2","1,90 %","2,30 %","0,30 %","12,2 €/m2","-3,10 %","-0,80 %","3,70 %","18,0 €/m2","-2,70 %","-6,00 %","-1,30 %","16,4 €/m2","-0,50 %","-0,80 %","0,50 %","17,7 €/m2","-1,70 %","-2,60 %","-1,70 %","13,6 €/m2","-0,50 %","-0,60 %","0,50 %","12,8 €/m2","0,40 %","-1,20 %","3,10 %","12,8 €/m2","0,80 %","-0,70 %","2,50 %","12,4 €/m2","-2,30 %","-0,90 %","6,10 %","14,9 €/m2","0,30 %","-0,10 %","1,40 %","11,8 €/m2","-0,50 %","-3,10 %","6,50 %","12,3 €/m2","-0,70 %","0,50 %","2,00 %","16,3 €/m2","-2,20 %","0,90 %","-0,10 %","18,3 €/m2","-1,10 %","-0,90 %","-1,50 %","12,3 €/m2","-0,50 %","-0,90 %","5,90 %","16,0 €/m2","-1,10 %","-1,40 %","2,60 %","11,9 €/m2","-2,00 %","-2,60 %","0,70 %","10,6 €/m2","-2,90 %","-3,50 %","-2,30 %","11,7 €/m2","1,80 %","1,30 %","4,30 %","11,0 €/m2","-3,40 %","0,20 %","2,50 %"
01/06/20,"16,3 €/m2","-0,30 %","3,60 %","4,20 %","15,8 €/m2","-1,70 %","0,60 %","2,20 %","11,8 €/m2","1,50 %","-0,20 %","-1,40 %","12,6 €/m2","0,70 %","3,90 %","8,20 %","18,5 €/m2","-3,80 %","-2,60 %","1,80 %","16,4 €/m2","-0,90 %","0,60 %","1,20 %","18,0 €/m2","-1,80 %","-1,00 %","-1,50 %","13,7 €/m2","-1,30 %","0,00 %","0,30 %","12,7 €/m2","-1,00 %","-1,30 %","2,80 %","12,6 €/m2","-1,70 %","-0,60 %","0,50 %","12,7 €/m2","-1,20 %","4,30 %","8,60 %","14,8 €/m2","-0,70 %","1,60 %","1,80 %","11,8 €/m2","-1,40 %","0,00 %","4,10 %","12,4 €/m2","0,60 %","-0,30 %","4,30 %","16,6 €/m2","1,10 %","4,80 %","2,80 %","18,5 €/m2","-0,90 %","0,90 %","0,00 %","12,4 €/m2","1,30 %","0,60 %","6,50 %","16,2 €/m2","-1,20 %","1,20 %","2,80 %","12,1 €/m2","-0,50 %","-0,40 %","6,60 %","10,9 €/m2","0,90 %","-1,40 %","0,50 %","11,5 €/m2","0,50 %","0,60 %","3,90 %","11,4 €/m2","-1,50 %","5,70 %","11,10 %"
01/05/20,"16,3 €/m2","2,50 %","4,50 %","4,80 %","16,1 €/m2","2,30 %","1,50 %","4,40 %","11,6 €/m2","-1,10 %","-3,80 %","-1,10 %","12,5 €/m2","1,60 %","3,80 %","8,70 %","19,2 €/m2","0,50 %","1,20 %","5,80 %","16,6 €/m2","0,70 %","2,60 %","1,80 %","18,3 €/m2","0,90 %","2,60 %","0,00 %","13,8 €/m2","1,20 %","2,00 %","2,00 %","12,8 €/m2","-0,70 %","0,90 %","3,00 %","12,9 €/m2","0,20 %","3,00 %","2,00 %","12,8 €/m2","2,70 %","5,70 %","8,20 %","14,9 €/m2","0,30 %","3,20 %","2,00 %","12,0 €/m2","-1,20 %","5,70 %","7,50 %","12,4 €/m2","0,70 %","-0,70 %","7,50 %","16,5 €/m2","2,10 %","4,30 %","2,80 %","18,7 €/m2","1,10 %","2,50 %","1,80 %","12,2 €/m2","-1,70 %","-0,30 %","3,30 %","16,4 €/m2","0,90 %","3,60 %","4,20 %","12,2 €/m2","-0,10 %","1,50 %","7,20 %","10,8 €/m2","-1,60 %","-0,20 %","2,50 %","11,4 €/m2","-1,00 %","2,20 %","3,10 %","11,6 €/m2","5,30 %","7,20 %","14,60 %"
01/04/20,"15,9 €/m2","1,30 %","2,60 %","2,40 %","15,7 €/m2","0,00 %","0,80 %","2,50 %","11,7 €/m2","-0,60 %","-1,80 %","1,10 %","12,3 €/m2","1,50 %","4,10 %","7,00 %","19,1 €/m2","0,80 %","2,10 %","4,90 %","16,5 €/m2","0,90 %","2,60 %","1,80 %","18,2 €/m2","0,00 %","2,20 %","-0,10 %","13,7 €/m2","0,10 %","1,80 %","1,50 %","12,9 €/m2","0,40 %","2,30 %","4,50 %","12,8 €/m2","0,90 %","5,00 %","1,10 %","12,5 €/m2","2,80 %","4,10 %","4,50 %","14,9 €/m2","2,00 %","3,20 %","2,30 %","12,1 €/m2","2,70 %","8,00 %","8,30 %","12,3 €/m2","-1,60 %","-0,60 %","7,80 %","16,1 €/m2","1,60 %","0,40 %","1,40 %","18,4 €/m2","0,70 %","1,50 %","0,60 %","12,4 €/m2","1,00 %","2,10 %","5,10 %","16,2 €/m2","1,50 %","2,60 %","4,20 %","12,2 €/m2","0,20 %","4,00 %","8,30 %","11,0 €/m2","-0,70 %","1,00 %","2,80 %","11,5 €/m2","1,10 %","3,50 %","5,80 %","11,0 €/m2","1,90 %","3,70 %","9,40 %"
