Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/07/14,"11,3 €/m2","0,30 %","0,90 %","0,90 %","11,0 €/m2","0,00 %","-1,00 %","-1,80 %","9,5 €/m2","-0,30 %","-3,30 %","-2,60 %","8,3 €/m2","-1,10 %","-0,90 %","-4,60 %","13,3 €/m2","0,00 %","0,00 %","0,00 %","12,3 €/m2","-0,20 %","-0,10 %","1,60 %","13,3 €/m2","0,00 %","1,20 %","0,00 %","10,0 €/m2","0,00 %","0,10 %","0,00 %","10,0 €/m2","0,40 %","0,40 %","1,00 %","10,3 €/m2","0,50 %","-0,10 %","-0,40 %","8,4 €/m2","1,10 %","-0,10 %","-1,60 %","11,3 €/m2","2,10 %","2,10 %","3,40 %","8,3 €/m2","-0,70 %","2,00 %","-1,40 %","8,3 €/m2","0,00 %","0,00 %","-4,50 %","11,7 €/m2","0,60 %","1,20 %","1,40 %","13,7 €/m2","0,00 %","0,80 %","3,10 %","9,1 €/m2","-1,20 %","-1,20 %","-2,30 %","11,2 €/m2","0,10 %","0,00 %","-2,20 %","8,2 €/m2","-0,10 %","0,20 %","-1,30 %","8,3 €/m2","0,00 %","3,20 %","0,70 %","8,9 €/m2","0,00 %","-1,10 %","0,20 %","7,4 €/m2","-0,20 %","-3,10 %","-5,10 %"
01/06/14,"11,3 €/m2","0,40 %","0,80 %","0,70 %","11,0 €/m2","-1,00 %","-0,40 %","-1,70 %","9,5 €/m2","-2,80 %","-2,70 %","-2,80 %","8,4 €/m2","-0,30 %","-0,10 %","-4,30 %","13,3 €/m2","-0,40 %","0,00 %","0,00 %","12,3 €/m2","0,10 %","0,20 %","0,50 %","13,3 €/m2","0,90 %","1,10 %","0,00 %","10,0 €/m2","0,10 %","0,20 %","-0,70 %","9,9 €/m2","1,00 %","-0,50 %","0,70 %","10,2 €/m2","-0,20 %","-1,40 %","-1,90 %","8,4 €/m2","0,20 %","-0,90 %","-2,50 %","11,1 €/m2","0,00 %","1,30 %","1,20 %","8,4 €/m2","0,90 %","3,50 %","-1,10 %","8,3 €/m2","0,00 %","0,10 %","-4,90 %","11,7 €/m2","0,30 %","0,00 %","1,30 %","13,7 €/m2","0,00 %","0,80 %","3,10 %","9,2 €/m2","-1,00 %","-0,50 %","-1,80 %","11,2 €/m2","0,20 %","1,20 %","-2,30 %","8,3 €/m2","-0,80 %","0,20 %","-2,10 %","8,3 €/m2","2,00 %","3,20 %","0,10 %","8,9 €/m2","-0,30 %","-1,50 %","-0,40 %","7,4 €/m2","-0,90 %","-3,50 %","-6,10 %"
01/05/14,"11,2 €/m2","0,20 %","0,40 %","0,30 %","11,1 €/m2","0,00 %","1,10 %","-1,20 %","9,8 €/m2","-0,30 %","0,40 %","-0,10 %","8,5 €/m2","0,50 %","0,10 %","-4,30 %","13,4 €/m2","0,40 %","0,40 %","-0,30 %","12,3 €/m2","0,00 %","0,30 %","-0,50 %","13,2 €/m2","0,20 %","0,70 %","-0,90 %","10,0 €/m2","0,00 %","0,10 %","-2,50 %","9,8 €/m2","-1,00 %","0,10 %","-1,20 %","10,2 €/m2","-0,40 %","-1,30 %","-3,80 %","8,3 €/m2","-1,30 %","-1,10 %","-3,80 %","11,1 €/m2","0,00 %","2,40 %","1,20 %","8,3 €/m2","1,80 %","4,40 %","-2,80 %","8,3 €/m2","0,10 %","0,10 %","-5,60 %","11,6 €/m2","0,20 %","-0,40 %","-0,20 %","13,7 €/m2","0,80 %","0,80 %","1,60 %","9,3 €/m2","1,00 %","0,10 %","-1,90 %","11,2 €/m2","-0,20 %","0,90 %","-2,10 %","8,3 €/m2","1,10 %","-0,30 %","-2,60 %","8,2 €/m2","1,20 %","-0,10 %","-1,90 %","8,9 €/m2","-0,80 %","-1,20 %","-0,30 %","7,5 €/m2","-2,00 %","-3,40 %","-6,30 %"
01/04/14,"11,2 €/m2","0,20 %","0,70 %","-0,60 %","11,1 €/m2","0,60 %","2,00 %","-1,20 %","9,8 €/m2","0,40 %","2,10 %","0,20 %","8,4 €/m2","-0,40 %","-1,00 %","-5,70 %","13,3 €/m2","0,00 %","0,50 %","-1,50 %","12,3 €/m2","0,10 %","0,70 %","-1,60 %","13,2 €/m2","0,00 %","-0,30 %","-1,80 %","10,0 €/m2","0,10 %","0,10 %","-3,00 %","9,9 €/m2","-0,40 %","1,30 %","-1,80 %","10,3 €/m2","-0,80 %","-0,20 %","-4,50 %","8,5 €/m2","0,30 %","0,20 %","-2,90 %","11,1 €/m2","1,30 %","2,80 %","1,60 %","8,2 €/m2","0,70 %","2,40 %","-5,40 %","8,3 €/m2","0,00 %","-0,80 %","-6,00 %","11,6 €/m2","-0,60 %","-1,20 %","-0,50 %","13,6 €/m2","0,00 %","0,80 %","0,10 %","9,2 €/m2","-0,50 %","0,40 %","-3,30 %","11,2 €/m2","1,20 %","-0,10 %","-2,20 %","8,2 €/m2","-0,20 %","-1,30 %","-5,10 %","8,1 €/m2","0,00 %","0,90 %","-4,90 %","9,0 €/m2","-0,40 %","1,20 %","0,30 %","7,6 €/m2","-0,50 %","0,00 %","-4,20 %"
01/03/14,"11,2 €/m2","0,00 %","0,70 %","-1,00 %","11,0 €/m2","0,50 %","1,30 %","-2,80 %","9,7 €/m2","0,20 %","1,50 %","-0,40 %","8,4 €/m2","-0,10 %","-2,00 %","-5,40 %","13,3 €/m2","0,00 %","0,60 %","-2,20 %","12,3 €/m2","0,20 %","1,40 %","-1,90 %","13,2 €/m2","0,50 %","-1,10 %","-2,40 %","10,0 €/m2","0,00 %","0,00 %","-2,70 %","10,0 €/m2","1,60 %","1,70 %","-1,10 %","10,4 €/m2","-0,10 %","1,80 %","-1,90 %","8,4 €/m2","-0,10 %","-0,30 %","-4,10 %","11,0 €/m2","1,00 %","2,10 %","-0,50 %","8,1 €/m2","1,80 %","0,40 %","-5,30 %","8,3 €/m2","0,00 %","-1,00 %","-6,70 %","11,7 €/m2","0,00 %","-0,60 %","0,00 %","13,6 €/m2","0,00 %","0,90 %","-0,70 %","9,3 €/m2","-0,30 %","1,50 %","-2,70 %","11,1 €/m2","-0,10 %","-0,90 %","-4,20 %","8,2 €/m2","-1,20 %","0,00 %","-5,70 %","8,1 €/m2","-1,30 %","3,40 %","-5,50 %","9,0 €/m2","0,00 %","4,30 %","-0,30 %","7,7 €/m2","-0,90 %","0,80 %","-5,80 %"
01/02/14,"11,2 €/m2","0,50 %","0,00 %","-1,60 %","11,0 €/m2","0,90 %","-0,70 %","-3,00 %","9,7 €/m2","1,50 %","0,20 %","-2,30 %","8,5 €/m2","-0,50 %","-3,50 %","-6,70 %","13,3 €/m2","0,50 %","0,00 %","-2,30 %","12,3 €/m2","0,50 %","1,30 %","-1,80 %","13,1 €/m2","-0,70 %","-1,60 %","-3,60 %","10,0 €/m2","0,00 %","0,00 %","-3,20 %","9,8 €/m2","0,10 %","-2,00 %","-2,90 %","10,4 €/m2","0,80 %","1,60 %","-2,10 %","8,4 €/m2","0,00 %","-2,00 %","-3,60 %","10,9 €/m2","0,40 %","-0,20 %","-2,00 %","8,0 €/m2","-0,10 %","-1,80 %","-7,60 %","8,3 €/m2","-0,80 %","-2,30 %","-7,40 %","11,7 €/m2","-0,60 %","-0,40 %","-0,80 %","13,6 €/m2","0,80 %","0,80 %","-1,30 %","9,3 €/m2","1,20 %","1,80 %","-2,30 %","11,1 €/m2","-1,10 %","-1,40 %","-4,20 %","8,3 €/m2","0,10 %","-0,10 %","-4,80 %","8,2 €/m2","2,20 %","2,70 %","-2,90 %","9,0 €/m2","1,70 %","3,60 %","0,70 %","7,8 €/m2","1,40 %","0,80 %","-4,50 %"
01/01/14,"11,1 €/m2","0,20 %","-1,20 %","-2,30 %","10,9 €/m2","0,00 %","-1,00 %","-3,20 %","9,6 €/m2","-0,30 %","-1,70 %","-6,90 %","8,5 €/m2","-1,40 %","-3,80 %","-6,50 %","13,3 €/m2","0,10 %","-0,50 %","-2,80 %","12,2 €/m2","0,70 %","0,40 %","-3,20 %","13,2 €/m2","-0,80 %","-0,80 %","-1,70 %","10,0 €/m2","0,00 %","-0,10 %","-3,80 %","9,8 €/m2","0,00 %","-2,80 %","-4,20 %","10,3 €/m2","1,10 %","0,70 %","-2,60 %","8,4 €/m2","-0,30 %","-2,80 %","-5,30 %","10,8 €/m2","0,70 %","-1,80 %","-2,60 %","8,0 €/m2","-1,20 %","-2,30 %","-7,50 %","8,4 €/m2","-0,20 %","-3,00 %","-6,60 %","11,7 €/m2","0,00 %","1,10 %","0,60 %","13,5 €/m2","0,10 %","-0,30 %","-2,20 %","9,2 €/m2","0,50 %","0,40 %","-3,00 %","11,2 €/m2","0,40 %","-0,20 %","-3,80 %","8,3 €/m2","1,20 %","-0,20 %","-3,80 %","8,0 €/m2","2,50 %","0,80 %","-4,80 %","8,8 €/m2","2,60 %","1,20 %","-1,70 %","7,6 €/m2","0,30 %","-1,00 %","-8,10 %"
01/12/13,"11,1 €/m2","-0,70 %","-1,50 %","-3,20 %","10,9 €/m2","-1,60 %","-0,90 %","-2,50 %","9,6 €/m2","-1,10 %","-1,50 %","-5,90 %","8,6 €/m2","-1,60 %","-1,50 %","-5,20 %","13,3 €/m2","-0,60 %","-0,60 %","-3,60 %","12,1 €/m2","0,10 %","-0,30 %","-4,20 %","13,3 €/m2","0,00 %","0,00 %","-0,90 %","10,0 €/m2","0,00 %","-0,10 %","-4,00 %","9,8 €/m2","-2,10 %","-2,30 %","-3,90 %","10,2 €/m2","-0,30 %","-0,60 %","-4,30 %","8,5 €/m2","-1,80 %","-2,30 %","-6,10 %","10,7 €/m2","-1,30 %","-2,60 %","-4,40 %","8,1 €/m2","-0,40 %","-2,40 %","-6,70 %","8,4 €/m2","-1,30 %","-3,20 %","-7,20 %","11,7 €/m2","0,20 %","1,60 %","-1,50 %","13,5 €/m2","-0,10 %","-0,30 %","-2,60 %","9,2 €/m2","0,00 %","-0,20 %","-4,20 %","11,2 €/m2","-0,60 %","-1,00 %","-4,90 %","8,2 €/m2","-1,40 %","-1,40 %","-5,00 %","7,8 €/m2","-2,00 %","-4,90 %","-7,00 %","8,6 €/m2","-0,70 %","-2,20 %","-5,90 %","7,6 €/m2","-0,80 %","-2,30 %","-8,30 %"
01/11/13,"11,2 €/m2","-0,80 %","-0,30 %","-3,80 %","11,1 €/m2","0,60 %","-0,30 %","-2,70 %","9,7 €/m2","-0,30 %","-0,20 %","-4,40 %","8,8 €/m2","-0,80 %","0,10 %","-5,00 %","13,3 €/m2","0,00 %","0,00 %","-4,00 %","12,1 €/m2","-0,40 %","0,70 %","-4,70 %","13,3 €/m2","0,00 %","0,00 %","-1,80 %","10,0 €/m2","0,00 %","-0,10 %","-5,50 %","10,0 €/m2","-0,70 %","0,30 %","-2,10 %","10,2 €/m2","-0,10 %","0,10 %","-4,40 %","8,6 €/m2","-0,80 %","-0,60 %","-4,90 %","10,9 €/m2","-1,10 %","-0,90 %","-5,20 %","8,1 €/m2","-0,70 %","-2,50 %","-5,30 %","8,5 €/m2","-1,60 %","-1,80 %","-7,50 %","11,7 €/m2","0,80 %","1,50 %","-1,90 %","13,5 €/m2","-0,30 %","1,40 %","-3,20 %","9,2 €/m2","-0,10 %","-1,20 %","-4,60 %","11,3 €/m2","0,00 %","-0,40 %","-5,00 %","8,3 €/m2","0,00 %","1,00 %","-4,80 %","8,0 €/m2","0,30 %","-3,30 %","-6,20 %","8,7 €/m2","-0,70 %","-1,80 %","-5,80 %","7,7 €/m2","-0,50 %","-0,40 %","-8,80 %"
01/10/13,"11,3 €/m2","0,00 %","0,60 %","-4,10 %","11,0 €/m2","0,00 %","-1,80 %","-4,40 %","9,7 €/m2","-0,10 %","0,30 %","-5,30 %","8,8 €/m2","0,90 %","1,00 %","-4,40 %","13,3 €/m2","0,00 %","0,00 %","-4,50 %","12,2 €/m2","0,00 %","0,50 %","-2,60 %","13,3 €/m2","0,00 %","0,00 %","-2,40 %","10,0 €/m2","-0,10 %","-0,10 %","-5,70 %","10,1 €/m2","0,40 %","2,30 %","-1,40 %","10,2 €/m2","-0,10 %","-0,80 %","-4,40 %","8,7 €/m2","0,20 %","1,00 %","-5,90 %","11,0 €/m2","-0,20 %","0,30 %","-4,50 %","8,2 €/m2","-1,30 %","-3,30 %","-5,10 %","8,7 €/m2","-0,40 %","-0,80 %","-6,50 %","11,6 €/m2","0,50 %","0,30 %","-3,90 %","13,6 €/m2","0,20 %","1,80 %","-3,40 %","9,2 €/m2","-0,10 %","-1,90 %","-5,00 %","11,3 €/m2","-0,40 %","-2,00 %","-6,00 %","8,3 €/m2","0,00 %","0,00 %","-4,80 %","7,9 €/m2","-3,20 %","-4,10 %","-7,30 %","8,7 €/m2","-0,90 %","-1,20 %","-4,10 %","7,7 €/m2","-1,10 %","-1,00 %","-8,60 %"
01/09/13,"11,3 €/m2","0,40 %","0,70 %","-4,50 %","11,0 €/m2","-1,00 %","-1,70 %","-4,70 %","9,7 €/m2","0,20 %","-0,10 %","-5,00 %","8,7 €/m2","0,00 %","-0,60 %","-5,20 %","13,3 €/m2","0,00 %","0,00 %","-5,10 %","12,2 €/m2","1,10 %","-0,70 %","-2,50 %","13,3 €/m2","0,00 %","0,00 %","-4,10 %","10,0 €/m2","0,00 %","-0,70 %","-6,30 %","10,1 €/m2","0,50 %","1,90 %","-1,90 %","10,2 €/m2","0,30 %","-1,70 %","-3,70 %","8,7 €/m2","0,00 %","1,00 %","-6,70 %","11,0 €/m2","0,40 %","0,40 %","-4,70 %","8,3 €/m2","-0,60 %","-2,50 %","-5,10 %","8,7 €/m2","0,20 %","-0,90 %","-7,00 %","11,6 €/m2","0,10 %","0,40 %","-4,40 %","13,5 €/m2","1,50 %","1,60 %","-3,60 %","9,2 €/m2","-1,00 %","-2,50 %","-7,70 %","11,3 €/m2","0,00 %","-1,60 %","-5,60 %","8,3 €/m2","1,00 %","-1,00 %","-3,40 %","8,2 €/m2","-0,30 %","-1,40 %","-2,20 %","8,8 €/m2","-0,30 %","-0,80 %","-3,80 %","7,8 €/m2","1,20 %","-1,10 %","-8,00 %"
01/08/13,"11,2 €/m2","0,10 %","0,30 %","-5,00 %","11,1 €/m2","-0,80 %","-1,20 %","-3,40 %","9,7 €/m2","0,20 %","-0,40 %","-4,40 %","8,7 €/m2","0,10 %","-1,00 %","-5,80 %","13,3 €/m2","0,00 %","-0,80 %","-5,00 %","12,0 €/m2","-0,50 %","-2,70 %","-4,90 %","13,3 €/m2","0,00 %","0,00 %","-4,00 %","10,0 €/m2","0,00 %","-2,50 %","-6,70 %","10,0 €/m2","1,30 %","0,40 %","-2,70 %","10,2 €/m2","-0,90 %","-4,00 %","-5,20 %","8,7 €/m2","0,80 %","-0,10 %","-6,20 %","11,0 €/m2","0,10 %","0,00 %","-5,70 %","8,3 €/m2","-1,50 %","-2,80 %","-5,10 %","8,7 €/m2","-0,60 %","-1,70 %","-7,20 %","11,5 €/m2","-0,30 %","-1,00 %","-5,20 %","13,3 €/m2","0,10 %","-1,40 %","-4,80 %","9,3 €/m2","-0,90 %","-2,50 %","-7,10 %","11,3 €/m2","-1,60 %","-1,30 %","-6,80 %","8,3 €/m2","-1,00 %","-3,20 %","-5,50 %","8,2 €/m2","-0,60 %","-1,20 %","-3,50 %","8,8 €/m2","0,00 %","-0,80 %","-1,80 %","7,7 €/m2","-1,10 %","-3,40 %","-8,40 %"
01/07/13,"11,2 €/m2","0,20 %","-0,60 %","-5,30 %","11,2 €/m2","0,00 %","-0,50 %","-3,00 %","9,7 €/m2","-0,40 %","-0,50 %","-4,30 %","8,7 €/m2","-0,70 %","-1,90 %","-6,70 %","13,3 €/m2","0,00 %","-1,50 %","-5,20 %","12,1 €/m2","-1,20 %","-3,30 %","-5,10 %","13,3 €/m2","0,00 %","-0,70 %","-4,70 %","10,0 €/m2","-0,70 %","-2,90 %","-7,20 %","9,9 €/m2","0,00 %","-2,50 %","-3,70 %","10,3 €/m2","-1,00 %","-4,20 %","-5,00 %","8,6 €/m2","0,20 %","-1,30 %","-6,60 %","11,0 €/m2","-0,10 %","0,30 %","-5,80 %","8,5 €/m2","-0,40 %","-2,10 %","-5,40 %","8,7 €/m2","-0,50 %","-1,60 %","-7,40 %","11,6 €/m2","0,60 %","-0,70 %","-5,40 %","13,3 €/m2","0,00 %","-2,20 %","-5,50 %","9,3 €/m2","-0,70 %","-2,20 %","-6,10 %","11,5 €/m2","0,00 %","0,10 %","-5,60 %","8,4 €/m2","-0,90 %","-3,60 %","-7,10 %","8,3 €/m2","-0,50 %","-2,60 %","-4,60 %","8,8 €/m2","-0,60 %","-1,00 %","-3,40 %","7,8 €/m2","-1,20 %","-2,20 %","-7,60 %"
01/06/13,"11,2 €/m2","0,00 %","-1,00 %","-5,80 %","11,2 €/m2","-0,50 %","-1,50 %","-4,10 %","9,8 €/m2","-0,10 %","-0,30 %","-5,10 %","8,8 €/m2","-0,40 %","-1,30 %","-7,90 %","13,3 €/m2","-0,70 %","-2,20 %","-5,90 %","12,3 €/m2","-1,00 %","-2,30 %","-4,70 %","13,3 €/m2","0,00 %","-1,30 %","-4,80 %","10,1 €/m2","-1,80 %","-1,90 %","-7,40 %","9,9 €/m2","-1,00 %","-2,20 %","-4,20 %","10,4 €/m2","-2,10 %","-1,40 %","-5,60 %","8,6 €/m2","-1,10 %","-2,50 %","-6,40 %","11,0 €/m2","0,00 %","-0,30 %","-5,70 %","8,5 €/m2","-0,80 %","-0,90 %","-5,50 %","8,8 €/m2","-0,70 %","-1,80 %","-8,30 %","11,5 €/m2","-1,30 %","-1,30 %","-7,80 %","13,3 €/m2","-1,50 %","-3,00 %","-4,90 %","9,4 €/m2","-1,00 %","-1,40 %","-7,70 %","11,5 €/m2","0,40 %","-0,80 %","-6,10 %","8,4 €/m2","-1,30 %","-3,40 %","-5,30 %","8,3 €/m2","-0,10 %","-2,60 %","-2,10 %","8,9 €/m2","-0,20 %","-1,40 %","-1,80 %","7,9 €/m2","-1,20 %","-3,20 %","-7,60 %"
01/05/13,"11,2 €/m2","-0,70 %","-1,50 %","-6,30 %","11,3 €/m2","0,00 %","-0,70 %","-3,20 %","9,8 €/m2","0,10 %","-1,90 %","-6,30 %","8,8 €/m2","-0,90 %","-2,50 %","-7,90 %","13,4 €/m2","-0,80 %","-1,50 %","-6,00 %","12,4 €/m2","-1,10 %","-1,00 %","-5,50 %","13,3 €/m2","-0,70 %","-2,10 %","-5,80 %","10,3 €/m2","-0,50 %","-0,60 %","-5,40 %","10,0 €/m2","-1,60 %","-1,50 %","-4,80 %","10,6 €/m2","-1,10 %","0,40 %","-5,00 %","8,7 €/m2","-0,40 %","-0,90 %","-5,50 %","11,0 €/m2","0,40 %","-0,80 %","-6,20 %","8,6 €/m2","-0,80 %","-0,80 %","-5,90 %","8,8 €/m2","-0,40 %","-1,90 %","-6,90 %","11,7 €/m2","0,00 %","-0,90 %","-6,60 %","13,5 €/m2","-0,70 %","-2,00 %","-4,50 %","9,5 €/m2","-0,60 %","-0,30 %","-4,40 %","11,5 €/m2","-0,30 %","-1,20 %","-6,60 %","8,5 €/m2","-1,40 %","-2,50 %","-5,70 %","8,3 €/m2","-1,90 %","-1,10 %","-5,00 %","8,9 €/m2","-0,20 %","-0,20 %","-4,90 %","8,0 €/m2","0,20 %","-1,50 %","-5,70 %"
01/04/13,"11,3 €/m2","-0,20 %","-1,00 %","-5,60 %","11,3 €/m2","-1,00 %","0,00 %","-4,00 %","9,8 €/m2","-0,20 %","-5,10 %","-7,60 %","8,9 €/m2","-0,10 %","-1,90 %","-7,60 %","13,5 €/m2","-0,70 %","-0,70 %","-6,30 %","12,5 €/m2","-0,20 %","-0,90 %","-5,10 %","13,4 €/m2","-0,60 %","-0,20 %","-4,90 %","10,3 €/m2","0,40 %","-0,70 %","-6,60 %","10,1 €/m2","0,30 %","-1,20 %","-3,60 %","10,8 €/m2","1,90 %","1,80 %","-5,40 %","8,7 €/m2","-1,00 %","-2,30 %","-6,20 %","10,9 €/m2","-0,70 %","-1,40 %","-5,60 %","8,6 €/m2","0,80 %","0,00 %","-6,30 %","8,9 €/m2","-0,70 %","-1,40 %","-5,60 %","11,7 €/m2","-0,10 %","-0,10 %","-7,40 %","13,6 €/m2","-0,80 %","-1,50 %","-3,80 %","9,6 €/m2","0,20 %","0,80 %","-4,00 %","11,5 €/m2","-0,90 %","-1,70 %","-6,00 %","8,7 €/m2","-0,80 %","0,00 %","-5,70 %","8,5 €/m2","-0,60 %","1,10 %","-5,00 %","8,9 €/m2","-1,00 %","-0,80 %","-5,50 %","8,0 €/m2","-2,20 %","-4,10 %","-6,70 %"
01/03/13,"11,3 €/m2","-0,60 %","-1,50 %","-5,70 %","11,4 €/m2","0,30 %","1,70 %","-3,60 %","9,8 €/m2","-1,70 %","-4,10 %","-8,20 %","8,9 €/m2","-1,50 %","-1,80 %","-7,10 %","13,6 €/m2","0,00 %","-0,80 %","-6,30 %","12,5 €/m2","0,30 %","-1,00 %","-6,20 %","13,5 €/m2","-0,80 %","0,40 %","-4,30 %","10,3 €/m2","-0,50 %","-1,30 %","-6,90 %","10,1 €/m2","-0,30 %","-1,30 %","-3,90 %","10,6 €/m2","-0,30 %","-0,80 %","-7,70 %","8,8 €/m2","0,50 %","-2,40 %","-6,20 %","11,0 €/m2","-0,50 %","-1,80 %","-5,10 %","8,6 €/m2","-0,70 %","-1,10 %","-7,00 %","8,9 €/m2","-0,70 %","-1,50 %","-6,10 %","11,7 €/m2","-0,80 %","-2,10 %","-6,60 %","13,7 €/m2","-0,50 %","-1,00 %","-4,40 %","9,5 €/m2","0,10 %","-0,10 %","-5,70 %","11,6 €/m2","-0,10 %","-1,60 %","-5,40 %","8,7 €/m2","-0,30 %","0,80 %","-2,90 %","8,5 €/m2","1,50 %","1,80 %","-3,80 %","9,0 €/m2","1,00 %","-1,60 %","-6,20 %","8,2 €/m2","0,50 %","-1,90 %","-6,30 %"
01/02/13,"11,4 €/m2","-0,20 %","-2,30 %","-5,50 %","11,3 €/m2","0,70 %","-0,40 %","-4,10 %","10,0 €/m2","-3,30 %","-1,90 %","-4,80 %","9,1 €/m2","-0,30 %","-1,70 %","-7,10 %","13,6 €/m2","0,00 %","-1,80 %","-7,20 %","12,5 €/m2","-1,00 %","-1,70 %","-6,50 %","13,6 €/m2","1,20 %","0,20 %","-3,50 %","10,3 €/m2","-0,50 %","-2,40 %","-7,00 %","10,1 €/m2","-1,20 %","-1,20 %","-4,40 %","10,6 €/m2","0,20 %","-0,80 %","-5,80 %","8,8 €/m2","-1,70 %","-3,40 %","-7,90 %","11,1 €/m2","-0,20 %","-3,50 %","-4,30 %","8,6 €/m2","0,00 %","0,80 %","-6,30 %","9,0 €/m2","0,00 %","-2,40 %","-5,80 %","11,8 €/m2","0,80 %","-1,50 %","-5,30 %","13,8 €/m2","-0,20 %","-1,20 %","-4,40 %","9,5 €/m2","0,50 %","-0,70 %","-6,90 %","11,6 €/m2","-0,70 %","-2,20 %","-5,30 %","8,8 €/m2","1,10 %","-0,10 %","-3,60 %","8,4 €/m2","0,30 %","-0,80 %","-7,40 %","8,9 €/m2","-0,80 %","-3,10 %","-7,20 %","8,1 €/m2","-2,40 %","-3,70 %","-6,50 %"
01/01/13,"11,4 €/m2","-0,70 %","-3,10 %","-5,40 %","11,3 €/m2","0,70 %","-2,20 %","-5,20 %","10,3 €/m2","0,90 %","0,00 %","0,70 %","9,1 €/m2","0,00 %","-1,60 %","-6,80 %","13,6 €/m2","-0,80 %","-2,20 %","-8,30 %","12,6 €/m2","-0,30 %","1,10 %","-5,60 %","13,5 €/m2","0,00 %","-1,50 %","-5,80 %","10,4 €/m2","-0,20 %","-2,20 %","-6,70 %","10,2 €/m2","0,20 %","0,00 %","-2,80 %","10,6 €/m2","-0,70 %","-1,20 %","-6,10 %","8,9 €/m2","-1,10 %","-3,40 %","-6,50 %","11,1 €/m2","-1,10 %","-3,70 %","-3,90 %","8,6 €/m2","-0,30 %","0,20 %","-6,30 %","9,0 €/m2","-0,80 %","-2,90 %","-6,50 %","11,7 €/m2","-2,10 %","-3,40 %","-7,30 %","13,8 €/m2","-0,30 %","-1,50 %","-4,50 %","9,5 €/m2","-0,70 %","-1,80 %","-7,70 %","11,7 €/m2","-0,70 %","-2,50 %","-4,70 %","8,7 €/m2","0,00 %","-1,20 %","-6,70 %","8,4 €/m2","0,10 %","-1,90 %","-6,30 %","9,0 €/m2","-1,80 %","-1,30 %","-7,10 %","8,3 €/m2","0,00 %","-1,50 %","-4,80 %"
