Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/03/20,3.650 €/m2,"0,30 %","0,30 %","-1,90 %",4.021 €/m2,"0,80 %","-0,40 %","-0,70 %",3.177 €/m2,"-0,50 %","-2,20 %","0,50 %",2.211 €/m2,"0,10 %","0,10 %","2,40 %",4.993 €/m2,"-0,10 %","-0,70 %","0,10 %",5.148 €/m2,"0,40 %","2,20 %","0,90 %",5.316 €/m2,"0,60 %","1,30 %","1,30 %",3.005 €/m2,"0,00 %","-0,10 %","-1,10 %",3.569 €/m2,"1,00 %","0,20 %","5,20 %",3.745 €/m2,"0,00 %","3,20 %","0,70 %",2.342 €/m2,"0,50 %","1,10 %","2,30 %",3.943 €/m2,"-0,20 %","-0,20 %","0,40 %",2.490 €/m2,"-0,40 %","-1,00 %","0,20 %",1.939 €/m2,"-0,20 %","-1,60 %","2,90 %",4.557 €/m2,"-0,40 %","0,40 %","-2,40 %",5.779 €/m2,"0,50 %","0,40 %","0,60 %",2.524 €/m2,"0,80 %","0,50 %","-1,50 %",3.692 €/m2,"0,20 %","0,50 %","-0,80 %",2.063 €/m2,"0,00 %","0,80 %","0,80 %",2.347 €/m2,"-0,80 %","0,20 %","3,50 %",2.386 €/m2,"-0,40 %","-2,20 %","-0,80 %",1.758 €/m2,"-0,40 %","-0,40 %","2,00 %"
01/02/20,3.638 €/m2,"0,40 %","-0,60 %","-1,70 %",3.990 €/m2,"-0,30 %","-2,00 %","-0,80 %",3.193 €/m2,"0,30 %","0,00 %","1,80 %",2.209 €/m2,"0,40 %","0,00 %","2,60 %",4.996 €/m2,"-0,60 %","-0,30 %","0,10 %",5.125 €/m2,"1,00 %","2,80 %","-0,40 %",5.286 €/m2,"0,80 %","0,50 %","0,50 %",3.006 €/m2,"0,00 %","-0,30 %","-0,70 %",3.533 €/m2,"-0,10 %","-0,60 %","4,60 %",3.746 €/m2,"1,40 %","3,10 %","0,70 %",2.331 €/m2,"0,90 %","1,00 %","1,10 %",3.950 €/m2,"0,50 %","0,00 %","1,50 %",2.500 €/m2,"0,00 %","-2,20 %","0,00 %",1.944 €/m2,"-0,40 %","-1,60 %","3,30 %",4.577 €/m2,"-0,50 %","-0,10 %","-1,70 %",5.750 €/m2,"-0,40 %","-0,10 %","0,00 %",2.505 €/m2,"-0,40 %","-1,80 %","-0,70 %",3.685 €/m2,"1,50 %","0,00 %","0,10 %",2.063 €/m2,"0,60 %","0,90 %","1,10 %",2.366 €/m2,"-0,50 %","3,90 %","5,00 %",2.395 €/m2,"-2,00 %","-2,10 %","-0,40 %",1.766 €/m2,"-0,60 %","1,70 %","3,20 %"
01/01/20,3.624 €/m2,"-0,40 %","-1,40 %","-1,20 %",4.001 €/m2,"-0,90 %","-1,80 %","0,00 %",3.183 €/m2,"-2,00 %","1,90 %","2,10 %",2.200 €/m2,"-0,40 %","-0,20 %","2,30 %",5.028 €/m2,"0,00 %","0,30 %","1,40 %",5.073 €/m2,"0,70 %","1,60 %","-0,70 %",5.242 €/m2,"-0,10 %","-0,70 %","-0,70 %",3.006 €/m2,"-0,10 %","-0,70 %","-0,50 %",3.537 €/m2,"-0,70 %","0,40 %","5,10 %",3.694 €/m2,"1,80 %","0,70 %","-0,90 %",2.310 €/m2,"-0,30 %","0,00 %","0,30 %",3.930 €/m2,"-0,50 %","0,10 %","2,30 %",2.500 €/m2,"-0,60 %","-2,90 %","0,70 %",1.951 €/m2,"-1,10 %","-0,90 %","3,90 %",4.599 €/m2,"1,30 %","0,30 %","0,00 %",5.775 €/m2,"0,30 %","0,00 %","1,40 %",2.515 €/m2,"0,10 %","-1,70 %","-0,20 %",3.631 €/m2,"-1,20 %","-1,90 %","-0,20 %",2.050 €/m2,"0,20 %","0,20 %","3,10 %",2.377 €/m2,"1,50 %","4,60 %","6,80 %",2.444 €/m2,"0,20 %","0,20 %","2,60 %",1.777 €/m2,"0,70 %","1,50 %","4,30 %"
01/12/19,3.639 €/m2,"-0,50 %","-0,80 %","-0,10 %",4.036 €/m2,"-0,90 %","-0,70 %","0,20 %",3.248 €/m2,"1,70 %","5,30 %","3,10 %",2.209 €/m2,"0,00 %","0,20 %","3,90 %",5.027 €/m2,"0,30 %","0,70 %","1,50 %",5.035 €/m2,"1,00 %","0,60 %","-1,80 %",5.248 €/m2,"-0,30 %","-0,30 %","-1,10 %",3.008 €/m2,"-0,30 %","-1,50 %","0,70 %",3.561 €/m2,"0,20 %","1,90 %","5,70 %",3.629 €/m2,"-0,10 %","-0,70 %","-0,80 %",2.317 €/m2,"0,40 %","1,30 %","2,30 %",3.950 €/m2,"0,00 %","1,40 %","3,90 %",2.515 €/m2,"-1,60 %","-3,90 %","1,70 %",1.971 €/m2,"-0,20 %","1,10 %","6,70 %",4.538 €/m2,"-1,00 %","0,10 %","-0,10 %",5.757 €/m2,"0,00 %","0,00 %","1,30 %",2.513 €/m2,"-1,50 %","-1,50 %","0,30 %",3.674 €/m2,"-0,30 %","-0,20 %","1,70 %",2.046 €/m2,"0,00 %","0,20 %","3,80 %",2.342 €/m2,"2,90 %","4,60 %","9,80 %",2.440 €/m2,"-0,20 %","0,10 %","3,90 %",1.765 €/m2,"1,70 %","1,00 %","6,20 %"
01/11/19,3.659 €/m2,"-0,50 %","-0,80 %","0,50 %",4.073 €/m2,"-0,10 %","0,20 %","1,90 %",3.194 €/m2,"2,30 %","2,50 %","1,80 %",2.210 €/m2,"0,20 %","1,80 %","3,60 %",5.013 €/m2,"0,00 %","0,50 %","1,60 %",4.986 €/m2,"-0,20 %","0,20 %","-2,50 %",5.261 €/m2,"-0,30 %","-0,20 %","-0,60 %",3.016 €/m2,"-0,40 %","-2,40 %","2,60 %",3.553 €/m2,"0,90 %","2,20 %","5,80 %",3.633 €/m2,"-1,00 %","-0,40 %","-0,90 %",2.308 €/m2,"-0,10 %","0,10 %","1,50 %",3.950 €/m2,"0,60 %","0,70 %","4,20 %",2.557 €/m2,"-0,60 %","-1,30 %","3,70 %",1.975 €/m2,"0,30 %","2,60 %","7,80 %",4.583 €/m2,"0,00 %","0,30 %","1,70 %",5.756 €/m2,"-0,30 %","-0,20 %","0,90 %",2.551 €/m2,"-0,30 %","0,40 %","1,10 %",3.686 €/m2,"-0,40 %","0,00 %","1,00 %",2.045 €/m2,"-0,10 %","-0,70 %","3,90 %",2.276 €/m2,"0,10 %","1,80 %","5,10 %",2.445 €/m2,"0,20 %","1,10 %","4,30 %",1.736 €/m2,"-0,80 %","0,10 %","4,60 %"
01/10/19,3.677 €/m2,"0,20 %","-0,80 %","1,50 %",4.075 €/m2,"0,30 %","-0,60 %","2,00 %",3.123 €/m2,"1,20 %","0,10 %","1,20 %",2.206 €/m2,"0,10 %","2,40 %","3,40 %",5.012 €/m2,"0,40 %","0,50 %","2,30 %",4.995 €/m2,"-0,30 %","0,30 %","-1,20 %",5.279 €/m2,"0,30 %","0,20 %","-0,20 %",3.027 €/m2,"-0,90 %","-2,00 %","3,30 %",3.522 €/m2,"0,70 %","1,70 %","5,30 %",3.669 €/m2,"0,40 %","-0,60 %","-0,60 %",2.310 €/m2,"1,00 %","1,20 %","0,60 %",3.927 €/m2,"0,80 %","-0,20 %","3,40 %",2.574 €/m2,"-1,70 %","-1,30 %","5,40 %",1.968 €/m2,"1,00 %","2,50 %","8,30 %",4.584 €/m2,"1,10 %","-0,20 %","2,50 %",5.776 €/m2,"0,30 %","-0,10 %","2,10 %",2.559 €/m2,"0,30 %","0,40 %","0,00 %",3.703 €/m2,"0,60 %","0,60 %","2,10 %",2.046 €/m2,"0,20 %","0,20 %","3,90 %",2.273 €/m2,"1,50 %","1,40 %","6,60 %",2.439 €/m2,"0,10 %","1,00 %","4,10 %",1.750 €/m2,"0,10 %","0,40 %","5,70 %"
01/09/19,3.669 €/m2,"-0,50 %","-1,10 %","1,80 %",4.063 €/m2,"0,00 %","-0,70 %","2,70 %",3.085 €/m2,"-1,00 %","-1,20 %","-0,20 %",2.204 €/m2,"1,50 %","1,50 %","4,70 %",4.992 €/m2,"0,00 %","0,00 %","1,30 %",5.008 €/m2,"0,60 %","1,10 %","-0,20 %",5.265 €/m2,"-0,10 %","0,10 %","0,30 %",3.055 €/m2,"-1,10 %","-0,60 %","4,70 %",3.496 €/m2,"0,50 %","1,80 %","5,40 %",3.653 €/m2,"0,10 %","-1,60 %","-0,50 %",2.288 €/m2,"-0,70 %","-0,30 %","0,90 %",3.897 €/m2,"-0,60 %","-0,20 %","2,60 %",2.617 €/m2,"1,00 %","1,00 %","8,30 %",1.949 €/m2,"1,20 %","1,90 %","8,30 %",4.534 €/m2,"-0,80 %","-1,90 %","1,70 %",5.760 €/m2,"-0,20 %","-1,00 %","3,10 %",2.551 €/m2,"0,40 %","-0,50 %","-1,40 %",3.682 €/m2,"-0,10 %","-0,70 %","3,10 %",2.041 €/m2,"-0,90 %","-1,30 %","3,60 %",2.239 €/m2,"0,20 %","-1,00 %","6,80 %",2.437 €/m2,"0,70 %","0,10 %","2,90 %",1.748 €/m2,"0,70 %","0,50 %","3,80 %"
01/08/19,3.688 €/m2,"-0,50 %","-0,90 %","3,00 %",4.063 €/m2,"-0,90 %","-0,70 %","2,40 %",3.114 €/m2,"-0,10 %","-1,70 %","4,50 %",2.171 €/m2,"0,80 %","-0,30 %","3,90 %",4.990 €/m2,"0,00 %","0,00 %","0,50 %",4.977 €/m2,"-0,10 %","-0,80 %","0,60 %",5.270 €/m2,"0,00 %","0,00 %","0,80 %",3.090 €/m2,"0,00 %","1,00 %","4,80 %",3.478 €/m2,"0,40 %","0,90 %","5,20 %",3.649 €/m2,"-1,20 %","-0,60 %","-0,30 %",2.305 €/m2,"1,00 %","0,70 %","4,20 %",3.921 €/m2,"-0,30 %","-0,40 %","3,60 %",2.590 €/m2,"-0,70 %","3,20 %","7,30 %",1.925 €/m2,"0,30 %","0,70 %","6,90 %",4.571 €/m2,"-0,50 %","-1,30 %","2,30 %",5.770 €/m2,"-0,20 %","-0,60 %","2,70 %",2.541 €/m2,"-0,30 %","-0,70 %","0,20 %",3.685 €/m2,"0,10 %","-0,30 %","4,30 %",2.059 €/m2,"0,80 %","0,80 %","7,60 %",2.235 €/m2,"-0,30 %","-1,60 %","6,70 %",2.419 €/m2,"0,20 %","-0,20 %","3,30 %",1.735 €/m2,"-0,50 %","-1,40 %","3,80 %"
01/07/19,3.707 €/m2,"-0,10 %","-0,40 %","4,80 %",4.098 €/m2,"0,20 %","0,20 %","2,80 %",3.119 €/m2,"-0,10 %","-1,70 %","6,30 %",2.153 €/m2,"-0,90 %","-1,00 %","3,50 %",4.990 €/m2,"-0,10 %","0,00 %","0,60 %",4.981 €/m2,"0,60 %","-1,20 %","1,40 %",5.269 €/m2,"0,20 %","-0,10 %","1,80 %",3.089 €/m2,"0,50 %","1,10 %","5,60 %",3.464 €/m2,"0,90 %","1,20 %","5,50 %",3.693 €/m2,"-0,50 %","0,20 %","3,10 %",2.283 €/m2,"-0,50 %","-1,10 %","3,90 %",3.934 €/m2,"0,80 %","0,50 %","4,80 %",2.608 €/m2,"0,60 %","4,80 %","10,60 %",1.919 €/m2,"0,40 %","1,30 %","7,50 %",4.594 €/m2,"-0,60 %","-1,20 %","1,60 %",5.781 €/m2,"-0,60 %","-0,30 %","3,80 %",2.549 €/m2,"-0,50 %","-1,10 %","1,10 %",3.681 €/m2,"-0,70 %","-1,00 %","6,50 %",2.043 €/m2,"-1,20 %","0,90 %","7,80 %",2.242 €/m2,"-0,80 %","-0,50 %","7,70 %",2.415 €/m2,"-0,90 %","0,00 %","2,90 %",1.744 €/m2,"0,30 %","-0,30 %","4,80 %"
01/06/19,3.709 €/m2,"-0,30 %","-0,30 %","6,90 %",4.091 €/m2,"0,00 %","1,10 %","5,30 %",3.121 €/m2,"-1,50 %","-1,30 %","7,50 %",2.172 €/m2,"-0,30 %","0,60 %","5,40 %",4.993 €/m2,"0,10 %","0,00 %","2,00 %",4.951 €/m2,"-1,30 %","-3,00 %","1,80 %",5.257 €/m2,"-0,20 %","0,20 %","2,40 %",3.073 €/m2,"0,40 %","1,10 %","7,20 %",3.433 €/m2,"-0,40 %","1,10 %","5,50 %",3.713 €/m2,"1,10 %","-0,20 %","7,80 %",2.295 €/m2,"0,20 %","0,20 %","5,30 %",3.903 €/m2,"-0,90 %","-0,60 %","4,40 %",2.592 €/m2,"3,30 %","4,30 %","9,50 %",1.912 €/m2,"0,00 %","1,40 %","9,80 %",4.621 €/m2,"-0,20 %","-1,00 %","1,60 %",5.817 €/m2,"0,20 %","1,30 %","6,60 %",2.563 €/m2,"0,20 %","0,00 %","2,00 %",3.707 €/m2,"0,20 %","-0,40 %","7,60 %",2.069 €/m2,"1,30 %","1,10 %","10,30 %",2.260 €/m2,"-0,50 %","-0,30 %","9,60 %",2.436 €/m2,"0,50 %","1,20 %","6,40 %",1.739 €/m2,"-1,20 %","0,80 %","5,90 %"
01/05/19,3.720 €/m2,"0,00 %","0,50 %","9,40 %",4.092 €/m2,"0,00 %","1,70 %","8,90 %",3.169 €/m2,"-0,10 %","1,00 %","9,70 %",2.179 €/m2,"0,20 %","1,20 %","7,80 %",4.988 €/m2,"0,00 %","0,00 %","2,80 %",5.016 €/m2,"-0,50 %","-2,50 %","3,40 %",5.268 €/m2,"-0,10 %","0,10 %","4,30 %",3.060 €/m2,"0,20 %","1,10 %","8,80 %",3.446 €/m2,"0,70 %","2,10 %","6,50 %",3.672 €/m2,"-0,30 %","-1,30 %","6,30 %",2.289 €/m2,"-0,80 %","-0,70 %","6,80 %",3.939 €/m2,"0,70 %","1,20 %","5,50 %",2.510 €/m2,"0,90 %","0,40 %","6,00 %",1.913 €/m2,"1,00 %","1,60 %","11,10 %",4.629 €/m2,"-0,40 %","-0,60 %","2,10 %",5.805 €/m2,"0,10 %","1,00 %","7,80 %",2.558 €/m2,"-0,80 %","1,40 %","0,90 %",3.698 €/m2,"-0,60 %","0,40 %","8,50 %",2.042 €/m2,"0,80 %","0,10 %","11,50 %",2.272 €/m2,"0,90 %","0,90 %","12,40 %",2.425 €/m2,"0,40 %","0,90 %","6,20 %",1.760 €/m2,"0,60 %","2,90 %","8,50 %"
01/04/19,3.721 €/m2,"0,00 %","1,40 %","11,80 %",4.090 €/m2,"1,00 %","2,20 %","10,40 %",3.173 €/m2,"0,30 %","1,80 %","11,70 %",2.175 €/m2,"0,70 %","1,20 %","10,80 %",4.989 €/m2,"0,00 %","0,60 %","4,30 %",5.041 €/m2,"-1,20 %","-1,30 %","5,10 %",5.273 €/m2,"0,50 %","-0,10 %","5,70 %",3.055 €/m2,"0,60 %","1,10 %","10,10 %",3.423 €/m2,"0,80 %","1,70 %","6,40 %",3.684 €/m2,"-1,00 %","-1,20 %","8,70 %",2.309 €/m2,"0,80 %","0,20 %","10,10 %",3.913 €/m2,"-0,30 %","1,80 %","5,30 %",2.489 €/m2,"0,20 %","0,20 %","8,70 %",1.894 €/m2,"0,50 %","0,90 %","12,90 %",4.649 €/m2,"-0,40 %","1,10 %","6,00 %",5.800 €/m2,"1,00 %","1,80 %","8,40 %",2.578 €/m2,"0,60 %","2,20 %","2,20 %",3.720 €/m2,"-0,10 %","2,30 %","11,30 %",2.025 €/m2,"-1,00 %","1,80 %","12,40 %",2.252 €/m2,"-0,60 %","1,20 %","15,30 %",2.414 €/m2,"0,30 %","1,40 %","7,70 %",1.749 €/m2,"1,40 %","2,70 %","7,50 %"
01/03/19,3.719 €/m2,"0,50 %","2,00 %","14,50 %",4.049 €/m2,"0,60 %","0,50 %","10,60 %",3.163 €/m2,"0,80 %","0,40 %","11,80 %",2.159 €/m2,"0,30 %","1,50 %","12,10 %",4.990 €/m2,"0,00 %","0,70 %","6,10 %",5.102 €/m2,"-0,80 %","-0,40 %","7,40 %",5.248 €/m2,"-0,30 %","-1,10 %","6,70 %",3.038 €/m2,"0,40 %","1,70 %","10,50 %",3.395 €/m2,"0,50 %","0,80 %","6,90 %",3.720 €/m2,"0,00 %","1,70 %","12,10 %",2.290 €/m2,"-0,70 %","1,10 %","11,20 %",3.927 €/m2,"0,90 %","3,30 %","5,30 %",2.484 €/m2,"-0,60 %","0,50 %","11,60 %",1.885 €/m2,"0,10 %","2,00 %","15,50 %",4.669 €/m2,"0,20 %","2,80 %","10,30 %",5.742 €/m2,"-0,10 %","1,00 %","8,20 %",2.563 €/m2,"1,60 %","2,30 %","3,50 %",3.723 €/m2,"1,10 %","3,10 %","13,20 %",2.046 €/m2,"0,30 %","3,80 %","16,30 %",2.267 €/m2,"0,70 %","6,30 %","18,60 %",2.407 €/m2,"0,10 %","2,50 %","9,20 %",1.724 €/m2,"0,70 %","3,70 %","15,00 %"
01/02/19,3.701 €/m2,"0,90 %","1,60 %","16,70 %",4.024 €/m2,"0,60 %","0,60 %","11,10 %",3.138 €/m2,"0,60 %","0,00 %","10,20 %",2.153 €/m2,"0,20 %","1,00 %","13,30 %",4.990 €/m2,"0,60 %","1,10 %","7,70 %",5.146 €/m2,"0,70 %","0,70 %","9,00 %",5.262 €/m2,"-0,30 %","-0,60 %","8,10 %",3.027 €/m2,"0,10 %","2,90 %","12,90 %",3.376 €/m2,"0,30 %","0,50 %","7,10 %",3.721 €/m2,"-0,20 %","1,50 %","13,00 %",2.305 €/m2,"0,10 %","1,40 %","13,40 %",3.893 €/m2,"1,30 %","2,70 %","4,20 %",2.500 €/m2,"0,70 %","1,30 %","10,40 %",1.882 €/m2,"0,30 %","2,80 %","18,50 %",4.657 €/m2,"1,30 %","3,30 %","11,80 %",5.749 €/m2,"0,90 %","0,80 %","9,80 %",2.523 €/m2,"0,10 %","0,00 %","1,20 %",3.682 €/m2,"1,20 %","0,80 %","14,70 %",2.040 €/m2,"2,60 %","3,70 %","17,70 %",2.252 €/m2,"1,20 %","4,00 %","18,00 %",2.404 €/m2,"0,90 %","2,50 %","9,90 %",1.711 €/m2,"0,50 %","3,10 %","14,80 %"
01/01/19,3.668 €/m2,"0,60 %","1,20 %","18,80 %",4.000 €/m2,"-0,70 %","0,10 %","13,60 %",3.118 €/m2,"-1,00 %","1,00 %","11,80 %",2.150 €/m2,"1,10 %","0,80 %","14,70 %",4.959 €/m2,"0,10 %","1,20 %","9,50 %",5.109 €/m2,"-0,30 %","1,10 %","10,20 %",5.279 €/m2,"-0,50 %","-0,20 %","9,00 %",3.022 €/m2,"1,20 %","3,10 %","15,80 %",3.365 €/m2,"-0,10 %","0,60 %","7,90 %",3.729 €/m2,"1,90 %","1,00 %","15,00 %",2.303 €/m2,"1,70 %","0,30 %","15,40 %",3.843 €/m2,"1,10 %","1,20 %","6,40 %",2.483 €/m2,"0,40 %","1,70 %","8,40 %",1.876 €/m2,"1,50 %","3,30 %","22,20 %",4.597 €/m2,"1,20 %","2,80 %","12,60 %",5.697 €/m2,"0,20 %","0,80 %","10,30 %",2.521 €/m2,"0,60 %","-1,50 %","1,70 %",3.637 €/m2,"0,70 %","0,30 %","16,10 %",1.989 €/m2,"0,90 %","1,00 %","16,90 %",2.225 €/m2,"4,40 %","4,30 %","19,30 %",2.382 €/m2,"1,40 %","1,70 %","12,70 %",1.703 €/m2,"2,50 %","2,90 %","17,30 %"
01/12/18,3.644 €/m2,"0,10 %","1,10 %","20,50 %",4.029 €/m2,"0,80 %","1,80 %","17,60 %",3.151 €/m2,"0,50 %","1,90 %","13,20 %",2.126 €/m2,"-0,30 %","1,00 %","14,70 %",4.953 €/m2,"0,40 %","0,50 %","10,40 %",5.125 €/m2,"0,30 %","2,20 %","12,20 %",5.304 €/m2,"0,20 %","1,10 %","11,30 %",2.988 €/m2,"1,60 %","2,40 %","15,40 %",3.369 €/m2,"0,30 %","1,60 %","8,80 %",3.659 €/m2,"-0,20 %","-0,40 %","15,20 %",2.264 €/m2,"-0,40 %","-0,20 %","14,10 %",3.802 €/m2,"0,30 %","0,10 %","7,00 %",2.473 €/m2,"0,20 %","2,30 %","10,70 %",1.848 €/m2,"0,90 %","2,70 %","22,70 %",4.544 €/m2,"0,80 %","1,90 %","12,80 %",5.684 €/m2,"-0,30 %","1,70 %","11,50 %",2.506 €/m2,"-0,60 %","-3,20 %","2,20 %",3.612 €/m2,"-1,10 %","1,10 %","16,70 %",1.971 €/m2,"0,20 %","0,10 %","16,90 %",2.132 €/m2,"-1,50 %","1,70 %","16,70 %",2.348 €/m2,"0,10 %","-0,90 %","12,20 %",1.662 €/m2,"0,10 %","-1,40 %","17,20 %"
01/11/18,3.642 €/m2,"0,50 %","1,70 %","21,70 %",3.999 €/m2,"0,10 %","0,80 %","18,90 %",3.136 €/m2,"1,60 %","5,20 %","11,80 %",2.133 €/m2,"0,00 %","2,00 %","14,40 %",4.934 €/m2,"0,70 %","-0,70 %","11,50 %",5.111 €/m2,"1,10 %","3,30 %","12,50 %",5.294 €/m2,"0,10 %","1,30 %","12,70 %",2.941 €/m2,"0,40 %","-0,20 %","13,60 %",3.358 €/m2,"0,40 %","1,60 %","10,20 %",3.666 €/m2,"-0,70 %","0,20 %","16,50 %",2.273 €/m2,"-1,00 %","2,70 %","16,80 %",3.792 €/m2,"-0,10 %","0,20 %","8,40 %",2.467 €/m2,"1,00 %","2,20 %","14,50 %",1.831 €/m2,"0,80 %","1,60 %","21,00 %",4.508 €/m2,"0,80 %","0,90 %","14,70 %",5.704 €/m2,"0,90 %","1,50 %","14,70 %",2.522 €/m2,"-1,40 %","-0,60 %","2,30 %",3.651 €/m2,"0,70 %","3,40 %","17,80 %",1.967 €/m2,"-0,10 %","2,80 %","17,00 %",2.165 €/m2,"1,50 %","3,40 %","18,90 %",2.345 €/m2,"0,10 %","0,20 %","12,00 %",1.660 €/m2,"0,30 %","-0,70 %","14,40 %"
01/10/18,3.624 €/m2,"0,50 %","2,50 %","21,70 %",3.996 €/m2,"1,00 %","0,30 %","20,20 %",3.086 €/m2,"-0,20 %","5,20 %","9,30 %",2.133 €/m2,"1,30 %","2,60 %","14,40 %",4.901 €/m2,"-0,60 %","-1,10 %","12,40 %",5.055 €/m2,"0,80 %","2,90 %","11,50 %",5.288 €/m2,"0,80 %","2,10 %","14,60 %",2.930 €/m2,"0,40 %","0,20 %","13,30 %",3.343 €/m2,"0,80 %","1,80 %","10,60 %",3.693 €/m2,"0,50 %","3,10 %","17,80 %",2.297 €/m2,"1,30 %","4,60 %","19,70 %",3.797 €/m2,"0,00 %","1,10 %","9,50 %",2.442 €/m2,"1,10 %","3,50 %","16,10 %",1.817 €/m2,"0,90 %","1,80 %","19,40 %",4.474 €/m2,"0,40 %","-1,10 %","15,60 %",5.654 €/m2,"1,20 %","1,50 %","15,10 %",2.559 €/m2,"-1,10 %","1,50 %","5,60 %",3.627 €/m2,"1,50 %","4,90 %","16,60 %",1.969 €/m2,"0,00 %","3,90 %","15,80 %",2.132 €/m2,"1,70 %","2,40 %","16,70 %",2.342 €/m2,"-1,10 %","-0,10 %","11,30 %",1.656 €/m2,"-1,70 %","-0,50 %","12,80 %"
01/09/18,3.605 €/m2,"0,70 %","3,90 %","22,50 %",3.957 €/m2,"-0,30 %","1,80 %","19,40 %",3.092 €/m2,"3,70 %","6,50 %","15,80 %",2.106 €/m2,"0,70 %","2,20 %","16,70 %",4.929 €/m2,"-0,80 %","0,70 %","14,80 %",5.017 €/m2,"1,40 %","3,10 %","11,90 %",5.247 €/m2,"0,40 %","2,20 %","16,20 %",2.918 €/m2,"-1,00 %","1,80 %","13,70 %",3.317 €/m2,"0,30 %","2,00 %","10,10 %",3.673 €/m2,"0,40 %","6,60 %","18,80 %",2.268 €/m2,"2,50 %","4,00 %","19,90 %",3.796 €/m2,"0,30 %","1,50 %","10,40 %",2.416 €/m2,"0,10 %","2,10 %","17,50 %",1.800 €/m2,"-0,10 %","3,40 %","21,20 %",4.457 €/m2,"-0,20 %","-2,00 %","17,10 %",5.589 €/m2,"-0,50 %","2,40 %","14,50 %",2.588 €/m2,"2,00 %","3,00 %","8,20 %",3.572 €/m2,"1,10 %","3,70 %","18,80 %",1.969 €/m2,"2,90 %","5,00 %","18,20 %",2.097 €/m2,"0,10 %","1,70 %","19,70 %",2.368 €/m2,"1,10 %","3,50 %","14,20 %",1.685 €/m2,"0,80 %","2,60 %","15,30 %"
