Mes,GLOBAL_precio_m2,GLOBAL_var_mensual,GLOBAL_var_trimest,GLOBAL_var_anual,ARGANZUELA_precio_m2,ARGANZUELA_var_mensual,ARGANZUELA_var_trimest,ARGANZUELA_var_anual,BARAJAS_precio_m2,BARAJAS_var_mensual,BARAJAS_var_trimest,BARAJAS_var_anual,CARABANCHEL_precio_m2,CARABANCHEL_var_mensual,CARABANCHEL_var_trimest,CARABANCHEL_var_anual,CENTRO_precio_m2,CENTRO_var_mensual,CENTRO_var_trimest,CENTRO_var_anual,CHAMARTIN_precio_m2,CHAMARTIN_var_mensual,CHAMARTIN_var_trimest,CHAMARTIN_var_anual,CHAMBERI_precio_m2,CHAMBERI_var_mensual,CHAMBERI_var_trimest,CHAMBERI_var_anual,CIUDAD_LINEAL_precio_m2,CIUDAD_LINEAL_var_mensual,CIUDAD_LINEAL_var_trimest,CIUDAD_LINEAL_var_anual,FUENCARRAL_precio_m2,FUENCARRAL_var_mensual,FUENCARRAL_var_trimest,FUENCARRAL_var_anual,HORTALEZA_precio_m2,HORTALEZA_var_mensual,HORTALEZA_var_trimest,HORTALEZA_var_anual,LATINA_precio_m2,LATINA_var_mensual,LATINA_var_trimest,LATINA_var_anual,MONCLOA_precio_m2,MONCLOA_var_mensual,MONCLOA_var_trimest,MONCLOA_var_anual,MORATALAZ_precio_m2,MORATALAZ_var_mensual,MORATALAZ_var_trimest,MORATALAZ_var_anual,PUENTE_VALLECAS_precio_m2,PUENTE_VALLECAS_var_mensual,PUENTE_VALLECAS_var_trimest,PUENTE_VALLECAS_var_anual,RETIRO_precio_m2,RETIRO_var_mensual,RETIRO_var_trimest,RETIRO_var_anual,SALAMANCA_precio_m2,SALAMANCA_var_mensual,SALAMANCA_var_trimest,SALAMANCA_var_anual,SAN_BLAS_precio_m2,SAN_BLAS_var_mensual,SAN_BLAS_var_trimest,SAN_BLAS_var_anual,TETUAN_precio_m2,TETUAN_var_mensual,TETUAN_var_trimest,TETUAN_var_anual,USERA_precio_m2,USERA_var_mensual,USERA_var_trimest,USERA_var_anual,VICALVARO_precio_m2,VICALVARO_var_mensual,VICALVARO_var_trimest,VICALVARO_var_anual,VILLA_VALLECAS_precio_m2,VILLA_VALLECAS_var_mensual,VILLA_VALLECAS_var_trimest,VILLA_VALLECAS_var_anual,VILLAVERDE_precio_m2,VILLAVERDE_var_mensual,VILLAVERDE_var_trimest,VILLAVERDE_var_anual
01/12/13,2.728 €/m2,"0,10 %","0,10 %","-1,60 %",2.692 €/m2,"-0,80 %","-2,50 %","-7,50 %",2.638 €/m2,"0,70 %","-0,40 %","-7,00 %",1.736 €/m2,"-1,30 %","-3,60 %","-7,30 %",3.258 €/m2,"0,30 %","-0,90 %","-4,70 %",3.871 €/m2,"-0,70 %","-1,40 %","-4,20 %",3.613 €/m2,"-1,60 %","-1,80 %","-6,40 %",2.512 €/m2,"0,00 %","-0,10 %","-4,70 %",2.799 €/m2,"-1,80 %","-1,90 %","-5,50 %",2.842 €/m2,"-0,40 %","-2,20 %","-4,90 %",1.761 €/m2,"-2,10 %","-5,10 %","-7,10 %",3.061 €/m2,"-0,70 %","-0,40 %","-3,90 %",1.923 €/m2,"2,20 %","1,40 %","-6,10 %",1.470 €/m2,"-0,30 %","-3,60 %","-6,70 %",3.183 €/m2,"-0,40 %","-1,80 %","-5,40 %",4.036 €/m2,"0,20 %","0,30 %","-3,30 %",2.159 €/m2,"2,20 %","0,90 %","-2,80 %",2.648 €/m2,"-1,00 %","-2,10 %","-5,70 %",1.622 €/m2,"-1,20 %","-2,70 %","-10,40 %",1.839 €/m2,"0,30 %","-0,30 %","-4,00 %",1.988 €/m2,"-1,80 %","-5,20 %","-7,30 %",1.438 €/m2,"-2,70 %","-4,10 %","-7,00 %"
01/11/13,2.726 €/m2,"0,10 %","0,30 %","-2,80 %",2.714 €/m2,"-1,30 %","-1,30 %","-8,20 %",2.618 €/m2,"-0,90 %","-0,30 %","-8,50 %",1.759 €/m2,"-0,50 %","-2,80 %","-7,60 %",3.249 €/m2,"-0,80 %","0,00 %","-6,40 %",3.901 €/m2,"0,30 %","-0,40 %","-4,50 %",3.671 €/m2,"0,00 %","0,50 %","-5,50 %",2.512 €/m2,"0,00 %","0,70 %","-6,30 %",2.850 €/m2,"0,10 %","2,00 %","-5,20 %",2.852 €/m2,"-0,90 %","-0,90 %","-5,90 %",1.800 €/m2,"-1,30 %","-1,20 %","-8,30 %",3.082 €/m2,"0,10 %","0,90 %","-4,70 %",1.881 €/m2,"0,40 %","-1,50 %","-9,50 %",1.474 €/m2,"-2,60 %","-0,10 %","-9,40 %",3.194 €/m2,"-0,20 %","-1,00 %","-6,40 %",4.029 €/m2,"1,00 %","0,90 %","-3,10 %",2.112 €/m2,"-0,70 %","-1,20 %","-6,50 %",2.674 €/m2,"-0,60 %","0,20 %","-6,50 %",1.642 €/m2,"-1,20 %","-1,60 %","-10,40 %",1.834 €/m2,"-0,20 %","-2,30 %","-5,70 %",2.023 €/m2,"-3,30 %","-5,10 %","-6,20 %",1.478 €/m2,"-1,10 %","-0,90 %","-6,40 %"
01/10/13,2.723 €/m2,"-0,10 %","0,20 %","-4,10 %",2.750 €/m2,"-0,40 %","-1,00 %","-8,60 %",2.642 €/m2,"-0,30 %","-1,20 %","-10,20 %",1.768 €/m2,"-1,80 %","-3,80 %","-9,50 %",3.274 €/m2,"-0,40 %","-0,30 %","-6,80 %",3.891 €/m2,"-0,90 %","-1,30 %","-5,80 %",3.671 €/m2,"-0,20 %","-0,10 %","-6,40 %",2.512 €/m2,"-0,10 %","-0,10 %","-8,00 %",2.847 €/m2,"-0,20 %","1,00 %","-5,90 %",2.878 €/m2,"-1,00 %","-1,50 %","-5,60 %",1.824 €/m2,"-1,70 %","-1,80 %","-8,90 %",3.080 €/m2,"0,30 %","0,50 %","-6,80 %",1.873 €/m2,"-1,20 %","-6,40 %","-12,10 %",1.513 €/m2,"-0,80 %","-0,20 %","-8,50 %",3.199 €/m2,"-1,30 %","-1,30 %","-6,80 %",3.991 €/m2,"-0,80 %","-1,10 %","-3,80 %",2.126 €/m2,"-0,60 %","-1,10 %","-8,30 %",2.690 €/m2,"-0,50 %","-0,50 %","-8,30 %",1.661 €/m2,"-0,40 %","-2,90 %","-10,10 %",1.838 €/m2,"-0,30 %","-5,00 %","-7,80 %",2.092 €/m2,"-0,30 %","-2,10 %","-5,50 %",1.495 €/m2,"-0,30 %","-1,30 %","-8,70 %"
01/09/13,2.725 €/m2,"0,30 %","0,10 %","-4,70 %",2.762 €/m2,"0,40 %","-0,70 %","-8,40 %",2.649 €/m2,"0,90 %","-1,40 %","-10,40 %",1.801 €/m2,"-0,40 %","-2,30 %","-10,00 %",3.289 €/m2,"1,30 %","0,10 %","-6,00 %",3.925 €/m2,"0,20 %","-0,60 %","-4,70 %",3.678 €/m2,"0,70 %","0,10 %","-6,10 %",2.516 €/m2,"0,80 %","-0,20 %","-9,00 %",2.854 €/m2,"2,10 %","0,40 %","-5,10 %",2.907 €/m2,"1,00 %","-1,00 %","-6,10 %",1.855 €/m2,"1,80 %","-0,30 %","-9,30 %",3.072 €/m2,"0,60 %","-0,20 %","-7,00 %",1.896 €/m2,"-0,70 %","-5,30 %","-11,00 %",1.525 €/m2,"3,40 %","0,00 %","-9,40 %",3.240 €/m2,"0,40 %","-1,30 %","-5,70 %",4.022 €/m2,"0,70 %","-1,00 %","-3,20 %",2.140 €/m2,"0,20 %","-1,50 %","-10,40 %",2.705 €/m2,"1,40 %","0,30 %","-8,00 %",1.668 €/m2,"0,00 %","-2,90 %","-10,30 %",1.844 €/m2,"-1,70 %","-4,40 %","-11,70 %",2.098 €/m2,"-1,60 %","-0,20 %","-7,60 %",1.499 €/m2,"0,60 %","-0,20 %","-9,70 %"
01/08/13,2.717 €/m2,"0,00 %","-1,30 %","-6,00 %",2.750 €/m2,"-1,00 %","-2,40 %","-8,70 %",2.626 €/m2,"-1,80 %","-4,80 %","-10,10 %",1.809 €/m2,"-1,50 %","-2,60 %","-11,20 %",3.248 €/m2,"-1,10 %","-2,20 %","-7,20 %",3.916 €/m2,"-0,70 %","-0,80 %","-5,30 %",3.653 €/m2,"-0,60 %","-1,40 %","-7,00 %",2.495 €/m2,"-0,80 %","-2,00 %","-10,20 %",2.794 €/m2,"-0,90 %","-2,20 %","-7,00 %",2.877 €/m2,"-1,50 %","-3,70 %","-6,30 %",1.822 €/m2,"-1,90 %","-3,00 %","-10,40 %",3.055 €/m2,"-0,40 %","-1,20 %","-7,80 %",1.909 €/m2,"-4,60 %","-5,10 %","-11,00 %",1.475 €/m2,"-2,70 %","-3,60 %","-12,90 %",3.227 €/m2,"-0,40 %","-2,10 %","-6,20 %",3.994 €/m2,"-1,00 %","-2,30 %","-4,40 %",2.136 €/m2,"-0,70 %","-2,50 %","-11,30 %",2.668 €/m2,"-1,30 %","-1,90 %","-8,50 %",1.668 €/m2,"-2,50 %","-4,40 %","-10,50 %",1.876 €/m2,"-3,00 %","-4,40 %","-11,40 %",2.133 €/m2,"-0,20 %","2,00 %","-8,30 %",1.491 €/m2,"-1,60 %","-1,30 %","-10,30 %"
01/07/13,2.718 €/m2,"-0,10 %","-1,10 %","-7,10 %",2.778 €/m2,"-0,10 %","-1,60 %","-9,20 %",2.674 €/m2,"-0,50 %","-4,00 %","-9,10 %",1.837 €/m2,"-0,40 %","-1,60 %","-11,00 %",3.282 €/m2,"-0,10 %","-1,70 %","-6,80 %",3.943 €/m2,"-0,10 %","-0,80 %","-5,80 %",3.674 €/m2,"0,00 %","-2,00 %","-7,00 %",2.515 €/m2,"-0,20 %","-0,40 %","-10,60 %",2.819 €/m2,"-0,80 %","-2,10 %","-6,90 %",2.921 €/m2,"-0,50 %","-2,10 %","-7,70 %",1.858 €/m2,"-0,10 %","-1,30 %","-9,80 %",3.066 €/m2,"-0,40 %","-1,20 %","-8,20 %",2.002 €/m2,"0,00 %","0,60 %","-8,80 %",1.516 €/m2,"-0,50 %","-0,10 %","-12,60 %",3.241 €/m2,"-1,20 %","-2,20 %","-6,50 %",4.035 €/m2,"-0,70 %","-2,00 %","-3,70 %",2.151 €/m2,"-1,00 %","-0,70 %","-10,80 %",2.703 €/m2,"0,20 %","-1,90 %","-8,50 %",1.712 €/m2,"-0,30 %","-2,30 %","-10,30 %",1.935 €/m2,"0,30 %","-0,70 %","-10,50 %",2.137 €/m2,"1,60 %","1,70 %","-9,60 %",1.515 €/m2,"0,80 %","3,20 %","-10,60 %"
01/06/13,2.721 €/m2,"-1,10 %","-1,20 %","-8,20 %",2.781 €/m2,"-1,30 %","-2,30 %","-10,20 %",2.687 €/m2,"-2,60 %","-2,90 %","-9,20 %",1.844 €/m2,"-0,70 %","-0,40 %","-11,90 %",3.286 €/m2,"-1,00 %","-2,50 %","-8,10 %",3.947 €/m2,"-0,10 %","-1,00 %","-7,00 %",3.673 €/m2,"-0,90 %","-2,20 %","-8,30 %",2.521 €/m2,"-1,00 %","-1,50 %","-10,50 %",2.843 €/m2,"-0,50 %","-2,30 %","-6,70 %",2.935 €/m2,"-1,70 %","-2,90 %","-9,40 %",1.860 €/m2,"-1,00 %","-1,80 %","-9,20 %",3.079 €/m2,"-0,40 %","-2,30 %","-7,80 %",2.002 €/m2,"-0,50 %","0,00 %","-10,60 %",1.524 €/m2,"-0,40 %","-0,40 %","-14,30 %",3.281 €/m2,"-0,50 %","-1,50 %","-5,10 %",4.062 €/m2,"-0,60 %","-2,00 %","-2,80 %",2.173 €/m2,"-0,90 %","-0,60 %","-13,30 %",2.697 €/m2,"-0,80 %","-2,90 %","-10,00 %",1.717 €/m2,"-1,60 %","-1,60 %","-12,90 %",1.928 €/m2,"-1,70 %","-0,60 %","-12,20 %",2.103 €/m2,"0,60 %","-0,90 %","-11,70 %",1.502 €/m2,"-0,50 %","1,30 %","-17,00 %"
01/05/13,2.752 €/m2,"0,20 %","0,60 %","-7,90 %",2.818 €/m2,"-0,10 %","-2,20 %","-10,40 %",2.758 €/m2,"-1,00 %","-1,90 %","-8,20 %",1.856 €/m2,"-0,60 %","0,20 %","-12,60 %",3.321 €/m2,"-0,50 %","-2,30 %","-7,80 %",3.949 €/m2,"-0,60 %","-2,00 %","-7,50 %",3.705 €/m2,"-1,10 %","-3,70 %","-8,60 %",2.547 €/m2,"0,90 %","0,30 %","-11,20 %",2.858 €/m2,"-0,70 %","-1,50 %","-8,20 %",2.987 €/m2,"0,10 %","0,20 %","-9,80 %",1.879 €/m2,"-0,20 %","0,50 %","-9,40 %",3.091 €/m2,"-0,40 %","-2,90 %","-7,40 %",2.012 €/m2,"1,10 %","1,30 %","-10,70 %",1.531 €/m2,"0,90 %","0,20 %","-16,40 %",3.297 €/m2,"-0,50 %","-1,50 %","-5,70 %",4.088 €/m2,"-0,80 %","-2,00 %","-2,90 %",2.192 €/m2,"1,20 %","1,10 %","-12,60 %",2.720 €/m2,"-1,30 %","-1,90 %","-10,30 %",1.745 €/m2,"-0,30 %","0,40 %","-12,60 %",1.962 €/m2,"0,70 %","2,40 %","-14,10 %",2.090 €/m2,"-0,60 %","-1,90 %","-12,20 %",1.510 €/m2,"2,90 %","0,30 %","-16,70 %"
01/04/13,2.747 €/m2,"-0,20 %","0,30 %","-8,40 %",2.821 €/m2,"-0,90 %","-3,10 %","-10,80 %",2.786 €/m2,"0,60 %","-1,60 %","-8,70 %",1.868 €/m2,"0,90 %","0,90 %","-12,90 %",3.338 €/m2,"-1,00 %","-2,00 %","-8,80 %",3.973 €/m2,"-0,40 %","-1,90 %","-7,50 %",3.748 €/m2,"-0,20 %","-2,80 %","-8,30 %",2.525 €/m2,"-1,40 %","-2,80 %","-11,90 %",2.879 €/m2,"-1,00 %","-1,80 %","-8,10 %",2.984 €/m2,"-1,30 %","0,60 %","-9,70 %",1.883 €/m2,"-0,60 %","0,50 %","-10,40 %",3.102 €/m2,"-1,50 %","-2,20 %","-9,10 %",1.991 €/m2,"-0,60 %","-0,50 %","-11,70 %",1.517 €/m2,"-0,90 %","-2,20 %","-18,20 %",3.312 €/m2,"-0,60 %","-1,70 %","-6,80 %",4.119 €/m2,"-0,70 %","-1,20 %","-4,50 %",2.166 €/m2,"-0,80 %","-1,60 %","-13,50 %",2.755 €/m2,"-0,90 %","-1,10 %","-10,20 %",1.751 €/m2,"0,30 %","-1,50 %","-13,10 %",1.949 €/m2,"0,50 %","0,50 %","-15,80 %",2.102 €/m2,"-0,90 %","-1,50 %","-12,60 %",1.467 €/m2,"-1,10 %","-3,40 %","-19,30 %"
01/03/13,2.754 €/m2,"0,60 %","-0,70 %","-9,30 %",2.846 €/m2,"-1,20 %","-2,20 %","-12,20 %",2.769 €/m2,"-1,50 %","-2,40 %","-9,50 %",1.851 €/m2,"-0,10 %","-1,20 %","-14,80 %",3.370 €/m2,"-0,90 %","-1,40 %","-9,10 %",3.988 €/m2,"-1,00 %","-1,30 %","-7,00 %",3.754 €/m2,"-2,40 %","-2,80 %","-8,70 %",2.560 €/m2,"0,80 %","-2,90 %","-13,70 %",2.909 €/m2,"0,30 %","-1,80 %","-9,30 %",3.022 €/m2,"1,40 %","1,10 %","-9,40 %",1.895 €/m2,"1,30 %","0,00 %","-11,30 %",3.150 €/m2,"-1,00 %","-1,20 %","-8,30 %",2.002 €/m2,"0,80 %","-2,20 %","-13,20 %",1.531 €/m2,"0,20 %","-2,90 %","-18,80 %",3.332 €/m2,"-0,50 %","-1,00 %","-7,70 %",4.146 €/m2,"-0,60 %","-0,70 %","-4,90 %",2.185 €/m2,"0,70 %","-1,60 %","-14,60 %",2.779 €/m2,"0,20 %","-1,10 %","-10,20 %",1.745 €/m2,"0,40 %","-3,60 %","-15,00 %",1.939 €/m2,"1,30 %","1,30 %","-17,50 %",2.122 €/m2,"-0,30 %","-1,10 %","-13,20 %",1.484 €/m2,"-1,50 %","-4,00 %","-21,20 %"
01/02/13,2.737 €/m2,"-0,10 %","-2,40 %","-10,20 %",2.881 €/m2,"-1,00 %","-2,50 %","-10,80 %",2.811 €/m2,"-0,70 %","-1,70 %","-7,10 %",1.853 €/m2,"0,10 %","-2,60 %","-16,10 %",3.400 €/m2,"-0,20 %","-2,10 %","-9,20 %",4.029 €/m2,"-0,50 %","-1,30 %","-7,00 %",3.847 €/m2,"-0,30 %","-1,00 %","-6,60 %",2.539 €/m2,"-2,30 %","-5,30 %","-15,30 %",2.901 €/m2,"-1,10 %","-3,50 %","-10,40 %",2.980 €/m2,"0,40 %","-1,70 %","-11,10 %",1.870 €/m2,"-0,20 %","-4,70 %","-14,80 %",3.182 €/m2,"0,30 %","-1,60 %","-7,60 %",1.987 €/m2,"-0,70 %","-4,40 %","-14,10 %",1.527 €/m2,"-1,50 %","-6,10 %","-19,10 %",3.348 €/m2,"-0,60 %","-1,90 %","-6,90 %",4.171 €/m2,"0,10 %","0,30 %","-5,00 %",2.169 €/m2,"-1,60 %","-4,00 %","-16,20 %",2.773 €/m2,"-0,40 %","-3,00 %","-11,40 %",1.739 €/m2,"-2,10 %","-5,10 %","-15,40 %",1.915 €/m2,"-1,20 %","-1,50 %","-18,30 %",2.129 €/m2,"-0,30 %","-1,20 %","-12,50 %",1.506 €/m2,"-0,80 %","-4,60 %","-19,60 %"
01/01/13,2.740 €/m2,"-1,20 %","-3,50 %","-10,70 %",2.910 €/m2,"0,00 %","-3,20 %","-10,90 %",2.830 €/m2,"-0,20 %","-3,70 %","-6,70 %",1.850 €/m2,"-1,20 %","-5,30 %","-16,50 %",3.407 €/m2,"-0,40 %","-3,00 %","-9,40 %",4.051 €/m2,"0,20 %","-1,90 %","-7,10 %",3.857 €/m2,"-0,10 %","-1,70 %","-7,00 %",2.598 €/m2,"-1,50 %","-4,90 %","-14,80 %",2.932 €/m2,"-1,00 %","-3,10 %","-10,20 %",2.967 €/m2,"-0,80 %","-2,70 %","-12,50 %",1.873 €/m2,"-1,10 %","-6,40 %","-15,90 %",3.173 €/m2,"-0,40 %","-4,00 %","-8,80 %",2.002 €/m2,"-2,20 %","-6,00 %","-13,80 %",1.551 €/m2,"-1,60 %","-6,10 %","-18,40 %",3.368 €/m2,"0,10 %","-1,90 %","-7,00 %",4.168 €/m2,"-0,20 %","0,40 %","-5,60 %",2.203 €/m2,"-0,80 %","-5,00 %","-15,40 %",2.784 €/m2,"-0,90 %","-5,10 %","-11,90 %",1.777 €/m2,"-1,80 %","-3,90 %","-14,90 %",1.938 €/m2,"1,20 %","-2,70 %","-17,50 %",2.135 €/m2,"-0,50 %","-3,60 %","-13,40 %",1.519 €/m2,"-1,70 %","-7,20 %","-19,60 %"
01/12/12,2.772 €/m2,"-1,10 %","-3,00 %","-10,00 %",2.911 €/m2,"-1,50 %","-3,40 %","-11,80 %",2.836 €/m2,"-0,90 %","-4,10 %","-6,60 %",1.873 €/m2,"-1,50 %","-6,40 %","-16,10 %",3.419 €/m2,"-1,50 %","-2,30 %","-9,40 %",4.041 €/m2,"-1,00 %","-1,90 %","-7,40 %",3.861 €/m2,"-0,60 %","-1,40 %","-7,20 %",2.637 €/m2,"-1,70 %","-4,60 %","-13,40 %",2.962 €/m2,"-1,40 %","-1,50 %","-9,60 %",2.989 €/m2,"-1,40 %","-3,40 %","-12,40 %",1.895 €/m2,"-3,40 %","-7,40 %","-14,60 %",3.187 €/m2,"-1,50 %","-3,50 %","-8,60 %",2.047 €/m2,"-1,50 %","-3,90 %","-10,70 %",1.576 €/m2,"-3,20 %","-6,30 %","-17,70 %",3.366 €/m2,"-1,40 %","-2,10 %","-7,00 %",4.175 €/m2,"0,40 %","0,50 %","-5,80 %",2.221 €/m2,"-1,60 %","-7,00 %","-14,60 %",2.809 €/m2,"-1,80 %","-4,50 %","-11,10 %",1.810 €/m2,"-1,20 %","-2,60 %","-14,00 %",1.915 €/m2,"-1,50 %","-8,30 %","-18,40 %",2.145 €/m2,"-0,50 %","-5,50 %","-12,90 %",1.546 €/m2,"-2,10 %","-6,90 %","-18,60 %"
01/11/12,2.803 €/m2,"-1,30 %","-3,00 %","-9,70 %",2.956 €/m2,"-1,70 %","-1,80 %","-10,60 %",2.860 €/m2,"-2,70 %","-2,10 %","-7,80 %",1.902 €/m2,"-2,60 %","-6,60 %","-15,80 %",3.472 €/m2,"-1,20 %","-0,80 %","-8,80 %",4.083 €/m2,"-1,10 %","-1,20 %","-7,60 %",3.885 €/m2,"-1,00 %","-1,10 %","-8,00 %",2.682 €/m2,"-1,80 %","-3,40 %","-11,30 %",3.006 €/m2,"-0,70 %","0,00 %","-9,10 %",3.031 €/m2,"-0,60 %","-1,30 %","-12,20 %",1.962 €/m2,"-2,00 %","-3,50 %","-12,70 %",3.234 €/m2,"-2,10 %","-2,30 %","-8,70 %",2.079 €/m2,"-2,40 %","-3,10 %","-11,50 %",1.627 €/m2,"-1,50 %","-4,00 %","-18,20 %",3.413 €/m2,"-0,50 %","-0,80 %","-6,50 %",4.159 €/m2,"0,20 %","-0,50 %","-6,90 %",2.258 €/m2,"-2,60 %","-6,30 %","-13,90 %",2.859 €/m2,"-2,50 %","-2,00 %","-11,00 %",1.832 €/m2,"-0,90 %","-1,70 %","-14,10 %",1.944 €/m2,"-2,50 %","-8,20 %","-18,30 %",2.156 €/m2,"-2,60 %","-7,30 %","-12,60 %",1.579 €/m2,"-3,60 %","-5,10 %","-17,20 %"
01/10/12,2.840 €/m2,"-0,70 %","-2,90 %","-9,00 %",3.007 €/m2,"-0,20 %","-1,70 %","-9,80 %",2.940 €/m2,"-0,60 %","-0,10 %","-5,80 %",1.953 €/m2,"-2,30 %","-5,30 %","-14,90 %",3.514 €/m2,"0,40 %","-0,30 %","-7,80 %",4.128 €/m2,"0,30 %","-1,30 %","-6,70 %",3.923 €/m2,"0,20 %","-0,70 %","-7,00 %",2.732 €/m2,"-1,20 %","-2,90 %","-11,30 %",3.026 €/m2,"0,60 %","-0,10 %","-8,80 %",3.049 €/m2,"-1,50 %","-3,60 %","-11,30 %",2.001 €/m2,"-2,20 %","-2,80 %","-11,90 %",3.304 €/m2,"0,10 %","-1,10 %","-6,60 %",2.131 €/m2,"0,00 %","-3,00 %","-10,00 %",1.652 €/m2,"-1,80 %","-4,80 %","-18,90 %",3.432 €/m2,"-0,20 %","-1,00 %","-7,20 %",4.150 €/m2,"-0,10 %","-0,90 %","-6,70 %",2.319 €/m2,"-2,90 %","-3,90 %","-13,10 %",2.933 €/m2,"-0,20 %","-0,70 %","-9,10 %",1.849 €/m2,"-0,60 %","-3,10 %","-15,00 %",1.993 €/m2,"-4,60 %","-7,80 %","-17,50 %",2.215 €/m2,"-2,40 %","-6,30 %","-10,70 %",1.637 €/m2,"-1,40 %","-3,40 %","-13,00 %"
01/09/12,2.859 €/m2,"-1,10 %","-3,50 %","-8,50 %",3.014 €/m2,"0,10 %","-2,60 %","-9,60 %",2.957 €/m2,"1,20 %","-0,10 %","-5,00 %",2.000 €/m2,"-1,80 %","-4,40 %","-12,40 %",3.500 €/m2,"0,00 %","-2,10 %","-8,00 %",4.118 €/m2,"-0,40 %","-3,00 %","-7,40 %",3.915 €/m2,"-0,30 %","-2,20 %","-8,10 %",2.764 €/m2,"-0,50 %","-1,90 %","-9,80 %",3.008 €/m2,"0,10 %","-1,30 %","-9,90 %",3.096 €/m2,"0,80 %","-4,50 %","-7,90 %",2.046 €/m2,"0,60 %","-0,20 %","-10,40 %",3.302 €/m2,"-0,30 %","-1,10 %","-6,90 %",2.131 €/m2,"-0,70 %","-4,90 %","-12,10 %",1.682 €/m2,"-0,70 %","-5,40 %","-17,80 %",3.437 €/m2,"-0,10 %","-0,60 %","-7,00 %",4.154 €/m2,"-0,60 %","-0,60 %","-6,60 %",2.388 €/m2,"-0,90 %","-4,70 %","-10,70 %",2.940 €/m2,"0,80 %","-1,90 %","-8,90 %",1.859 €/m2,"-0,30 %","-5,70 %","-17,20 %",2.088 €/m2,"-1,40 %","-4,90 %","-13,50 %",2.270 €/m2,"-2,40 %","-4,70 %","-8,60 %",1.660 €/m2,"-0,20 %","-8,30 %","-12,70 %"
01/08/12,2.891 €/m2,"-1,20 %","-3,20 %","-8,30 %",3.010 €/m2,"-1,60 %","-4,30 %","-9,70 %",2.922 €/m2,"-0,70 %","-2,70 %","-6,60 %",2.036 €/m2,"-1,30 %","-4,10 %","-10,70 %",3.499 €/m2,"-0,70 %","-2,90 %","-8,20 %",4.133 €/m2,"-1,20 %","-3,20 %","-7,60 %",3.929 €/m2,"-0,60 %","-3,10 %","-7,60 %",2.777 €/m2,"-1,20 %","-3,20 %","-9,60 %",3.005 €/m2,"-0,80 %","-3,50 %","-9,90 %",3.071 €/m2,"-2,90 %","-7,30 %","-8,70 %",2.034 €/m2,"-1,20 %","-2,00 %","-11,70 %",3.312 €/m2,"-0,80 %","-0,70 %","-6,30 %",2.145 €/m2,"-2,30 %","-4,80 %","-13,60 %",1.694 €/m2,"-2,40 %","-7,50 %","-18,40 %",3.440 €/m2,"-0,80 %","-1,60 %","-8,50 %",4.178 €/m2,"-0,30 %","-0,70 %","-7,10 %",2.410 €/m2,"-0,10 %","-3,90 %","-10,50 %",2.917 €/m2,"-1,20 %","-3,80 %","-10,10 %",1.864 €/m2,"-2,30 %","-6,70 %","-14,70 %",2.117 €/m2,"-2,10 %","-7,40 %","-12,50 %",2.326 €/m2,"-1,60 %","-2,30 %","-4,40 %",1.663 €/m2,"-1,90 %","-8,30 %","-14,80 %"
01/07/12,2.926 €/m2,"-1,30 %","-2,40 %","-8,30 %",3.060 €/m2,"-1,10 %","-3,30 %","-9,60 %",2.942 €/m2,"-0,60 %","-3,60 %","-7,50 %",2.063 €/m2,"-1,40 %","-3,80 %","-11,60 %",3.523 €/m2,"-1,50 %","-3,80 %","-8,50 %",4.184 €/m2,"-1,40 %","-2,50 %","-7,60 %",3.952 €/m2,"-1,30 %","-3,30 %","-8,50 %",2.812 €/m2,"-0,20 %","-1,90 %","-9,80 %",3.029 €/m2,"-0,50 %","-3,30 %","-9,60 %",3.163 €/m2,"-2,40 %","-4,30 %","-6,40 %",2.059 €/m2,"0,50 %","-2,10 %","-12,00 %",3.339 €/m2,"0,00 %","-2,20 %","-6,50 %",2.196 €/m2,"-2,00 %","-2,60 %","-12,20 %",1.736 €/m2,"-2,40 %","-6,40 %","-18,50 %",3.466 €/m2,"0,20 %","-2,40 %","-8,50 %",4.189 €/m2,"0,20 %","-2,90 %","-8,80 %",2.412 €/m2,"-3,70 %","-3,70 %","-11,60 %",2.953 €/m2,"-1,40 %","-3,70 %","-10,20 %",1.908 €/m2,"-3,20 %","-5,30 %","-14,60 %",2.162 €/m2,"-1,50 %","-6,50 %","-10,70 %",2.364 €/m2,"-0,70 %","-1,70 %","-3,20 %",1.695 €/m2,"-6,40 %","-6,80 %","-15,30 %"
